gene,condition,sample,gc1,gc2,gc3,n_codons,syn_per_100,nonsyn_per_100,frac_diff_syn,syn_site_frac,pS,pN,pN_over_pS
ENSG00000007908,add_own,2.0,45.28528528528528,46.06606606606607,60.12048192771084,317.2,19.867586574248,15.199244090668168,0.5511030467490872,0.2109764995639348,0.3134653538626598,0.0642031034542999,0.2428182922971446
ENSG00000007908,random_a1.0,2.0,48.588588588588586,47.38738738738739,64.81927710843374,326.8,23.43709921706808,15.789533401244176,0.5971588316373617,0.2114111327334726,0.3695037788018427,0.0667422060439045,0.181529826613892
ENSG00000007908,unsteered,2.0,44.14414414414414,44.14414414414414,51.74698795180723,307.2,16.60880164644817,19.69032067957753,0.4494683171046918,0.2134207778376819,0.2596456456326883,0.0834628439608911,0.3739733932501521
ENSG00000008952,add_a0.5,2.0,46.72672672672672,30.69069069069069,43.73493975903615,305.0,7.38373063014059,24.48814002524476,0.2276007756611204,0.2072218964773725,0.1186988499745372,0.1029636991191616,0.9779228257123984
ENSG00000008952,add_a1.0,2.0,54.8948948948949,33.51351351351352,58.13253012048192,300.0,7.612378548894616,26.377610351122108,0.2209640939496655,0.2069435562205561,0.1227546267854113,0.1108762997412766,0.9926725686335088
ENSG00000008952,add_a2.0,2.0,60.78078078078077,47.807807807807805,63.73493975903615,307.0,6.981690301908936,22.402905002455064,0.2395098453757824,0.2070788932902443,0.1123983773502454,0.094182767421195,0.8495723204926362
ENSG00000008952,add_a3.0,2.0,75.13513513513513,62.34234234234234,86.98795180722891,316.2,7.345384099542993,22.27626992486036,0.2485014953315983,0.2068287505557165,0.1184345721273278,0.0936338628007864,0.8023025811391316
ENSG00000008952,add_a4.0,2.0,83.6036036036036,74.53453453453453,90.12048192771086,316.0,7.150063159688608,21.97502213451176,0.2494655295185855,0.2063189153291031,0.1154665858298774,0.0922726425295665,0.8136689981606533
ENSG00000008952,add_gc_removed_a1.0,2.0,39.0990990990991,32.07207207207207,30.72289156626506,295.2,6.838779339557982,25.30424152537612,0.2116160569980603,0.2069486069028777,0.1101458999844641,0.1063637127682997,0.9801298737613235
ENSG00000008952,add_own,2.0,66.42642642642643,50.39039039039039,74.93975903614458,314.0,7.440259262005858,23.503647973850992,0.2386616320148124,0.2061653929512437,0.1203337954818996,0.0986933692446148,0.8460399210876309
ENSG00000008952,random_a1.0,2.0,38.13813813813814,33.453453453453456,36.20481927710844,302.0,7.545411226704539,23.134265607597047,0.2449267226866676,0.2060344565229157,0.1221204610164785,0.0971283640796032,0.8275965776417822
ENSG00000008952,unsteered,2.0,61.74174174174175,27.147147147147148,56.38554216867469,309.2,6.157925007870487,25.745978114350457,0.1928257411081513,0.2069183156750269,0.0991301761412647,0.1082049674717523,1.12142154231378
ENSG00000010292,add_a0.5,2.0,46.96696696696697,35.1951951951952,53.373493975903614,300.8,8.40450000796987,25.934517546908587,0.2444439000210264,0.2556828984726578,0.1096483402429868,0.1161456742592104,1.178523646337911
ENSG00000010292,add_a1.0,2.0,57.23723723723724,42.22222222222222,40.18072289156627,305.0,9.665264610179346,22.27249954062407,0.3020290476591625,0.2556177211030356,0.1260481891023059,0.0997195682484403,0.8165605293551852
ENSG00000010292,add_a2.0,2.0,73.81381381381382,58.798798798798806,80.72289156626506,311.4,7.325577603027812,26.519538997330663,0.2137209977246998,0.2556935896996398,0.0954267436426363,0.1187794080106916,1.3316354104646544
ENSG00000010292,add_a3.0,2.0,78.25825825825825,57.47747747747748,87.7710843373494,311.0,7.215543595592711,30.27312175317704,0.1932915530627714,0.2575270319194944,0.0933279443749652,0.1359004512176027,1.5205142518887798
ENSG00000010292,add_a4.0,2.0,84.02402402402403,63.54354354354355,93.3132530120482,311.0,6.6124323077890965,31.97169616942228,0.1704250543387677,0.2563139630673919,0.086045559835765,0.1433023340678991,1.8273608498459004
ENSG00000010292,add_gc_removed_a1.0,2.0,52.13213213213213,33.453453453453456,38.55421686746988,302.2,10.045221704605314,21.25196310258016,0.3212348435369634,0.2566260640962131,0.1304332677312269,0.0952821376323855,0.7540535707461409
ENSG00000010292,add_own,2.0,50.71077101197583,37.77777777777778,56.08433734939759,302.6,8.132851936906228,23.25982328022454,0.2647697061316109,0.2577124114950266,0.1052213255639158,0.1044131572224975,0.997960652713384
ENSG00000010292,random_a1.0,2.0,47.627627627627625,35.97597597597598,40.5421686746988,303.8,8.239435957214216,21.582175500947287,0.2774683166296069,0.2571787347719955,0.1068387026278239,0.0968545981275703,0.9245486146322032
ENSG00000010292,unsteered,2.0,45.34534534534534,37.23723723723724,39.27710843373494,298.8,8.898389084978046,21.122016902128543,0.2984088840976988,0.2583536215657611,0.1147286670618937,0.0948958765719107,0.8775556279634508
ENSG00000012171,add_a0.5,2.0,74.65465465465465,55.01501501501501,84.27710843373494,309.8,6.594584590473647,28.8604713270248,0.1854984806386675,0.2322036173643647,0.0945806098026996,0.1252929471772919,1.3660850735409205
ENSG00000012171,add_a1.0,2.0,75.97597597597597,54.97268352690039,79.03614457831324,307.2,5.471126072148143,27.317778654247327,0.1680253660194571,0.2339608480599943,0.0779925579055757,0.1188807940455572,1.6218812508060676
ENSG00000012171,add_a2.0,2.0,88.16816816816817,69.72972972972973,91.02409638554217,316.2,6.254179542511997,25.563925931570324,0.1967962009724383,0.2311403849841485,0.0901094837322717,0.1108233690942741,1.290165955550672
ENSG00000012171,add_a3.0,2.0,88.52852852852854,77.83783783783784,90.90361445783132,310.4,6.060259405268694,26.806335901416546,0.1836569289972196,0.2328049965969781,0.0868302911502035,0.1164640411111961,1.3732768278976786
ENSG00000012171,add_a4.0,2.0,85.46546546546547,79.63963963963964,92.289156626506,316.6,8.08424458455272,27.225527170780985,0.2290100390520125,0.232966416334945,0.1156722398356772,0.1183179550523493,1.0301732035977147
ENSG00000012171,add_gc_removed_a1.0,2.0,60.84084084084084,51.59159159159159,71.92771084337349,307.8,5.0711272438513895,26.3075409151508,0.162894801827386,0.2329089951056039,0.072526650667518,0.1143296453364025,1.612836633275053
ENSG00000012171,add_own,2.0,80.54054054054055,62.34234234234234,82.04819277108433,313.6,6.44043897403683,28.44630853818734,0.1842428543899132,0.2333487457787292,0.092077552272197,0.1236765286034193,1.3830108531206702
ENSG00000012171,random_a1.0,2.0,75.91591591591592,57.65765765765766,93.25301204819276,308.6,7.338879494838286,27.239446066239072,0.2110596275594281,0.2324569754273491,0.1051996898436827,0.1183009175573144,1.1661331728141566
ENSG00000012171,unsteered,2.0,69.12912912912913,60.0,82.40963855421687,309.4,6.062672227902461,27.73846918548617,0.1773503333806213,0.2307653096340972,0.0876168374129515,0.1202061872755529,1.4797305917067134
ENSG00000012232,add_a0.5,2.0,76.87687687687688,55.07507507507508,93.79518072289156,317.0,7.515691546238019,30.976641507415145,0.1952286575445959,0.2693384474837572,0.0930116931581921,0.1413170166212822,1.5928180981099218
ENSG00000012232,add_a1.0,2.0,68.64864864864865,47.50750750750751,97.7710843373494,316.4,9.127180750525724,24.805896285344364,0.2631862951630394,0.2685124878325918,0.1133062450457936,0.1130497523101558,1.2003378610563138
ENSG00000012232,add_a2.0,2.0,73.49849849849849,48.22822822822823,95.42168674698796,316.2,8.584955583657292,28.63065604437067,0.2378545059355088,0.268900017787655,0.106539766918367,0.1305701436470757,1.3551045643219894
ENSG00000012232,add_a3.0,2.0,78.43843843843844,66.72672672672672,90.72289156626506,316.8,8.39670093406682,30.061192028444168,0.2197571782630207,0.2699144367551858,0.1036755008514079,0.1372724566761099,1.319434220997214
ENSG00000012232,add_a4.0,2.0,83.84384384384384,73.45345345345345,91.144578313253,316.0,7.283330817579468,32.96806821778591,0.1801103918179048,0.270609050321419,0.0897138402772695,0.1506655161250716,1.7530044676253804
ENSG00000012232,add_gc_removed_a1.0,2.0,57.297297297297305,38.55855855855856,87.04819277108433,317.4,10.536603316935562,22.50850294009636,0.3298997590205716,0.2698862915774067,0.1302519790686682,0.1028130636679549,0.867137752290847
ENSG00000012232,add_own,2.0,70.33033033033033,45.88588588588589,98.49397590361446,318.2,8.339549676100276,26.16490176598477,0.2504562318568313,0.2687906550229787,0.1033735992761571,0.1192573436554849,1.2013190517511392
ENSG00000012232,random_a1.0,2.0,67.56756756756758,48.19693187163067,80.48192771084338,317.8,8.35842310384243,27.114559644244338,0.2396145577704693,0.2695707918064261,0.1033593527483767,0.1237619690719728,1.3059149223350783
ENSG00000012232,unsteered,2.0,69.9099099099099,53.93393393393394,92.83132530120484,319.4,9.058100909795842,24.12160102997396,0.2845884439891099,0.2689787291137483,0.1122523102689694,0.1099914295631125,1.056003665559896
ENSG00000014138,add_a0.5,2.0,55.01501501501501,42.16216216216216,41.14457831325301,297.0,6.535061774427698,23.429362697415904,0.2177177128428238,0.2437829307807644,0.0893894971225209,0.1032776199397295,1.1988557829624384
ENSG00000014138,add_a1.0,2.0,53.03303303303303,41.2012012012012,50.72289156626506,298.4,7.54186957531501,23.937487818592395,0.2388845032864864,0.2428007558469574,0.1035391364649457,0.1053795250807848,1.0643078506624208
ENSG00000014138,add_a2.0,2.0,72.25225225225225,47.44744744744745,88.3132530120482,309.8,6.6059987164657485,27.903443787774684,0.1879205731025924,0.241816842164074,0.0910696976114489,0.1226769075257535,1.490718011074398
ENSG00000014138,add_a3.0,2.0,77.53753753753753,60.24024024024025,85.78313253012047,310.6,8.176615351288001,24.38793872675756,0.2498850096352408,0.244190951806259,0.1115619217557303,0.1075621173767513,0.9847298251783266
ENSG00000014138,add_a4.0,2.0,87.14714714714714,77.89789789789789,93.3734939759036,314.0,7.968558463050762,26.451661843979583,0.2322974226522398,0.2423944034718654,0.10955768653366,0.1163811051042671,1.0853590873930936
ENSG00000014138,add_gc_removed_a1.0,2.0,52.55255255255256,30.81081081081081,44.09638554216868,297.0,7.820504199241741,23.448146014591195,0.2487269578897538,0.242259720637351,0.1077041718703515,0.103125691328823,0.9829792223285544
ENSG00000014138,add_own,2.0,73.09309309309309,49.42942942942943,65.0,305.4,8.30562910659998,26.982993917076698,0.2309160988869843,0.2438478361000081,0.1136057814517815,0.1189475007162873,1.1293684881932429
ENSG00000014138,random_a1.0,2.0,61.38138138138138,31.95195195195195,41.50602409638554,296.6,7.348574110034255,23.66809031747423,0.2394957181109205,0.2441761777639522,0.1002834322099981,0.1043742389630207,1.0677112685944363
ENSG00000014138,unsteered,2.0,52.1921921921922,37.8978978978979,42.46987951807229,299.2,7.710505868400605,23.688521517468885,0.2446143228174025,0.2433131547897634,0.1056260246552701,0.1043431249489911,1.0011896523925907
ENSG00000020426,add_a0.5,2.0,57.57142857142858,29.74910394265233,54.05017921146954,279.0,39.426523297491045,6.881720430107526,0.8509179463152167,0.222620469932298,0.5903398926654736,0.0295081967213114,0.0502923420917029
ENSG00000020426,add_a1.0,2.0,61.0,32.473118279569896,80.3584229390681,273.2,26.27536255130595,15.000436670778589,0.6185288955835255,0.222308506883926,0.3941447652715403,0.064305320247912,0.2478617814363896
ENSG00000020426,add_a2.0,2.0,71.5,49.60573476702509,95.84229390681004,266.6,12.789697384044263,20.68806640951238,0.3792764640225176,0.2225512137330423,0.1912853903301921,0.0886824091940318,0.549488719955724
ENSG00000020426,add_a3.0,2.0,77.92857142857142,61.29032258064516,92.831541218638,265.0,9.900010776233112,22.84007755315012,0.2984515786323015,0.2226440476440477,0.1481647815167913,0.0979357846504301,0.7901311732605645
ENSG00000020426,add_a4.0,2.0,80.5,66.66666666666666,94.40860215053765,263.4,6.976166702025617,25.6150489241368,0.2158666713455576,0.2238324338467304,0.1038610181097933,0.1100253651916139,1.1315808055406138
ENSG00000020426,add_gc_removed_a1.0,2.0,51.42857142857142,29.390681003584227,48.45878136200717,269.6,30.55614801299361,11.872751915578425,0.6944508174927192,0.2228253338984727,0.4573448868945807,0.0509230223229223,0.1571245216024452
ENSG00000020426,add_own,2.0,69.57142857142857,38.63799283154122,89.6774193548387,268.8,17.964079381653203,18.70824667770799,0.4860346415586665,0.2213058158907932,0.2704736824986772,0.0800741227191663,0.3387800750349082
ENSG00000020426,random_a1.0,2.0,56.21428571428571,28.81720430107527,43.01075268817205,278.8,39.01884943657977,7.103736365746113,0.8436805299963195,0.222700692492601,0.5840671706388131,0.0304644808743169,0.0539844290244085
ENSG00000020426,unsteered,2.0,57.78571428571429,29.390681003584227,49.749103942652326,278.6,39.39935043929454,7.109713649832434,0.8450752502686045,0.2224605957613218,0.590268077521536,0.0304778604022308,0.0532237763893546
ENSG00000020922,add_a0.5,2.0,47.98798798798799,28.76876876876877,18.614457831325304,298.0,8.66797584512336,26.64178705927361,0.2430698718987329,0.2067007034282591,0.1399880695524194,0.1119337008158412,0.8559659344550947
ENSG00000020922,add_a1.0,2.0,51.291291291291294,29.72972972972973,22.53012048192771,300.6,8.80291139281685,26.948046829728327,0.2424728075502069,0.2070554696330968,0.1418710963566657,0.1132860398201966,0.8638490871667358
ENSG00000020922,add_a2.0,2.0,60.0,34.77477477477477,56.98795180722893,303.0,8.371783582570405,27.134456035978666,0.2380465449392188,0.2081361575634296,0.134013056235371,0.114213637329008,0.8766521226100842
ENSG00000020922,add_a3.0,2.0,69.30930930930931,44.50450450450451,66.26506024096386,309.0,8.474325150678817,22.98920568581276,0.2701304457030032,0.2071144899068633,0.1364437092852279,0.0966530370934446,0.7375263461293426
ENSG00000020922,add_a4.0,2.0,74.65465465465465,53.09309309309309,86.62650602409639,312.8,8.50840384642007,20.65301590708463,0.2912666223464351,0.2071462808640867,0.1369136733601128,0.0868258417196042,0.6609258127467823
ENSG00000020922,add_gc_removed_a1.0,2.0,41.38138138138138,25.765765765765764,7.168674698795181,295.4,7.630962401858324,26.54306871130048,0.2226971731260059,0.2082386458057053,0.1222679485161856,0.1117510178941389,0.9940520691870932
ENSG00000020922,add_own,2.0,47.86786786786787,26.066066066066064,13.313253012048191,296.0,7.760462787951229,25.77896900361584,0.2311149076384364,0.2074376337947502,0.1247849876847199,0.1084213714571705,0.8827790581414483
ENSG00000020922,random_a1.0,2.0,46.00600600600601,31.05105105105105,10.662650602409638,296.4,7.562840656315062,26.63097643576716,0.2214277168950231,0.2067969632516352,0.1219614342300702,0.1119254781489716,0.9227581006423756
ENSG00000020922,unsteered,2.0,45.825825825825824,26.186186186186188,12.289156626506024,298.8,8.903240586802031,25.99644572791064,0.2543629923191002,0.2083578655310534,0.142411750218044,0.1094519615334617,0.7769951111001063
ENSG00000021776,add_a0.5,2.0,59.51951951951952,36.6966966966967,68.07228915662651,312.2,13.487014128769776,20.182324199434746,0.3852795234032527,0.2221462469674677,0.2022323427259506,0.0864817701762382,0.6821191257020768
ENSG00000021776,add_a1.0,2.0,62.70270270270271,42.02521798907341,82.16867469879517,308.2,7.945266016111189,28.003511294535407,0.2213884110673662,0.2238243090540716,0.1182314941076695,0.120248930144841,1.089598640752773
ENSG00000021776,add_a2.0,2.0,66.96696696696696,44.86486486486486,91.92771084337348,315.4,10.12384114823671,23.814321631749976,0.2988613915072569,0.2238438685986695,0.1507367366904796,0.1022789249708662,0.9037101499010648
ENSG00000021776,add_a3.0,2.0,72.43243243243242,58.55855855855856,86.26506024096386,312.8,6.403256481851708,28.213229288621694,0.1816851909102548,0.2234440571924019,0.0953913796049523,0.121128971067238,1.43499662209888
ENSG00000021776,add_a4.0,2.0,81.56156156156156,67.14714714714714,89.33734939759037,313.4,6.253221749385817,29.933504694372715,0.1737963058556544,0.2227890459121995,0.0936439922596286,0.1283983532967839,1.4841002125633227
ENSG00000021776,add_gc_removed_a1.0,2.0,48.528528528528525,33.15315315315316,50.60240963855422,316.0,22.310259554465773,17.682119748745116,0.5320638067278878,0.2233517341111678,0.3332727489469244,0.0759060799673721,0.3241181527493488
ENSG00000021776,add_own,2.0,62.22222222222221,40.9009009009009,77.7710843373494,316.0,10.91428741497277,24.426633092731247,0.3107718302405339,0.2222371966151293,0.1638389495212013,0.1046966342773672,0.6851492154967512
ENSG00000021776,random_a1.0,2.0,50.330330330330334,29.849849849849853,37.04819277108434,317.8,26.89105079529128,14.451162299437396,0.5926455893832944,0.2218567897139886,0.4029457518140592,0.0618717589862094,0.3403834692930749
ENSG00000021776,unsteered,2.0,43.78378378378379,35.82799667137017,45.42168674698795,300.0,11.790012530676387,21.53858736767421,0.3516632921827781,0.2234874141067437,0.1761019884837243,0.0924692257074762,0.5537190811042852
ENSG00000022567,add_a0.5,2.0,73.51351351351352,53.63363363363364,79.63855421686746,309.0,5.696026194739465,27.585335115895937,0.1720127591706539,0.2368929695305034,0.080139599171368,0.1204746044606645,1.5131403703629211
ENSG00000022567,add_a1.0,2.0,73.93393393393393,61.08108108108108,73.07228915662651,308.0,8.1848684798496,27.300528775795364,0.2305100426768927,0.2368846021868973,0.1151820523447777,0.1192682640421001,1.0915338922122633
ENSG00000022567,add_a2.0,2.0,83.78378378378378,63.12312312312313,83.79518072289156,311.8,5.775036432126683,27.384277571297947,0.1742721953946994,0.2370412807243082,0.0812513834742739,0.1196427353615431,1.4861664592331023
ENSG00000022567,add_a3.0,2.0,81.74174174174173,69.24924924924925,90.24096385542168,312.0,5.890293327556055,27.921563940946392,0.1752313340102297,0.2361277536766668,0.0831789619680233,0.121863496228429,1.5916051360759147
ENSG00000022567,add_a4.0,2.0,88.34834834834835,78.13813813813815,93.01204819277108,315.0,6.046676743433527,26.80837424000763,0.1833975434858748,0.2374809669265467,0.084800347267014,0.117193786413616,1.4501358191836788
ENSG00000022567,add_gc_removed_a1.0,2.0,58.01801801801802,49.969969969969966,73.79518072289156,307.2,7.883153451674727,28.09346818558217,0.2208265713289294,0.2359740667048692,0.1113556160023464,0.1225758141829145,1.129323426161978
ENSG00000022567,add_own,2.0,64.68468468468468,42.34234234234234,80.24096385542168,307.8,6.771787658329844,25.209157540714635,0.2126191882882785,0.2368216785846342,0.0952744490109775,0.1101107980122901,1.1801049476062733
ENSG00000022567,random_a1.0,2.0,65.44086254929628,49.609609609609606,75.66265060240964,309.2,6.798970874838799,25.57635289328105,0.2089587005317787,0.2363035843359269,0.0958848473932552,0.1116338426774627,1.2016367516034954
ENSG00000022567,unsteered,2.0,70.63063063063063,45.825825825825824,80.0,309.0,6.741242135505592,28.750205178277906,0.1891318146656486,0.2345200778913755,0.0958056401861593,0.125199495781098,1.331891023921073
ENSG00000023318,add_a0.5,2.0,52.1921921921922,49.30930930930931,47.53012048192771,302.6,6.52902012902013,25.468867268867267,0.2053313553578465,0.2038409338409342,0.1067558181748452,0.1066110018782469,1.017426272974158
ENSG00000023318,add_a1.0,2.0,55.43543543543544,59.03903903903904,53.73493975903614,304.8,6.420423272327119,23.64371027306071,0.2189601326249957,0.2033431720016406,0.105279907023677,0.0989336880066016,0.9567558688302654
ENSG00000023318,add_a2.0,2.0,79.81981981981981,76.45645645645645,79.87951807228916,315.6,7.547093720759969,18.46670312058843,0.2932892741744054,0.2048309308549834,0.1227889437928343,0.0773988257993626,0.6453203646550314
ENSG00000023318,add_a3.0,2.0,71.77177177177177,69.72972972972973,70.90361445783132,312.6,6.5855807822991945,21.63068798218954,0.2337444869858132,0.2034568706284936,0.1079423142405996,0.0905223690001669,0.8662021345294451
ENSG00000023318,add_a4.0,2.0,84.14414414414415,81.62162162162163,83.13253012048193,314.4,7.261261431532871,20.24400155552528,0.2623611762989764,0.203773573383831,0.1187588921274926,0.0847408610035146,0.734862548909401
ENSG00000023318,add_gc_removed_a1.0,2.0,47.627627627627625,48.40840840840841,47.28915662650603,298.4,6.180420530240635,26.734430628140803,0.1870247525408591,0.204049925304134,0.1009838185900744,0.1119626299455022,1.1883514091097631
ENSG00000023318,add_own,2.0,59.93993993993994,68.22822822822823,65.18072289156626,305.2,8.146834574369782,23.34902942702531,0.2575648538166218,0.2021916499245166,0.1343469579607009,0.0975532089028725,0.7380075548048114
ENSG00000023318,random_a1.0,2.0,47.44744744744745,52.67267267267268,56.86746987951807,305.2,5.889358641919002,25.07978905087306,0.190750829704318,0.2030941772322775,0.096762664295644,0.104908445486168,1.169563732977127
ENSG00000023318,unsteered,2.0,39.6996996996997,42.4024024024024,41.74698795180723,297.8,5.105015240128493,26.167001003430137,0.1660643262106617,0.2034593703892063,0.083616301386787,0.109513398441294,1.3852972963898444
ENSG00000023516,add_a0.5,2.0,52.01201201201201,43.06306306306307,50.90361445783133,301.6,7.1706134122367775,27.30962913077355,0.206098939538527,0.2271013691904587,0.1051506956849715,0.1177955664964098,1.2032184579380547
