gene,condition,site_set,n_samples,n_sites,n_voting_species,A_cov,A_all,L,C,K,excess,A_null,A_M,C_M,frac_M_eq_P,gc_up_A,gc_down_A,gc_neutral_A,gc_up_n,gc_down_n,gc_neutral_n
ENSG00000003393,add_a3.0,platy_not_human,5,360.0,21,60.03932679533783,58.5,89.44446971151741,67.119585959028,97.44444444444444,16.818410146391198,43.22091664894664,14.419545964808876,16.164469057049082,8.499376104351288,63.771719854225,21.43874643874644,60.61471987976957,266.6,26.8,57.4
ENSG00000003393,add_a3.0,private,5,85.0,21,58.02294997514902,56.23529411764706,86.43792877018463,67.18693461993045,96.94117647058825,14.10405894014039,43.91889103500863,13.734342065642878,16.11442759477304,0.0,60.44708159025584,12.857142857142858,64.86666666666667,51.6,6.4,24.4
ENSG00000003393,add_a3.0,shared_not_private,5,275.0,21,60.656192174960765,59.2,90.36844676880078,67.12935738457195,97.6,16.71318866781811,43.943003507142656,14.634622322565798,16.231625555202722,11.162445344356064,64.5689717024224,24.105263157894736,57.525623885918,215.0,20.4,33.0
ENSG00000003393,add_a3.0_L24,platy_not_human,5,360.0,21,37.53160575428545,36.61111111111112,78.78060480611083,47.44234592228667,97.61111111111111,9.325333645621878,28.206272108663576,23.246586793989888,29.729500977213924,8.611725211919717,37.64029473956189,39.61741961741962,36.03059372569355,267.4,26.8,57.2
ENSG00000003393,add_a3.0_L24,private,5,85.0,21,39.05778607739392,38.11764705882352,81.25251582114326,47.9841139252904,97.64705882352942,8.128914637113237,30.92887144028068,19.008462421113023,23.615746518244897,0.0,41.17321494635591,44.761904761904766,33.06666666666667,52.0,6.8,24.2
ENSG00000003393,add_a3.0_L24,shared_not_private,5,275.0,21,37.05356096569663,36.14545454545454,78.02682707306039,47.27331865179039,97.6,9.107126387620928,27.946434578075703,24.58933254847652,31.89830160484808,11.33342049684462,36.77055611370933,38.21804511278195,38.123885918003566,215.4,20.0,33.0
ENSG00000003393,add_a4.0,platy_not_human,5,360.0,21,59.21777628512896,57.44444444444444,89.10145715663272,66.47117587496109,97.0,16.303219827729084,42.91455645739988,13.346666887004796,15.060708014817914,8.489282523009514,62.46673657422431,28.42889702889703,58.3758662904641,267.0,26.8,55.4
ENSG00000003393,add_a4.0,private,5,85.0,21,60.42330296796944,57.882352941176464,87.45327652071703,69.07643101478718,95.76470588235294,16.094185043121392,44.32911792484804,13.20934292324639,15.25233401933672,0.0,63.261538461538464,33.333333333333336,62.35507246376811,51.2,6.8,23.4
ENSG00000003393,add_a4.0,shared_not_private,5,275.0,21,58.84905971856874,57.30909090909091,89.60550677946677,65.67979303725762,97.38181818181818,15.51612174931136,43.33293796925737,13.39499274651987,15.023829194089805,11.126150910577625,62.27272488610242,26.95989974937344,55.50618135817376,215.8,20.0,32.0
ENSG00000003393,add_a4.0_L24,platy_not_human,5,360.0,21,49.70227454110136,48.66666666666666,83.74980047885076,59.17594880471023,97.88888888888889,13.498211487996535,36.20406305310482,20.35034340414932,24.647517093792203,8.645018563989419,51.48151718207063,38.41269841269841,46.87850543951932,267.2,27.2,58.0
ENSG00000003393,add_a4.0_L24,private,5,85.0,21,46.22978187258839,45.17647058823529,81.17682057204854,56.9677930078062,97.64705882352942,10.70741575047633,35.52236612211207,18.820847851335657,23.307545122068998,0.0,48.38797347676371,41.90476190476191,43.1,51.6,6.8,24.6
ENSG00000003393,add_a4.0_L24,shared_not_private,5,275.0,21,50.78332905248735,49.74545454545454,84.54594710128185,59.87787188879766,97.96363636363635,13.636426738756422,37.146902313730926,20.83050120481329,25.07935791604621,11.36721625022708,52.21731591833624,37.23809523809524,49.73262032085562,215.6,20.4,33.4
ENSG00000003393,add_cone_removed_a1.0,platy_not_human,5,360.0,21,48.86105868944146,47.44444444444444,83.90077900422435,57.93877045990653,97.0,11.82056454475052,37.04049414469095,17.948969004697357,21.899073057034293,8.53697185444131,50.02225512675521,35.6920634920635,49.78116769262299,264.8,27.0,57.4
ENSG00000003393,add_cone_removed_a1.0,private,5,85.0,21,51.41291446977895,50.11764705882353,82.68293253022414,61.89431005090019,97.64705882352942,13.496546779277104,37.91636769050184,18.000663383952638,22.09716199961982,0.0,49.42380261248186,58.57142857142858,53.77391304347826,52.0,6.8,24.2
ENSG00000003393,add_cone_removed_a1.0,shared_not_private,5,275.0,21,48.07218418186073,46.61818181818182,84.26559780117961,56.78447285129251,96.8,10.712216948916907,37.35996723294382,17.932380288072025,21.907082473565666,11.255167571885432,50.18861118178034,27.93650793650794,46.868495198665975,212.8,20.2,33.2
ENSG00000003393,add_gc_removed_a1.0,platy_not_human,5,360.0,21,36.24323542235557,35.22222222222222,76.61883099691863,47.263686002828685,97.16666666666666,11.464326493230756,24.77890892912481,25.76041072412604,33.557358211001755,8.588009093140034,34.46256498487837,56.44550264550264,34.932787843366455,264.6,26.8,58.4
ENSG00000003393,add_gc_removed_a1.0,private,5,85.0,21,37.15005461485212,36.47058823529412,78.14152037541434,47.67085559664916,98.11764705882352,10.708075128967485,26.441979485884627,22.62106886702832,29.21062929537506,0.0,34.31002589715131,47.142857142857146,40.33333333333333,51.8,6.8,24.8
ENSG00000003393,add_gc_removed_a1.0,shared_not_private,5,275.0,21,35.951002160903634,34.83636363636364,76.12557363304381,47.18624110697009,96.87272727272727,11.138283670687452,24.812718490216188,26.78460471148916,35.24817104325382,11.33532410339939,34.49154043759412,59.42857142857142,30.819964349376114,212.8,20.0,33.6
ENSG00000003393,add_gc_removed_a1.0_L24,platy_not_human,5,360.0,21,30.490512725828303,29.833333333333336,73.40023885892484,41.1099910585681,98.05555555555556,8.049501478109807,22.441011247718496,27.24762701952388,37.30941667895228,8.507942793012942,27.12970051250617,56.164021164021165,33.6485280999108,267.0,27.8,58.2
ENSG00000003393,add_gc_removed_a1.0_L24,private,5,85.0,21,35.00710753713007,34.11764705882353,76.43984380356555,46.19883102803437,97.64705882352942,9.506114784248826,25.50099275288124,22.862382035562565,30.40368948937809,0.0,30.49128318961837,60.0,37.36666666666667,51.4,7.0,24.6
ENSG00000003393,add_gc_removed_a1.0_L24,shared_not_private,5,275.0,21,29.102498302443983,28.50909090909091,72.48197978909705,39.58669860645315,98.18181818181816,6.809875093896721,22.292623208547266,28.610772491227625,39.87410499168618,11.178224903271714,26.33317738326804,54.90476190476191,30.926916221033867,215.6,20.8,33.6
ENSG00000003393,add_own,platy_not_human,5,360.0,21,54.07410450077466,52.66666666666666,85.68374566866223,63.11058924467769,97.38888888888889,15.861047776422964,38.21305672435169,16.729224946195945,19.561502716302947,8.509612799458292,57.43256090217386,33.22694342694343,47.88805847862933,267.4,26.4,56.8
ENSG00000003393,add_own,private,5,85.0,21,50.98765432098766,49.88235294117647,83.56781623849898,60.74036357786358,97.64705882352942,12.697418547963585,38.29023577302407,16.651263590949164,20.538636994860937,0.0,55.093058994279865,29.047619047619047,48.04927536231884,52.2,6.8,24.0
ENSG00000003393,add_own,shared_not_private,5,275.0,21,54.98299057298179,53.52727272727272,86.32587064676616,63.70570574659789,97.30909090909093,16.322187089269185,38.660803483712606,16.782712895797268,19.488961548056885,11.20558163704971,57.95375033281086,34.62406015037594,47.58288770053476,215.2,19.6,32.8
ENSG00000003393,add_own_L24,platy_not_human,5,360.0,21,36.37686155092363,35.27777777777778,76.34845906597914,46.14165608955919,97.38888888888889,9.921808092112238,26.455053458811385,24.646997813719576,33.32302283205153,8.68600503414283,36.84473858716166,37.24867724867725,33.90669470285884,266.2,27.4,57.0
ENSG00000003393,add_own_L24,private,5,85.0,21,35.93318302930928,35.05882352941176,76.99713055954089,45.50961293608352,97.88235294117648,10.07320113726234,25.859981892046942,23.746453229702684,32.11044778334556,0.0,36.05353595719855,42.85714285714285,33.7231884057971,51.8,7.0,24.4
ENSG00000003393,add_own_L24,shared_not_private,5,275.0,21,36.5043480862157,35.345454545454544,76.1409880332923,46.32387228024254,97.23636363636363,9.732018373111051,26.772329713104646,24.924616856887774,33.70038731912899,11.44716110851569,37.02018959428456,35.33333333333333,33.97878212868725,214.4,20.4,32.6
ENSG00000003393,cross_gene_a1.0,platy_not_human,5,360.0,21,50.27949002149577,49.11111111111111,84.25264203222447,59.64584384413418,97.7222222222222,13.733328919983132,36.54616110151264,18.894962427953168,22.611035505398352,8.654617691761722,50.39980767585383,41.93121693121693,53.690406612674295,266.4,27.6,57.8
ENSG00000003393,cross_gene_a1.0,private,5,85.0,21,51.21933357533434,50.352941176470594,80.8868044426116,63.32677269480148,98.35294117647058,14.20694989659476,37.01238367873957,19.34704102252344,24.018404475529813,0.0,51.998064828253504,40.0,52.69565217391305,52.0,7.0,24.6
ENSG00000003393,cross_gene_a1.0,shared_not_private,5,275.0,21,49.98048243377858,48.72727272727273,85.30385977517597,58.57504261738208,97.52727272727272,12.888013571436602,37.09246886234198,18.748546086507,22.26114777994973,11.410440452181266,50.02139627955849,42.61904761904762,54.260249554367206,214.4,20.6,33.2
ENSG00000003393,panel_other_k5,platy_not_human,5,360.0,21,42.78167687299593,41.44444444444444,79.68233082810522,53.53275800341892,96.94444444444444,13.03629025635291,29.74538661664302,22.434401283607748,28.390816735330407,8.66211551022371,42.45491220370848,46.26984126984127,42.52984734563682,265.0,27.6,56.4
ENSG00000003393,panel_other_k5,private,5,85.0,21,38.450967374466245,37.17647058823529,78.3681428514419,49.55067121866723,96.70588235294116,9.820530584097188,28.63043679036906,21.416290274013853,28.674317057274425,0.0,33.64645550527904,60.0,42.30144927536232,51.0,7.0,24.2
ENSG00000003393,panel_other_k5,shared_not_private,5,275.0,21,44.1264725024583,42.763636363636365,80.10370609937007,54.93612761990615,97.01818181818182,13.287367804793854,30.839104697664443,22.742720145791047,28.969675673164044,11.386240449881544,44.54894106823806,41.71428571428572,42.77981427174976,214.0,20.6,32.2
ENSG00000003393,panel_same_k5,platy_not_human,5,360.0,21,53.50793717954356,51.833333333333336,87.03090356277858,61.471175446409255,96.88888888888889,14.03129585512048,39.476641324423085,15.255321020232248,17.59695924665086,8.677986164322803,57.04372224312324,28.941147741147745,48.801995158450296,265.0,26.8,57.0
ENSG00000003393,panel_same_k5,private,5,85.0,21,56.90476190476191,55.05882352941177,86.3668430335097,65.70851040645091,96.7058823529412,15.883607999105072,41.02115390565683,14.801204819277109,17.284398976982096,0.0,62.295625942684765,34.28571428571429,52.13768115942029,51.0,7.0,24.2
ENSG00000003393,panel_same_k5,shared_not_private,5,275.0,21,52.45016048396049,50.83636363636364,87.2377860209971,60.14737820393178,96.94545454545454,13.112113299432718,39.33804718452776,15.398979178870484,17.718672939261175,11.41317897364093,55.787265358891695,27.04093567251462,46.30793226381461,214.0,19.8,32.8
ENSG00000003393,random_a0.5,platy_not_human,5,360.0,21,40.055248653286114,38.66666666666667,76.86475670561308,51.92501842960196,96.61111111111111,12.886774941138396,27.168473712147723,25.596802258235336,33.60993383039551,8.522211703369502,36.60989833950425,68.14814814814815,42.75060712970215,264.2,27.0,56.6
ENSG00000003393,random_a0.5,private,5,85.0,21,39.97588908981314,39.05882352941177,79.0295358649789,50.67689414475468,97.64705882352942,11.834710973737334,28.141178116075803,20.51899907321594,26.14927463026076,0.0,35.99931699820712,65.71428571428571,41.13809523809523,52.2,7.0,23.8
ENSG00000003393,random_a0.5,shared_not_private,5,275.0,21,40.081443306764754,38.54545454545455,76.18617538366095,52.2618134536376,96.2909090909091,12.49878204265477,27.582661264109987,27.231897635933517,36.26768050458112,11.253796890981032,36.75850070666239,69.0,43.81824650681387,212.0,20.0,32.8
ENSG00000003393,random_a1.0,platy_not_human,5,360.0,21,42.53309789119731,41.16666666666667,79.74920106611246,53.02578801436367,96.94444444444444,13.240254514818044,29.292843376379267,23.260490575965147,29.52416888019893,8.667561768776814,39.65006449579285,66.49165649165649,44.46504191513266,264.4,27.4,57.2
ENSG00000003393,random_a1.0,private,5,85.0,21,42.83971787036557,41.64705882352941,78.93098553947978,54.226604313560834,97.17647058823528,11.626306871917928,31.21341099844764,19.354594141179508,24.59276018099548,0.0,41.22588576795015,59.52380952380952,41.73333333333333,51.4,6.8,24.4
ENSG00000003393,random_a1.0,shared_not_private,5,275.0,21,42.45229695445884,41.018181818181816,80.01333180287759,52.650926440769766,96.87272727272727,12.717811774318315,29.734485180140524,24.488140428833347,31.122870544246904,11.414322848458864,39.2908100629965,69.0,46.58616525789201,213.0,20.6,32.8
ENSG00000003393,random_a1.0_L24,platy_not_human,5,360.0,21,44.08021410966627,42.55555555555556,80.1724264078957,54.92433469394557,96.55555555555556,13.465122517250284,30.61509159241598,22.486148394501782,28.04380704549617,8.47583378433689,43.430252569714376,46.31868131868132,46.023495591430624,263.0,27.2,57.4
ENSG00000003393,random_a1.0_L24,private,5,85.0,21,46.34877948424819,44.0,82.38139997665907,56.4889738398778,95.05882352941175,13.39898555703059,32.9497939272176,17.83701009524715,21.882886297504744,0.0,46.82948717948718,37.142857142857146,48.084848484848486,50.0,7.0,23.8
ENSG00000003393,random_a1.0_L24,shared_not_private,5,275.0,21,43.38500047945434,42.10909090909091,79.4979827858539,54.40530050744833,97.01818181818182,12.710674684465085,30.67432579498925,23.926774077786355,30.110918650671785,11.099068612178469,42.60661861866977,49.62406015037594,44.616755793226375,213.0,20.2,33.6
ENSG00000003393,random_a2.0,platy_not_human,5,360.0,21,42.265609346684855,41.05555555555556,80.03997199037113,52.27171723365738,97.2777777777778,12.113413428656452,30.152195918028404,21.123178323633933,26.79354031015031,8.519765345459545,41.84579517296129,50.07619047619048,40.61367621274108,264.8,26.8,58.6
ENSG00000003393,random_a2.0,private,5,85.0,21,44.44613543330938,43.52941176470589,80.11255022138153,55.17910131064461,98.11764705882352,12.079999294818478,32.3661361384909,19.89921487472668,25.10240187998935,0.0,41.386066763425255,61.90476190476191,46.4,51.8,6.6,25.0
ENSG00000003393,random_a2.0,shared_not_private,5,275.0,21,41.58467142704088,40.29090909090909,80.01607746806607,51.35905787085032,97.01818181818182,11.198612425138132,30.386059001902737,21.515063676443923,27.46394151185461,11.241607143734203,41.95933575233305,46.36842105263158,36.2210338680927,213.0,20.2,33.6
ENSG00000003393,unsteered,platy_not_human,5,360.0,21,37.14521805377914,36.11111111111111,77.14646066288721,47.92516249918102,97.2222222222222,11.46723396092664,25.6779840928525,25.64174797605515,33.40425481382615,8.76488800324175,35.34963475912785,54.96947496947497,36.80343099127128,265.8,27.2,57.0
ENSG00000003393,unsteered,private,5,85.0,21,37.69215382630017,36.23529411764706,77.6947563126425,48.36128364389234,96.23529411764706,11.211616488367394,26.480537337932777,22.554660272595303,29.37747946303346,0.0,34.615987933635,59.52380952380952,37.84782608695652,50.8,6.8,24.2
ENSG00000003393,unsteered,shared_not_private,5,275.0,21,36.999450806502026,36.07272727272728,76.97104449187007,47.8368513215424,97.52727272727272,11.103610950188596,25.895839856313422,26.606394453774502,34.696578779564014,11.496761694042725,35.52835939291899,53.61152882205514,35.99160485308493,215.0,20.4,32.8
ENSG00000004534,add_a0.5,platy_not_human,5,174.0,19,41.34470703563288,40.0,80.87319022141685,51.180221337697866,96.7816091954023,11.47737443377544,29.867332601857434,21.73742962089346,26.96873293667814,6.649844858043845,38.82282587363342,47.26215644820296,40.89655172413793,95.4,43.6,29.4
ENSG00000004534,add_a0.5,private,5,64.0,19,39.43945002644104,37.8125,78.81544156530936,50.459743317616905,95.9375,11.420467041038169,28.018982985402868,20.84611316763617,26.72252669183616,0.0,37.03193960511034,41.66666666666667,47.77777777777778,40.6,12.0,8.8
ENSG00000004534,add_a0.5,shared_not_private,5,110.0,19,42.43856005538249,41.27272727272727,82.04849886034863,51.81183466042179,97.27272727272728,8.497437460469252,33.94112259491324,22.24903178615046,27.30490814445641,10.4641548619683,40.09321283005494,49.375,37.95238095238095,54.8,31.6,20.6
ENSG00000004534,add_a0.5_L24,platy_not_human,5,174.0,19,39.80838323353293,37.93103448275862,77.44656142260934,51.32610922572591,95.28735632183908,11.657227636491934,28.151155597041,23.99637089457449,31.209427715804065,6.875703139176193,33.84428097534768,51.17147080561715,42.37037037037037,95.0,42.2,28.6
ENSG00000004534,add_a0.5_L24,private,5,64.0,19,38.56315210730864,36.875,75.8416391763827,50.32286002057352,95.625,11.10094805338944,27.4622040539192,23.49135000377729,32.47979463699612,0.0,38.03542392566783,44.090909090909086,32.57936507936508,41.0,11.8,8.4
ENSG00000004534,add_a0.5_L24,shared_not_private,5,110.0,19,40.54603299794299,38.54545454545455,78.39778454917735,51.65884329046651,95.0909090909091,9.763244508235823,30.78278848970716,24.27295592530145,31.17635782900712,10.89539650078621,30.69101269101269,53.82397107897664,46.57393483709273,54.0,30.4,20.2
ENSG00000004534,add_a1.0,platy_not_human,5,174.0,19,45.10171908693373,43.5632183908046,82.5409840290724,54.53808815412361,96.66666666666666,13.171621518739364,31.930097568194377,18.54358714421945,22.69064279499413,6.778666483389033,47.41706514586532,43.55592469545958,39.142857142857146,96.4,42.2,29.6
ENSG00000004534,add_a1.0,private,5,64.0,19,44.30559623612521,42.8125,83.90663917744973,52.776752210318094,96.875,11.84509547825895,32.460500757866264,15.441877771702812,18.622524481490707,0.0,46.97078115682767,37.969696969696976,38.88888888888889,41.8,11.4,8.8
ENSG00000004534,add_a1.0,shared_not_private,5,110.0,19,45.62636978674715,44.0,81.75463250934949,55.66171338511764,96.54545454545456,11.399069956654373,34.227299830092775,20.331889633776427,25.152019830784955,10.72870735134886,47.915579547158494,45.60618279569893,39.333333333333336,54.6,30.8,20.8
ENSG00000004534,add_a1.0_L24,platy_not_human,5,174.0,19,42.065557112365845,40.57471264367816,78.46926945095224,53.45231659300572,96.55172413793105,12.714382821469036,29.351174290896807,23.91549886307043,30.567868918587116,7.024512891058177,39.44578539500445,49.19767441860465,39.86371100164204,96.2,42.6,29.2
ENSG00000004534,add_a1.0_L24,private,5,64.0,19,42.11981566820276,40.3125,77.20122887864822,54.41929119473876,95.9375,15.790612732548215,26.329202935654543,24.08448540706605,31.862166605772742,0.0,40.822299651567945,45.09090909090909,43.333333333333336,41.2,11.4,8.8
ENSG00000004534,add_a1.0_L24,shared_not_private,5,110.0,19,42.04775024017945,40.72727272727273,79.17899495405526,52.919918399349946,96.9090909090909,10.15816767854606,31.889582561633397,23.82965489577433,30.193940218491253,11.068365498621478,38.3970658970659,50.58333333333333,38.42606516290727,55.0,31.2,20.4
ENSG00000004534,add_a2.0,platy_not_human,5,174.0,19,49.17645023336855,47.93103448275862,84.6632470490532,58.11560672715109,97.47126436781608,14.28631127127564,34.890138962092905,17.81294284556966,21.11718470049797,7.075628507397977,66.92668320061546,14.473975636766337,40.04597701149426,98.0,42.6,29.0
ENSG00000004534,add_a2.0,private,5,64.0,19,52.85705891734448,51.5625,87.77593110221349,60.21582257530618,97.5,15.783537080539173,37.07352183680531,10.938698765245563,12.6329030122476,0.0,65.52845528455285,13.484848484848484,45.55555555555556,41.8,11.8,8.8
ENSG00000004534,add_a2.0,shared_not_private,5,110.0,19,47.009313139625256,45.81818181818182,82.83433583468852,56.77047134613071,97.45454545454544,10.69655871519142,36.31275442443384,21.830103776850383,26.425217131657785,11.194576696251886,67.92686261107313,14.864247311827956,37.85964912280701,56.2,30.8,20.2
ENSG00000004534,add_a2.0_L24,platy_not_human,5,174.0,19,43.166336377651305,41.60919540229885,80.85476460299665,53.248288844072206,96.55172413793105,13.387419729951707,29.7789166476996,21.41735059766869,26.59333481113734,7.026025536497805,39.44372852233677,49.34874635668736,46.20945083014048,96.8,42.2,29.0
ENSG00000004534,add_a2.0_L24,private,5,64.0,19,40.79877112135176,39.6875,81.6589861751152,49.79240414114364,97.1875,10.841833296134372,29.95693782521739,18.01331285202253,22.2026802173861,0.0,38.27809739891419,50.15151515151515,41.38888888888889,41.8,11.6,8.8
ENSG00000004534,add_a2.0_L24,shared_not_private,5,110.0,19,44.54628829725036,42.72727272727273,80.38661861421619,55.27887603884631,96.18181818181816,11.625275295202934,32.92101300204743,23.40634862460041,29.247755589023416,11.161673807633123,40.47282347282347,49.18247126436781,48.22222222222222,55.0,30.6,20.2
ENSG00000004534,add_a3.0,platy_not_human,5,174.0,19,45.2361908896955,44.02298850574713,83.22977464566353,54.3842163961566,97.35632183908046,10.41146004793469,34.82473084176081,17.958688469386054,21.661210947029605,6.966635216569261,61.55881261595547,12.826081084731111,36.74475460682358,98.8,42.2,28.4
ENSG00000004534,add_a3.0,private,5,64.0,19,50.67035896854776,49.6875,86.26881038419246,58.85127584280127,98.125,12.704595182043771,37.96576378650399,10.56106672794272,12.390575526168746,0.0,62.18566836831159,16.666666666666664,41.11111111111112,42.2,11.8,8.8
ENSG00000004534,add_a3.0,shared_not_private,5,110.0,19,42.04686612198515,40.72727272727273,81.42417236492355,51.69010766051913,96.9090909090909,5.610203744039379,36.436662377945765,22.330146228047838,27.49970124797589,11.068986461333491,61.115288220551385,11.225806451612902,34.77610693400167,56.6,30.4,19.6
ENSG00000004534,add_a3.0_L24,platy_not_human,5,174.0,19,48.61357936147549,46.7816091954023,84.4539270148576,57.44151081282841,96.20689655172414,15.059059752199827,33.55451960927566,17.696244647487447,21.042475583896756,7.048443156210612,51.4706053511556,42.945736434108525,47.101258894362346,96.6,42.4,28.4
ENSG00000004534,add_a3.0_L24,private,5,64.0,19,50.97857016947445,49.0625,85.06954412295502,59.8101260441686,96.25,17.865527384785274,33.11304278468917,13.95708997506988,16.79914766084979,0.0,51.75377468060394,48.63636363636364,51.38888888888889,41.4,11.6,8.6
ENSG00000004534,add_a3.0_L24,shared_not_private,5,110.0,19,47.2973395826953,45.45454545454545,84.10909974567582,56.17537706151718,96.18181818181816,11.3318916459185,35.965447936776805,19.849469381233277,23.68629802549527,11.153213672254696,51.30387503922757,41.083333333333336,45.4812030075188,55.2,30.8,19.8
ENSG00000004534,add_a4.0,platy_not_human,5,174.0,19,47.36814380959767,46.4367816091954,83.84434365978416,56.60618419588534,98.04597701149426,12.590561106638004,34.77758270295966,16.739147256103536,20.21590994873081,7.034636915307649,67.07816944959802,9.325984093425957,35.76190476190476,99.0,42.6,29.0
ENSG00000004534,add_a4.0,private,5,64.0,19,54.17975865209472,53.125,87.28377894873796,62.04226905170301,98.125,16.313201130482554,37.866557521612165,9.853629976580796,11.33631462876746,0.0,68.59357696567,8.939393939393941,43.33333333333333,42.6,11.4,8.8
