gene,aln_len_raw,aln_len_trimmed,status,n_taxa_tree,tree_len,diameter,focal_target_dist,mean_target_dist,treeness,human_branch,platypus_branch,background_rate,mean_terminal,reason
ENSG00000023318,656,391,ok,24.0,1.4730157631,0.5762295407,0.2468904624,0.2785567831130435,0.207208264939171,0.0,0.0587724836,1.4142432795,0.0486581134416666,
ENSG00000023516,2095,1892,ok,23.0,2.861920332,1.0197418481,0.8470691234,0.8815373046681817,0.2881545116679369,0.0068529381,0.4538890006,2.4011783933,0.0885758728826087,
ENSG00000034677,865,826,ok,23.0,0.5710200103999999,0.2393041788,0.1640731717,0.1774936806499999,0.1792873735340466,2.1828e-06,0.100992271,0.4700255566,0.0203757970652173,
ENSG00000036257,962,755,ok,23.0,0.0791951968,0.0301942886,0.0045286626999999,0.0056541497590909,0.0574519981494635,0.0,0.001497608,0.0776975888,0.0032454467173913,
ENSG00000040199,1461,1314,ok,23.0,0.848569534,0.2830207052,0.2108351131,0.2132076938090908,0.2632546734820672,0.0040658377,0.0894561679,0.7550475284,0.0271817234086956,
ENSG00000042286,865,372,ok,23.0,1.7340203172,0.5996973278,0.2677065933,0.3236409142090909,0.2074702044904045,0.0026601535,0.1316902768,1.5996698869,0.0597505551043478,
ENSG00000054148,195,124,ok,17.0,1.1944209019,0.6039308445,0.3302751876,0.3277764134312499,0.226155647536228,0.008329685,0.2011876026,0.9849036143,0.0543703452588235,
ENSG00000056972,691,551,ok,23.0,2.8758029299,0.9950503891,0.7670416136999999,0.8275151513,0.2073766593320557,0.0040224676,0.5457697252,2.3260107371,0.0991055880608695,
ENSG00000061938,1581,1086,ok,24.0,1.5528585512,0.6474704789,0.3441972819,0.3511959285347826,0.1298452212818648,0.0042292582,0.2246687437,1.3239605492999995,0.0563011370416666,
ENSG00000062598,917,720,ok,24.0,0.4015936945,0.2351999834,0.1288087757,0.1379924472260869,0.0465987119725556,2.3573e-06,0.1229371779,0.2786541593,0.0159533310666666,
ENSG00000064309,1372,1245,ok,24.0,2.107950319,0.6493407084,0.5706274947,0.5770272680347827,0.2204498457157424,0.0112357114,0.3707613272,1.7259532804000002,0.06846887485,
ENSG00000066827,1569,1241,ok,24.0,2.5266268812,0.9567688647,0.7908634693000001,0.8326505918086957,0.2163710327661656,0.002724003,0.5651016801,1.9588011981,0.0824974172291666,
ENSG00000067842,1577,1213,ok,24.0,0.6964837196,0.2657057711,0.0813209147,0.0992032745217391,0.1457949668347136,2.6096e-06,0.0174399364,0.6790411736,0.02478916245,
ENSG00000069849,525,277,ok,17.0,3.9866511126,2.0666979908,0.7643367532000002,0.8815604811125001,0.1880925438973162,2.769e-06,0.1785616577,3.8080866859,0.1903995154823529,
ENSG00000070061,1470,1329,ok,23.0,1.6179362478,0.5041783583999999,0.3740194896,0.3855781373636363,0.2939352168212175,0.003832024,0.1592776429,1.4548265808999998,0.0496681654782608,
ENSG00000071794,1105,1005,ok,24.0,1.2136857205,0.5150270680000001,0.3450207475,0.351578362952174,0.3615785995399292,0.0010692914,0.1071336912,1.1054827379,0.0322851223916666,
ENSG00000072201,791,725,ok,24.0,2.2273879325,1.0310975724999998,0.8161531978000001,0.8408652207304348,0.1462139702510038,0.0029075078,0.6744474939,1.5500329308000005,0.07923802915,
ENSG00000074047,1715,1562,ok,22.0,2.4096991324,1.0362218611,0.5061650949000001,0.5600173485476191,0.2304646068602286,0.0035224234,0.1771360458,2.2290406632,0.0842885804181818,
ENSG00000076053,414,262,ok,22.0,1.7436376983,0.7545352492,0.3802865882,0.4043080606047619,0.2336405710298584,2.8785e-06,0.1915034355,1.5521313843,0.0607387814,
ENSG00000076242,933,757,ok,24.0,2.1069959663,0.7390958659,0.5657514107999999,0.6151092497086956,0.1718650267925764,0.0029978744,0.4148567534,1.6891413384999998,0.0727032103375,
ENSG00000076650,1121,931,ok,24.0,2.0026065338,0.6616779684999999,0.5476294946,0.5616227793478261,0.2407918983890414,0.0058365179,0.2985417499,1.698228266,0.0633497960333333,
ENSG00000077420,846,659,ok,21.0,2.5906248907,0.795746481,0.5369623437000001,0.6028778341500001,0.1796430701606707,0.0086900095,0.3186996889,2.2632351923,0.1012017657952381,
ENSG00000078403,1266,1069,ok,24.0,0.7235629089,0.2224125084,0.1404910574,0.1574810543521739,0.2827629342015876,0.001814229,0.0788932502,0.6428554297,0.0216235890708333,
ENSG00000078808,1068,355,ok,22.0,1.4724567793,0.5334397053,0.3509369796,0.340964273,0.3476873671248817,0.0058287937,0.0611745584,1.4054534272,0.0436591890227272,
ENSG00000083307,748,624,ok,24.0,0.5461293291,0.1917841336,0.1068680797,0.1124203218086956,0.2633403956476873,0.0,0.0310609075,0.5150684216,0.0167629756458333,
ENSG00000083799,997,952,ok,23.0,0.491867256,0.2292041676,0.1292645956,0.133746307290909,0.2516102964577093,2.026e-06,0.0766847742,0.4151804558,0.0160047126043478,
ENSG00000083937,348,213,ok,24.0,15.0274963236,9.604718845100004,0.1456933835,0.7774830621260871,0.006586105580646,2.1516e-06,0.0862478606,14.9412463114,0.6220218185916667,
ENSG00000085382,1303,909,ok,22.0,0.3643140826,0.1667766404999999,0.0586504881,0.0711649558190476,0.1478806905171225,2.0746e-06,0.0393369402,0.3249750677999999,0.0141108665681818,
ENSG00000086475,470,389,ok,22.0,0.2874899474,0.1931369949000001,0.0075909581999999,0.0228440471571428,0.1517925078586591,0.0,0.0025221811,0.2849677663,0.01108414215,
ENSG00000087303,1612,1404,ok,24.0,3.3592373776,0.9950576713,0.7296238512000001,0.7800330765434783,0.233458956764854,0.006329413,0.3498828455,3.0030251191,0.1072913884958333,
ENSG00000087502,436,373,ok,23.0,0.9138178288,0.5048432431,0.1098759400999999,0.1330073747818181,0.1380199913210535,0.0056471281,0.050295054,0.8578756466999999,0.0342475086956521,
ENSG00000090621,817,644,ok,19.0,0.8257100407,0.5164563577000001,0.1107185247,0.14315615175,0.0997356990235761,2.5179e-06,0.0346950921,0.7910124306999999,0.0391240669789473,
ENSG00000090686,1185,1031,ok,24.0,0.4819247221,0.1610065982,0.090099382,0.1053783791,0.2523626616830081,2.8944e-06,0.0424353004,0.4394865273,0.0150127048541666,
ENSG00000092036,633,363,ok,21.0,1.6084880381,0.5726856696000001,0.4483033885,0.4576022411949999,0.1999163362631164,0.0027454256,0.3059339235,1.299808689,0.0612821429809523,
ENSG00000099814,2196,1468,ok,22.0,2.9754042624,0.9767445507,0.7669879001,0.789900274804762,0.2486437230560579,0.0054212804,0.3892235529,2.5807594291000004,0.1016176667727272,
ENSG00000100060,437,320,ok,22.0,2.667964012,1.0340433516,0.5627773734,0.6065832920285714,0.2530972060203336,0.0073224988,0.1796998525,2.4809416607,0.0905777170363636,
ENSG00000100207,2376,1938,ok,23.0,1.2073503652,0.5294618853999999,0.4909135766,0.5050317797363636,0.2007877011407889,0.0013717717,0.3571675489,0.8488110446,0.0419534461260869,
ENSG00000100239,1297,839,ok,24.0,2.8856434795,0.8055284181,0.5096731001,0.5795088621130435,0.3057161267381714,0.0026467844,0.1158108431,2.767185852,0.0834773221583333,
ENSG00000100350,893,653,ok,24.0,2.5302913344,0.7940986841000001,0.5401715752,0.5763135597826087,0.2418230388656387,0.0036352415,0.2707764619,2.255879631,0.0799336914458333,
ENSG00000100412,1056,780,ok,23.0,0.6529332056,0.2618436045,0.0991419034,0.1074395854863636,0.152735069597753,0.00141988,0.0445510234,0.6069623021999999,0.0240524959565217,
ENSG00000100522,471,183,ok,23.0,0.9695628416,0.7249645196,0.1192106694999999,0.154493746190909,0.0388763841627818,0.0,0.0967361625,0.8728266790999999,0.0405160758304347,
ENSG00000100554,296,225,ok,21.0,1.4712077842,1.2121228496,0.0508923504,0.11947786693,0.0120089060088865,0.0,0.0464694979,1.4247382863,0.0692161994380952,
ENSG00000100629,1401,1093,ok,24.0,2.5590119948,0.9921268861,0.7327520255000001,0.7622768945739132,0.2786817758373721,0.0065433627,0.3310263503,2.2214422818,0.0769109161541666,
ENSG00000101161,1510,940,ok,23.0,0.408933906,0.1161215731,0.0372272375,0.0397277198363636,0.1282460195413583,2.0391e-06,0.0037057658,0.4052261011,0.0154995547956521,
ENSG00000101189,435,200,ok,21.0,2.370016399,1.0786686688,0.1905871764,0.294346007775,0.0397003055505018,2.2269e-06,0.1652242005,2.2047899716,0.1083774297047619,
ENSG00000101190,609,479,ok,24.0,1.9633774604,0.7200280514999999,0.4435507581,0.4431999253043478,0.2647644165651643,2.0741e-06,0.1069237735,1.8564516128,0.0601477071916666,
ENSG00000101447,677,580,ok,21.0,2.4408689713,0.8162003165,0.7126927232,0.73346061791,0.3158674932433478,0.003628906,0.3675457929,2.0696942724,0.0795179908571428,
ENSG00000101557,598,493,ok,23.0,0.57211765,0.307005631,0.1018477786,0.1193036444454545,0.164925105526809,0.0,0.0474742741,0.5246433759,0.0207722211391304,
ENSG00000101986,862,732,ok,24.0,1.121163288,0.3437448601,0.2959408844,0.3017997651695652,0.2877970452239781,2.335e-06,0.1389064046,0.9822545484,0.0332706586041666,
ENSG00000102098,1353,694,ok,22.0,4.0503088395,1.6560539982999998,0.7704214493,0.8524859072285713,0.3620601165517615,0.0014993018,0.1867568075,3.8620527302,0.1174478885909091,
ENSG00000103194,1568,794,ok,22.0,2.0431191397,0.6047118932,0.3313124102,0.3917842963,0.2004018427726738,0.0044322848,0.2212370244,1.8174498305,0.0742579226863636,
ENSG00000103266,709,303,ok,23.0,0.4233987073999999,0.2147665299,0.1427190843,0.1402743520727272,0.2872005352749454,2.6166e-06,0.0479567617,0.3754393290999999,0.013121668347826,
ENSG00000103460,656,570,ok,22.0,0.7948796152000001,0.2743877689999999,0.1394950513,0.1697686511047619,0.2128011044256554,2.7155e-06,0.0722543756,0.7226225241,0.0284421979636363,
ENSG00000104142,1034,973,ok,24.0,0.5546523669,0.2249306281999999,0.1957105287999999,0.2018868533565217,0.1959255082735319,2.0038e-06,0.150416627,0.4042337360999999,0.0185825758333333,
ENSG00000105058,158,106,ok,18.0,0.5559946588,0.4282026342,0.1373734141,0.1524124590705882,0.1714532344712517,0.0,0.0420528205,0.5139418383,0.0255926431222222,
ENSG00000105135,852,630,ok,24.0,1.5169754751,0.4697489496,0.3482220161,0.3867145069,0.3064454538194531,0.0016794295,0.1255559785,1.3897400671,0.0438377182166666,
ENSG00000105321,868,570,ok,22.0,3.2941033944,1.4420261984,0.9590178396,0.9480000007238096,0.2505529081458391,0.0092990239,0.4532288845,2.831575486,0.1122161913272727,
ENSG00000105538,1200,962,ok,23.0,2.4041836703,1.7335714634,0.2694008838,0.3585626422136363,0.0324343732399903,0.0036095254,0.252186445,2.1483876999,0.1011393686869565,
ENSG00000105639,1396,1100,ok,21.0,2.6094509301,1.3775880277,0.4849545166,0.56183509008,0.2112567026806955,0.001194636,0.2055337892,2.4027225049,0.0980089014666666,
ENSG00000105664,1048,751,ok,22.0,1.1660205432,0.4318179667,0.3048027379,0.3071010381095238,0.287697628190467,0.0047673671,0.1218894651,1.039363711,0.037752690840909,
ENSG00000105852,814,354,ok,24.0,3.1398422839,1.0440776352,0.8099676207000001,0.859586658621739,0.2380783774500591,2.383e-06,0.4272976098,2.7125422911,0.0996797386458333,
ENSG00000105976,1706,1380,ok,24.0,1.3467446131,0.4839362076999999,0.3885741089999999,0.3959985373782608,0.2202959077869134,0.0008225847,0.2497803177,1.0961417107,0.04375259525,
ENSG00000105982,467,347,ok,24.0,3.0679248428,0.9322472511,0.4632045695,0.5391290450043478,0.2094268738388013,0.0028996224,0.2139839806,2.8510412398,0.1010591222416666,
ENSG00000106624,1516,1078,ok,22.0,2.6038586841,0.8299002710000001,0.5359029750000001,0.5800249709190476,0.2153032009084521,0.0013063073,0.2595674415,2.3429849353,0.0928745261227272,
ENSG00000107104,1552,1347,ok,22.0,1.7944675139,0.5325753613,0.3502318117999999,0.3812144435,0.2375468781118066,0.006148855,0.1647953044,1.6235233545,0.0621907890045454,
ENSG00000107186,2278,2067,ok,23.0,1.4063142751,0.5364360906,0.3991163944,0.4274026791863636,0.2194219379434641,0.001529727,0.3324474518,1.0723370962999998,0.0477277422391304,
ENSG00000107719,1020,851,ok,23.0,2.3726738733,0.7283113719,0.590554263,0.6336225305545454,0.2016837935398359,0.0089178542,0.4840528389,1.8797031802,0.0823540872043478,
ENSG00000107736,3373,3352,ok,21.0,0.7093546485,0.2680736143,0.2355259334,0.239320172755,0.1383312030272823,0.0049599649,0.1979888113,0.5064058723,0.0291061317428571,
ENSG00000107745,645,474,ok,24.0,1.0282556449,0.5750113876,0.1752271645,0.1975161763869565,0.2127678249909114,2.0319e-06,0.0635591557,0.9646944573,0.0337281636583333,
ENSG00000107771,1116,1046,ok,24.0,2.8380055137,1.0648663080999998,0.7695143487999999,0.8169743994130434,0.2092516281709999,0.0040740379,0.4672565038,2.366674972,0.0935061766333333,
ENSG00000107833,285,175,ok,20.0,2.3923663771,0.9194605003,0.3679780948,0.4532145150473685,0.1396420472206108,2.4033e-06,0.2419544376,2.1504095362,0.102914571925,
ENSG00000107968,603,467,ok,24.0,0.918844932,0.3112800435999999,0.1161383053999999,0.1458194203391304,0.1429320954234746,0.0046870959,0.0672034241,0.8469544119999999,0.0328130208541666,
ENSG00000108010,698,334,ok,22.0,2.5489664201,1.140377894,0.6390348365999999,0.6957209612714286,0.1607095817621359,0.0090069362,0.3866260585,2.1533334254,0.0972419587636363,
ENSG00000108375,1138,780,ok,24.0,2.6342200788,1.070315093,0.7655035325999999,0.8012062658173913,0.1783930440671728,0.007131204,0.5803270432,2.0467618316,0.0901788975083333,
ENSG00000108423,574,453,ok,24.0,1.3502537201,0.4211342899,0.3076179503,0.3119149677130435,0.26257936476838,0.0043879336,0.1375186558,1.2083471307,0.0414877065,
ENSG00000108599,806,660,ok,24.0,1.2100639634,0.4337219925999999,0.1668338814,0.1971308126260869,0.1946065387637342,0.0030764526,0.0530949715,1.1538925393,0.0406074001583333,
ENSG00000109576,587,423,ok,21.0,2.6676362938,0.9806856797,0.4781898079,0.505329246805,0.2899097098796564,0.0022878063,0.0765909718,2.5887575157,0.0902029823714285,
ENSG00000109943,502,389,ok,23.0,4.3890040421,1.3588287917,0.7337334522000001,0.8524204995318182,0.1927812813531061,0.0075068429,0.407116394,3.9743808052,0.1540385312608695,
ENSG00000110756,1352,1117,ok,23.0,2.0680963261,0.8098382001,0.6634765229999999,0.6914642749318181,0.2285340439104607,0.0027677963,0.4474776116,1.6178509181999998,0.0693680830217391,
ENSG00000110851,1382,797,ok,23.0,0.5392121174,0.2167662480999999,0.1133115957,0.1230934115818181,0.2123809805168892,0.0012662423,0.0508151038,0.4871307712999999,0.0184649443130434,
ENSG00000111481,391,174,ok,22.0,3.0133178255,1.3040870538,0.0822030486,0.2410705638333333,0.0863942175289136,2.4114e-06,0.0638350499,2.9494803642000003,0.1251356631727272,
ENSG00000111669,393,286,ok,17.0,1.8581867633,0.9909788541,0.680612568,0.7183000602625,0.1284336770735407,2.7131e-06,0.5916748652,1.266509185,0.0952666473294117,
ENSG00000111832,370,218,ok,16.0,0.5981222478,0.4552487086999999,0.4210301305999999,0.4270124122866666,0.1474532566283851,0.0,0.3517674197,0.2463548281,0.03187044840625,
ENSG00000111906,602,202,ok,24.0,2.6690487089,1.103814104,0.7521849695,0.772720069373913,0.1741300809723862,0.0121677068,0.4958671342,2.1610138679,0.0918452933791666,
ENSG00000112306,256,137,ok,15.0,0.0447487616,0.0447375792,0.0,0.0032118655214285,0.0016607319921899,0.0,0.0,0.0447487616,0.0029782963933333,
ENSG00000112320,1033,868,ok,21.0,0.8355560681,0.4309166497,0.3356403029,0.3513229430999999,0.1305558452206039,0.0025580022,0.2759175392,0.5570805267000001,0.0345937780666666,
ENSG00000112874,594,461,ok,24.0,1.2235109208,0.4460479167,0.3215497172,0.318701267173913,0.2318548582423082,0.0024843865,0.171818241,1.0492082933,0.0391597487375,
ENSG00000113558,285,147,ok,17.0,0.5045998543,0.2760113998,0.0,0.032008155275,0.0147915522297446,0.0,0.0,0.5045998543,0.0292432964235294,
ENSG00000113569,1481,1390,ok,24.0,0.5688873385,0.1830250751,0.1389794466,0.1463964731304347,0.2327844707340063,0.0030954411,0.0785884537,0.4872034436999999,0.0181858000208333,
ENSG00000113595,829,571,ok,23.0,0.4250421358,0.2443450761999999,0.1593414806999999,0.157838903890909,0.1237714084533828,2.7124e-06,0.121753743,0.3032856804,0.0161927857391304,
ENSG00000113621,609,346,ok,23.0,3.0613254808,1.0854989519,0.7907055298000001,0.8639884032363636,0.2934838038408164,0.0032716247,0.351241664,2.7068121921,0.0940380884304347,
ENSG00000113734,472,217,ok,21.0,1.7887569586,0.8667649304,0.1988104965,0.25669616486,0.0527849330486456,2.1303e-06,0.1617479074,1.6270069209,0.0806827401095238,
ENSG00000114248,644,552,ok,21.0,3.3860142968,1.2259033403,0.8036654886,0.89276185722,0.2980832395048853,0.00529093,0.4361048959,2.9446184709,0.1131761993428571,
ENSG00000114446,549,409,ok,24.0,0.9441602047,0.4306984923,0.2886459727,0.2678628933043478,0.1637016796838101,0.0051883555,0.194320956,0.7446508932,0.0328999830541666,
ENSG00000114491,738,480,ok,23.0,2.2678303183,0.8659943463,0.6274095144999999,0.6743990439772727,0.1417540248077209,0.009054412,0.4852924587,1.7734834476000003,0.0846241844826087,
ENSG00000114541,1141,1034,ok,24.0,1.1399969428,0.3959499301999999,0.2673758411,0.2877682477869565,0.1898318791701938,0.0033405526,0.1670180913,0.9696382989,0.0384828825375,
ENSG00000114988,476,342,ok,23.0,1.0013842048,0.4675963071000001,0.3131368668,0.3379522915318182,0.3011352805991453,2.4316e-06,0.152339396,0.8490423771999999,0.0304274822304347,
ENSG00000115109,821,731,ok,23.0,2.2280383067,0.6596532887,0.5350836675999999,0.5532709530272727,0.2443427479064896,0.0028349902,0.2683496004,1.9568537160999997,0.0732014480173913,
ENSG00000115137,474,263,ok,24.0,0.9405289083,0.351926195,0.2080912563,0.2380698122521739,0.2640546291648736,2.8636e-06,0.1518536725,0.7886723722,0.028840745675,
ENSG00000115216,675,535,ok,24.0,0.150444548,0.0897916826999999,0.0719556595999999,0.0762753186434782,0.2801428457214681,2.828e-06,0.0495670956,0.1008746244,0.0045124410083333,
ENSG00000115268,213,144,ok,20.0,4.1208626524,1.6928971053,8.1231e-06,0.2202697273368421,0.0102830020979517,2.7077e-06,0.0,4.120859944699999,0.2039243906549999,
ENSG00000115286,614,210,ok,21.0,2.6302665958,1.1447141097000002,0.38800012,0.4486829820649999,0.1409672054125852,2.1682e-06,0.2016451037,2.4286193239000005,0.107594536395238,
ENSG00000115474,380,360,ok,24.0,0.890227605,0.3540645987,0.1893210783999999,0.2047936098347826,0.2404020434751627,0.0030409733,0.122087109,0.7650995227,0.0281756279,
ENSG00000115486,907,756,ok,24.0,1.7530577953,0.601188652,0.5265087815,0.5375104455608696,0.2586817763315073,0.0082590546,0.2874200517,1.4573786889999998,0.0541489037833333,
ENSG00000115568,2138,1802,ok,8.0,1.2505465452,1.1138707179,1.0090236684,1.0428543516,0.1257023231189364,0.0039072148,0.9681130981,0.2785262323,0.1366687424125,
ENSG00000115760,5079,4855,ok,23.0,0.3411821664,0.1230372511,0.0908782068,0.0952645601590909,0.2800202431682549,0.0013942606,0.0418262542,0.2979616516,0.0106801849217391,
ENSG00000115761,911,687,ok,23.0,0.7921701119,0.2025862854,0.1217018023,0.145616636,0.1691612816325442,2.4227e-06,0.0569368969,0.7352307923,0.028615895673913,
ENSG00000115942,814,576,ok,24.0,1.7497927616,0.667384211,0.3977656146,0.4360289851826087,0.3189597890379111,0.0035660992,0.1659445947,1.5802820677,0.0496533013125,
ENSG00000116096,324,261,ok,22.0,2.7361104319,1.2434799186,0.7356061999999999,0.7451774972238094,0.1425403009882073,0.0086232456,0.5576381316,2.1698490547,0.1066411103363636,
ENSG00000116885,507,379,ok,24.0,1.6886075308,0.5078106238,0.2109230815,0.2442339072130435,0.1658486637610345,0.00843313,0.109300469,1.5708739318,0.0586897595083333,
ENSG00000116984,1379,1251,ok,24.0,1.2344810296,0.4888458351,0.3829813308,0.391629956173913,0.208302625341534,0.0008843989,0.2688752888,0.9647213419,0.040722307925,
ENSG00000117118,483,280,ok,19.0,1.7363827271,0.5990828824,0.2669552078,0.3366042243722222,0.1325483083354498,2.75e-06,0.1963834042,1.5399965729000002,0.0792751649473684,
ENSG00000117143,812,521,ok,23.0,0.9065334978,0.4001555078,0.274122743,0.2918434399045455,0.1075330153122555,2.8772e-06,0.2151706585,0.6913599621,0.0351761398826087,
ENSG00000117362,503,262,ok,24.0,2.0402888821,1.6795261319,1.3734749218,1.3999854980913042,0.0063843578300504,2.8707e-06,1.3690946017,0.6711914097,0.0844692894916666,
ENSG00000117758,490,269,ok,21.0,0.827686722,0.3378147029,0.1792956344,0.2084796085299999,0.1726303719778653,2.8218e-06,0.1456791415,0.6820047587,0.0326096597761904,
ENSG00000118257,970,926,ok,24.0,0.8447996613,0.3045850668,0.2652074499,0.2729831880913043,0.2296159361634914,0.0023887219,0.1460786347,0.6963323047000001,0.027117508175,
ENSG00000118363,395,226,ok,23.0,2.5793646892,1.3719856119,0.5134297626,0.5714144365409091,0.0952371741493405,2.0851e-06,0.3304042746,2.2489583295,0.1014657950043478,
ENSG00000118689,905,672,ok,24.0,0.7498261954000001,0.3611192065,0.3086195315,0.3153769223869565,0.2311476892422262,2.4545e-06,0.2010702034,0.5487535375,0.0240210667916666,
ENSG00000118939,298,294,ok,19.0,0.5578530371,0.2890937466,0.0581652454,0.0851642418,0.0909821670306722,2.6663e-06,0.0208209921,0.5370293787,0.0266893873105263,
ENSG00000119431,380,241,ok,24.0,2.9604653578,0.7921484964,0.7054626648,0.7082323749652173,0.2411201881215271,0.0046256126,0.3542518936,2.6015878516,0.0936098914083333,
ENSG00000119471,867,417,ok,24.0,1.9387336923,0.4917291619,0.3313775566999999,0.341934933773913,0.2118489187716893,2.1734e-06,0.1310209219,1.807710597,0.0636672939916666,
ENSG00000119616,257,197,ok,17.0,0.2519075433,0.1903590334,0.0405818397,0.0544917946499999,0.1559983515586926,2.2457e-06,0.0236355776,0.2282697199999999,0.0125064930470588,
ENSG00000119630,729,161,ok,24.0,5.3561616698,1.9414033541,0.8216946664000001,0.7319379632086956,0.288231064066751,0.1983954364,0.2497954642,4.907970769199999,0.1588478955166666,
ENSG00000119698,1040,872,ok,22.0,1.2705397066,0.6165372824,0.5151783702,0.5424917937761905,0.1752266605628333,0.0011963937,0.4273719726,0.8419713403,0.047632148940909,
ENSG00000119699,636,453,ok,24.0,0.6283843928,0.3200887388999999,0.1521291426,0.1879044177173912,0.444354413634953,2.0799e-06,0.0788939061,0.5494884068,0.0145482922666666,
ENSG00000119725,608,471,ok,24.0,0.9871771314,0.5196752537,0.5077738714,0.4857770170521739,0.198257396443574,0.0135782869,0.3722949227,0.6013039218,0.0329775818125,
ENSG00000119820,383,230,ok,23.0,0.2117296911,0.0850151812,0.0416512294,0.0460029094227272,0.1291166456531046,2.0661e-06,0.0328124747,0.1789151503,0.008017037547826,
ENSG00000120451,1169,967,ok,24.0,2.7971433607,1.2539864074,1.157713933,1.1753072441304346,0.2062953254407358,0.0101097579,0.9172009466,1.8698326562,0.0925044067,
ENSG00000120837,398,205,ok,22.0,0.2417394342,0.1341423079,0.0206753348,0.0285100207904761,0.1279697025947618,2.1968e-06,0.0051150197,0.2366222177,0.0095820050318181,
ENSG00000120915,689,555,ok,23.0,3.4576152461,1.1342157282,0.8843011698,0.9117683839045454,0.2801799238630445,0.0074310205,0.4645548788,2.9856293468,0.1082113421608695,
ENSG00000121940,744,528,ok,23.0,3.6970154658,1.2946594671,0.8816810815999999,0.9631518713454544,0.197353571427951,0.0061768833,0.6039274706,3.0869111119,0.1290172286956522,
ENSG00000122042,380,117,ok,23.0,12.5401563584,11.301517570699998,0.3618488440999998,0.9176765424181816,0.0060301604971094,0.0,0.3490250866,12.191131271800002,0.541936400126087,
ENSG00000122068,421,314,ok,22.0,1.2242120759,0.6260019481,0.4508501454,0.4527649364619047,0.2449055429220341,2.5598e-06,0.2138672427,1.0103422734,0.0420179887636363,
ENSG00000122203,546,304,ok,21.0,1.6098736423,0.6206190022,0.3719600851,0.3882722241049999,0.2407745049146954,0.0066824238,0.266595249,1.3365959694999998,0.0582027196714285,
ENSG00000122367,954,662,ok,23.0,1.7091440934,0.5330943639000001,0.3824567552,0.3969144345090909,0.185203947064701,2.4765e-06,0.2071335453,1.5020080716,0.0605479939652173,
ENSG00000122512,1043,862,ok,22.0,3.3636181736,0.9974435423,0.6068122944000001,0.6699408719095239,0.2460653544733838,0.0229591107,0.2709358717,3.0697231912,0.1152703761545454,
ENSG00000122694,468,148,ok,20.0,1.2947985384,0.7251313186999999,0.1691374311,0.2056497589368421,0.0915269716371808,0.0069445831,0.0861832287,1.2016707266000002,0.058814477465,
ENSG00000122966,2262,2050,ok,24.0,0.4316483387,0.1712056409,0.1454204881,0.1522937275130435,0.2459374244778021,0.000518911,0.0877021031,0.3434273246,0.0135620774166666,
ENSG00000123388,482,298,ok,23.0,3.8721523638,1.4095996508,0.5439517019000001,0.6807610072909092,0.0123276759061089,0.0043191555,0.5223805618,3.3454526465,0.1662790314956521,
