panel,layer,gene,family,loo_cos,delta_norm,influence
strat400,0,ENSG00000183208,block5955,0.9494178403379292,0.0255210878110247,4.54731076360293e-06
strat400,0,ENSG00000136114,block3064,0.9507986855805814,0.0120878049535439,9.929725478530216e-07
strat400,0,ENSG00000119431,block2143,0.7191179739914416,0.0086615172051037,2.564903979540567e-06
strat400,0,ENSG00000124688,block2408,0.9507196337831776,0.0222136172042817,3.3586214535086256e-06
strat400,0,ENSG00000205177,block6588,0.2444360954348673,0.0086193843645041,4.945957163160486e-06
strat400,0,ENSG00000144488,block3624,-0.5885428448655491,0.0096100947010418,4.273983036373608e-06
strat400,0,ENSG00000163946,block4655,0.8263362276226636,0.0040943249261892,3.764502904957112e-07
strat400,0,ENSG00000181004,block5850,0.9055452955623908,0.0212973114490049,5.780250616149729e-06
strat400,0,ENSG00000177943,block5705,0.749905913891758,0.0110118043580272,3.757412624927348e-06
strat400,0,ENSG00000121940,block2273,0.8006413009143547,0.0051609688840177,6.769833789110891e-07
strat400,0,ENSG00000128408,block2580,0.7659022926186476,0.0076906769440237,1.7311963338428882e-06
strat400,0,ENSG00000248487,block6821,-0.5270384073878102,0.007573699026925,2.9332260736980587e-06
strat400,0,ENSG00000185187,block6071,0.7158535741288896,0.009187737329955,2.9140243384961906e-06
strat400,0,ENSG00000204767,block6572,0.6605935810650276,0.0051955021255981,1.0771884136895338e-06
strat400,0,ENSG00000120451,block2207,0.9537386811909612,0.0289976274545879,5.381007091020962e-06
strat400,0,ENSG00000186532,block6143,0.8861004773025419,0.0101010074323957,1.5519203464542386e-06
strat400,0,ENSG00000099814,block927,0.8148295547006434,0.0075178101576262,1.3447560126556013e-06
strat400,0,ENSG00000155363,block4140,-0.4179512651306316,0.0047222617278543,1.3030888365017643e-06
strat400,0,ENSG00000183479,block5971,-0.6195941899361704,0.0116613938037498,5.932101080019514e-06
strat400,0,ENSG00000135587,block3012,0.9013016065079188,0.0093624060614837,1.1646334987513995e-06
strat400,0,ENSG00000179943,block5802,0.2434623549860833,0.0048288601438288,1.553122661257511e-06
strat400,0,ENSG00000161031,block4417,0.2136717895940956,0.0059243771454303,2.371613994744948e-06
strat400,0,ENSG00000160888,block4410,-0.7120393759966723,0.0112236640967963,4.397138149814239e-06
strat400,0,ENSG00000023516,block186,0.9409818615341016,0.009067543488724,6.668672697385247e-07
strat400,0,ENSG00000130055,block2660,0.9619559317875483,0.0235721322909836,2.9364834445155807e-06
strat400,0,ENSG00000143321,block3550,0.781873439309623,0.0130973200625619,4.720677063030365e-06
strat400,0,ENSG00000196639,block6315,0.8741233157283821,0.0098105445608741,1.6076185781477292e-06
strat400,0,ENSG00000108375,block1524,0.9480118002690276,0.0144026773686731,1.4874286046184793e-06
strat400,0,ENSG00000165282,block4810,0.9595571016396932,0.0256798397173461,3.70031414476113e-06
strat400,0,ENSG00000172671,block5410,0.941409748565302,0.0186330635933934,2.7961771787987644e-06
strat400,0,ENSG00000136235,block3076,-0.7116549170405706,0.0062113210930727,1.3481865664966008e-06
strat400,0,ENSG00000144115,block3606,0.7847109740228774,0.0077881089330576,1.6500882039638398e-06
strat400,0,ENSG00000188811,block6243,0.8766091685937082,0.0119737618293327,2.3505605605267377e-06
strat400,0,ENSG00000164761,block4758,0.8760544298415894,0.0116088516008199,2.218750275617687e-06
strat400,0,ENSG00000167992,block5076,-0.3704057096016785,0.0052991787462623,1.7154593452417544e-06
strat400,0,ENSG00000111906,block1725,0.7683644776766512,0.0155471912077697,7.010279358010685e-06
strat400,0,ENSG00000128881,block2606,0.981795331913652,0.0230409394889589,1.3561109009074812e-06
strat400,0,ENSG00000122068,block2280,0.6322804808138092,0.0054141421319096,1.245730294918701e-06
strat400,0,ENSG00000100239,block1619,0.6995884111694498,0.005496487612291,1.0921547202169537e-06
strat400,0,ENSG00000106624,block1437,0.8681338399342651,0.0060224184982534,6.32610399176059e-07
strat400,0,ENSG00000255072,block6848,0.9174288682260944,0.0382327473764283,1.6386079259578246e-05
strat400,0,ENSG00000110756,block1646,0.9815285820822108,0.0271705447218412,1.913157220312378e-06
strat400,0,ENSG00000213024,block6631,-0.2377263223631647,0.0060788375322734,2.4684829867949176e-06
strat400,0,ENSG00000114491,block1869,0.9565635210627872,0.0322901237683536,6.273968392478402e-06
strat400,0,ENSG00000122203,block2285,0.9335084048947264,0.0147981760255423,1.993345620121545e-06
strat400,0,ENSG00000076242,block595,0.9838748116494735,0.0229359781151027,1.1915350689450932e-06
strat400,0,ENSG00000148225,block3811,0.7222437319477216,0.0069817257198191,1.6509631733940822e-06
strat400,0,ENSG00000163235,block4562,0.784207314842178,0.0105582635225301,3.0389298053545843e-06
strat400,0,ENSG00000135272,block2983,0.8925569482279109,0.0153502500280646,3.3924379715388757e-06
strat400,0,ENSG00000235118,block6750,0.9220647448317352,0.0163811235262913,2.846052732263793e-06
strat400,0,ENSG00000087303,block2037,0.9794404393466754,0.013556270414624,5.295290733675628e-07
strat400,0,ENSG00000116096,block1974,0.9152803020968804,0.0128317226313532,1.8916468331742209e-06
strat400,0,ENSG00000153975,block4079,0.8926975467492989,0.0158992742051364,3.634956669662514e-06
strat400,0,ENSG00000005175,block39,0.929459464931665,0.0116464217134264,1.3071116804486138e-06
strat400,0,ENSG00000215906,block6706,-0.2400324126332886,0.0061901459265282,2.5567214571031727e-06
strat400,0,ENSG00000178460,block5730,0.2184201413162853,0.0028153823878324,5.344391975636853e-07
strat400,0,ENSG00000183751,block5990,0.8077506270505812,0.006343582119287,9.902065162270546e-07
strat400,0,ENSG00000107719,block1485,-0.5647425397754313,0.0055631405323728,1.4923905097274923e-06
strat400,0,ENSG00000131944,block2769,-0.7906135437418937,0.0135091653603397,4.844640091761221e-06
strat400,0,ENSG00000118363,block2099,0.810987924846992,0.0181219664788518,7.959219064490597e-06
strat400,0,ENSG00000160111,block4358,-0.90818846766749,0.0172064109574139,3.672424384149053e-06
strat400,0,ENSG00000143819,block3586,-0.190904985127348,0.0050227407287972,1.7211214341505965e-06
strat400,0,ENSG00000134917,block3390,0.8305675533044614,0.0056426199813054,6.991930113775524e-07
strat400,0,ENSG00000125734,block3826,-0.7684790573045666,0.0065647260843383,1.249328575370079e-06
strat400,0,ENSG00000166780,block4962,0.8422333857254575,0.0178555725174287,6.560874312389053e-06
strat400,0,ENSG00000105982,block1399,-0.7534339673373588,0.0077443217258333,1.8358737592372163e-06
strat400,0,ENSG00000101447,block1108,0.6019664217393578,0.0051827715009878,1.2126919270993852e-06
strat400,0,ENSG00000130731,block2703,0.1565050567888287,0.0055344325473955,2.115580989059396e-06
strat400,0,ENSG00000074047,block1433,-0.4403937214469867,0.0054075173765156,1.6688334163461604e-06
strat400,0,ENSG00000198363,block6427,0.8036838825809832,0.0054709001282767,7.503901020555759e-07
strat400,0,ENSG00000197448,block6369,0.9145380585723424,0.0128061679220198,1.8998903417166704e-06
strat400,0,ENSG00000149573,block3891,0.8806603202721978,0.0123406367802472,2.42004741246582e-06
strat400,0,ENSG00000140931,block3418,-0.2874485676361287,0.0068653295375393,3.061417262695265e-06
strat400,0,ENSG00000069849,block2625,0.6975141286040287,0.0068627271290553,1.7122426299032156e-06
strat400,0,ENSG00000147679,block3790,0.9283980865594996,0.0214884693611698,4.514256612853096e-06
strat400,0,ENSG00000101190,block1084,-0.8494815932317179,0.0173639019743164,5.942764863209327e-06
strat400,0,ENSG00000146233,block3722,0.8227762596995839,0.0079564115596556,1.4479148924273488e-06
strat400,0,ENSG00000128272,block2572,0.8955039333859056,0.0112814674419261,1.7848806818099303e-06
strat400,0,ENSG00000187535,block6176,0.7973894105493047,0.005092287137771,6.686259249599757e-07
strat400,0,ENSG00000198570,block6440,-0.7722129239987757,0.0131665766099528,4.955012740781584e-06
strat400,0,ENSG00000092036,block851,0.9269026336187264,0.0169843956659853,2.8768373047105555e-06
strat400,0,ENSG00000105639,block4480,-0.5347293197347703,0.0047463945369168,1.138985967319428e-06
strat400,0,ENSG00000014138,block145,0.9504081133374808,0.0154457457608294,1.633831345992931e-06
strat400,0,ENSG00000147813,block3795,-0.0231275963251617,0.0060848223384988,2.620094728067457e-06
strat400,0,ENSG00000064309,block3652,0.987352670246444,0.0218883692432484,8.52616557356356e-07
strat400,0,ENSG00000010292,block114,0.9605774540621854,0.0215443034236234,2.5400783740803234e-06
strat400,0,ENSG00000179958,block5803,0.6910156043878346,0.0139052893958297,7.153173496976528e-06
strat400,0,ENSG00000119698,block2160,0.8940675639858385,0.0183025727366805,4.758857737319211e-06
strat400,0,ENSG00000100060,block5220,0.6057200088258252,0.0066052631645127,1.955726912639122e-06
strat400,0,ENSG00000122367,block4554,-0.7448643068900556,0.0077979436473197,1.9166660899516685e-06
strat400,0,ENSG00000076650,block600,-0.8333130585494497,0.0101356813937528,2.2227855901446603e-06
strat400,0,ENSG00000140368,block4006,-0.6541981607292553,0.0104836215786408,4.45134700211014e-06
strat400,0,ENSG00000122512,block2299,-0.5775573836992982,0.0058836545105688,1.633430081859899e-06
strat400,0,ENSG00000177694,block5694,0.3686859900490694,0.0027635423182284,4.672341401557034e-07
strat400,0,ENSG00000198746,block6466,0.9634466350655966,0.0204615780228959,2.1275420564181857e-06
strat400,0,ENSG00000109576,block1588,0.9441352344150108,0.0155565020955813,1.8609801435420792e-06
strat400,0,ENSG00000119725,block2166,0.9791038157981262,0.0297867844330831,2.5979832855016483e-06
strat400,0,ENSG00000128805,block4561,-0.0960609832917615,0.0056330891284405,2.225976418190889e-06
strat400,0,ENSG00000293543,block6957,-0.6391348326469671,0.0100131841657168,4.199116678038628e-06
strat400,0,ENSG00000066827,block446,0.9765724767471065,0.0181357702464411,1.0783614289300305e-06
strat400,0,ENSG00000123388,block36,0.5407377714189586,0.00657361023447,2.164964644113532e-06
strat400,0,ENSG00000132561,block2814,0.7832242605174541,0.0057625680531711,9.088703836201972e-07
strat400,0,ENSG00000174796,block5537,0.9320645459168028,0.0317945310620748,9.394593241340845e-06
strat400,0,ENSG00000189306,block6273,0.5502064031026824,0.0058499072201295,1.6894840569880998e-06
strat400,0,ENSG00000147912,block3799,0.5528829880714136,0.0053731082802364,1.4192679628211025e-06
strat400,0,ENSG00000160049,block4350,0.7486890614461581,0.0076348897267982,1.813772848802131e-06
strat400,0,ENSG00000205730,block6612,0.9038488928659602,0.0171189696297934,3.79835727570832e-06
strat400,0,ENSG00000178409,block5726,0.8216359928138965,0.0090156221853311,1.869879465044022e-06
strat400,0,ENSG00000147642,block3785,0.9027473189479408,0.009302146189828,1.1337107066466956e-06
strat400,0,ENSG00000138439,block2246,0.9313536431646448,0.0132959163309871,1.6594691514271176e-06
strat400,0,ENSG00000127564,block2544,0.0044510895203448,0.0061128823347982,2.645678220281056e-06
strat400,0,ENSG00000114446,block1866,0.9110885304641776,0.01013416617766,1.2355715085510257e-06
strat400,0,ENSG00000004534,block24,0.8371681931696926,0.0053872805229519,6.147244027143728e-07
strat400,0,ENSG00000168237,block5097,0.7974448494551811,0.0073537047006608,1.394005602506354e-06
strat400,0,ENSG00000187837,block6261,0.8685314469185841,0.0144974620050663,3.6556114275665408e-06
strat400,0,ENSG00000223802,block6716,-0.4736116041876538,0.006015141569827,1.987167413952662e-06
strat400,0,ENSG00000198774,block6471,-0.4520756771602382,0.00408685300758,9.40894759438038e-07
strat400,0,ENSG00000146215,block3720,0.4987180433124383,0.0077361923830121,3.1835392002577123e-06
strat400,0,ENSG00000187796,block6195,-0.7953356837687009,0.0123945878486301,3.996739283085304e-06
strat400,0,ENSG00000108423,block1528,0.7242498384626169,0.0055663238308365,1.0430523663673696e-06
strat400,0,ENSG00000115942,block1963,0.9521064295271698,0.0187722365294745,2.332739419186325e-06
strat400,0,ENSG00000146828,block3747,0.9102809409932592,0.0108070682824337,1.4172648981070068e-06
strat400,0,ENSG00000146090,block3715,-0.8796743276740856,0.0147879385305151,3.5019498321187115e-06
strat400,0,ENSG00000181827,block5881,0.9781996634063111,0.0263950361074576,2.1273124660714515e-06
strat400,0,ENSG00000022567,block4478,-0.7026133592242604,0.0049939888947498,8.940994136175107e-07
strat400,0,ENSG00000107833,block1493,0.5268784158807898,0.0092470950415039,4.373627474851816e-06
strat400,0,ENSG00000142751,block3516,0.9210986325867152,0.0113906814092516,1.3924733264225608e-06
strat400,0,ENSG00000140740,block3408,0.8498310513368296,0.0084941349974683,1.419069974639697e-06
strat400,0,ENSG00000168143,block5091,0.8323947871230353,0.0063499739015266,8.768062161879087e-07
strat400,0,ENSG00000012171,block6286,-0.6453683113493855,0.00675278512571,1.8839089909183928e-06
strat400,0,ENSG00000146425,block3733,0.6583026188074774,0.0092048686428444,3.399337969667293e-06
strat400,0,ENSG00000100207,block964,0.9710225908268116,0.0291476774284545,3.4356806588586863e-06
strat400,0,ENSG00000119471,block2146,0.8571669545375855,0.011215134340639,2.362338329287006e-06
strat400,0,ENSG00000164975,block4780,-0.5408102958945344,0.0048692811676053,1.187747860065258e-06
strat400,0,ENSG00000155189,block4132,-0.0093587452264821,0.0043110522097522,1.3157754845671832e-06
strat400,0,ENSG00000103194,block1209,-0.7999398286232139,0.0057447199182138,8.414135568290959e-07
strat400,0,ENSG00000166192,block4911,0.7556038700004692,0.0102771367961542,3.2086238334061434e-06
strat400,0,ENSG00000108010,block1508,0.9557929203912948,0.0250382150766032,3.8377372684195166e-06
strat400,0,ENSG00000115486,block1932,0.9608275877231952,0.0153950173033616,1.2889419168660154e-06
strat400,0,ENSG00000141873,block4862,-0.6854126580952601,0.0080122388643905,2.409954118487434e-06
strat400,0,ENSG00000165124,block4796,0.2041916661403127,0.0016039644168072,1.7456074086208417e-07
strat400,0,ENSG00000170385,block5263,0.6398836681865268,0.00383318930139,6.143693002114148e-07
strat400,0,ENSG00000076053,block593,0.9438246852271096,0.0169177022758138,2.2127829852891523e-06
strat400,0,ENSG00000115109,block1898,0.9370744946725236,0.0135970778063483,1.5955761135666435e-06
strat400,0,ENSG00000112320,block1755,0.4889187453018279,0.0059881529910133,1.9319688693286707e-06
strat400,0,ENSG00000198948,block239,0.9672020930495384,0.01765693116934,1.4242257846408537e-06
strat400,0,ENSG00000054148,block322,0.8405661174783946,0.0132107635427108,3.626115644417282e-06
strat400,0,ENSG00000119630,block2152,0.6943607165843845,0.0110348553157695,4.464802803361145e-06
strat400,0,ENSG00000183495,block5972,-0.8970656213480248,0.0121989715328053,2.057513356357177e-06
strat400,0,ENSG00000163728,block4618,0.9174541355169354,0.0102653280505628,1.1809165423315449e-06
strat400,0,ENSG00000163933,block4652,-0.74541638423484,0.0074863012259614,1.7632644709886236e-06
strat400,0,ENSG00000116984,block2039,0.9805906166852448,0.0262720522396658,1.8786584905505777e-06
strat400,0,ENSG00000042286,block261,-0.7379812429263574,0.005969931865954,1.149130748001603e-06
strat400,0,ENSG00000138495,block3275,0.71423214835298,0.0143271243600924,7.11959996291256e-06
strat400,0,ENSG00000153391,block4061,0.6530037733242865,0.0102289812566471,4.249298744762875e-06
strat400,0,ENSG00000125652,block2453,0.0345479429004486,0.006708185987527,3.182329864959144e-06
strat400,0,ENSG00000123684,block2352,0.5149557482226317,0.0043552424068078,9.868682295799402e-07
strat400,0,ENSG00000146411,block3731,0.7743646214783529,0.0062828143641743,1.1189527396870955e-06
strat400,0,ENSG00000131263,block2732,0.9732319424372536,0.0298981166132635,3.342999895794563e-06
strat400,0,ENSG00000111832,block1715,0.698698384918929,0.0161862886280083,9.494395861842088e-06
strat400,0,ENSG00000165929,block4882,0.3673397540029987,0.0046031853674202,1.29782810842638e-06
strat400,0,ENSG00000105538,block1357,0.5702001235803286,0.0065940398013553,2.077676140910256e-06
strat400,0,ENSG00000140968,block3423,-0.8250247058212795,0.0149093338921516,5.025925339796622e-06
strat400,0,ENSG00000183032,block5940,0.7791764989988696,0.006755695318409,1.2695730330358757e-06
strat400,0,ENSG00000204859,block6577,0.8285239680397041,0.0073215051745132,1.1900304327516764e-06
strat400,0,ENSG00000186132,block6131,0.9169520757455556,0.0263120251889508,7.803748492296592e-06
strat400,0,ENSG00000179241,block5773,-0.1337091174808083,0.0042735267862832,1.2699642603086758e-06
strat400,0,ENSG00000146476,block3738,0.8698650285092201,0.0083248000878277,1.1940022509593362e-06
strat400,0,ENSG00000256061,block6854,0.8595389565561574,0.0124914314845281,2.885620389192489e-06
strat400,0,ENSG00000155052,block5517,-0.5417198776439807,0.0038187359266498,7.295060270307019e-07
strat400,0,ENSG00000101189,block1083,-0.8117758501275287,0.0135040591874918,4.4031391656096375e-06
strat400,0,ENSG00000070061,block493,0.7643010977312157,0.0047533663735569,6.652516605365477e-07
strat400,0,ENSG00000182747,block5925,-0.498096385571637,0.0052704278183619,1.4787852826714245e-06
strat400,0,ENSG00000177791,block5699,0.4587653166263176,0.0057645572422235,1.8576177123197368e-06
strat400,0,ENSG00000077420,block616,-0.6802682497763032,0.0055184065388929,1.158363862607814e-06
strat400,0,ENSG00000107104,block1459,0.7019962606960342,0.0039729921022458,5.668508747946888e-07
strat400,0,ENSG00000162191,block4459,0.922382599608652,0.0133943251609857,1.8953699298940307e-06
strat400,0,ENSG00000175600,block5594,0.9023776848126024,0.0097814262395123,1.2580661213901223e-06
strat400,0,ENSG00000100350,block994,0.9281168077276488,0.0102169702056256,1.0243730678149987e-06
strat400,0,ENSG00000262919,block6889,-0.805405999439176,0.0117257535900638,3.4201060838956465e-06
strat400,0,ENSG00000107186,block1462,-0.390422918885001,0.0021995907298593,2.903436631118695e-07
strat400,0,ENSG00000105976,block1398,0.9239691610951184,0.0107719792770153,1.201799856742625e-06
strat400,0,ENSG00000188716,block6232,-0.7896690276769132,0.0146708651330151,5.736429047664693e-06
strat400,0,ENSG00000143653,block3576,0.5078679125703986,0.0042811191022584,9.629700742364022e-07
strat400,0,ENSG00000115286,block1917,-0.8131658818550375,0.0131495464673081,4.147335347703951e-06
strat400,0,ENSG00000003393,block14,0.9760390426362128,0.0217476787516642,1.585545938875832e-06
strat400,0,ENSG00000118689,block3930,0.9296080178430254,0.0134680635726452,1.7444397062416073e-06
strat400,0,ENSG00000177706,block1563,-0.93432061152318,0.0224977682940983,4.552924069867181e-06
strat400,0,ENSG00000078808,block643,-0.8250218726849725,0.0109316941661155,2.701968927376619e-06
strat400,0,ENSG00000105135,block1321,0.3927475819662713,0.0040191368906065,9.672983617425857e-07
strat400,0,ENSG00000147465,block3771,-0.3876457707057805,0.0109294364879455,7.186731497355048e-06
strat400,0,ENSG00000078403,block636,0.9449867200781878,0.0080380389078817,4.894828419255148e-07
strat400,0,ENSG00000178031,block5709,-0.8413155493946024,0.0054543859394812,6.154707741234944e-07
strat400,0,ENSG00000115474,block4071,0.8760032468326854,0.0094223557128941,1.4622316754087097e-06
strat400,0,ENSG00000131503,block2743,0.9855931744118211,0.0246986605908547,1.2355451542989115e-06
strat400,0,ENSG00000135686,block930,-0.6514424222910589,0.0076405337171605,2.379243298378242e-06
strat400,0,ENSG00000034677,block1999,0.960431213027712,0.0160701651201518,1.4183986557503303e-06
strat400,0,ENSG00000144644,block3633,0.7260207710623754,0.0050505744942935,8.540796697653619e-07
strat400,0,ENSG00000164961,block4779,0.9683529731449284,0.0166732449045175,1.2261099041621648e-06
strat400,0,ENSG00000188647,block6229,0.1788635289170987,0.0045072908847862,1.3923978030572215e-06
strat400,0,ENSG00000113734,block1833,0.8866513061331343,0.0106262510796328,1.7097068749638566e-06
strat400,0,ENSG00000117118,block2045,0.8656079212774513,0.0100223316765405,1.7831380090260751e-06
strat400,0,ENSG00000178741,block5742,0.8695191889963219,0.0166661432690526,4.797343517659591e-06
strat400,0,ENSG00000012232,block3955,0.942829668325144,0.0221682917177935,3.864770530714878e-06
strat400,0,ENSG00000159079,block4307,0.8593163219806,0.0099687126851917,1.8404691113360627e-06
strat400,0,ENSG00000020922,block175,0.8825457364073895,0.0059158575570741,5.479019397069962e-07
strat400,0,ENSG00000159335,block4326,0.6973920675132658,0.0116569295124525,4.9417966417886205e-06
strat400,0,ENSG00000188026,block3933,-0.48764447857379,0.0056655642274968,1.73224878607936e-06
strat400,0,ENSG00000125703,block2705,0.9513970424925028,0.0200250769756697,2.6928384021518426e-06
strat400,0,ENSG00000114541,block1871,-0.7194506868208917,0.0051505016736648,9.060479380096352e-07
strat400,0,ENSG00000122042,block2279,0.8808215747591149,0.0180554177509864,5.17385705778306e-06
strat400,0,ENSG00000128590,block2591,0.7836090655360648,0.0090048960082629,2.215897144108858e-06
strat400,0,ENSG00000140563,block3398,-0.7904028477105397,0.0049154357208555,6.419678796332207e-07
strat400,0,ENSG00000177731,block5697,0.3937944555560532,0.003370029277321,6.794212272787092e-07
strat400,0,ENSG00000175224,block5571,0.9597784198595464,0.0112947142990614,7.119831788582331e-07
strat400,0,ENSG00000103460,block6491,0.7805380441385105,0.0061215306386845,1.0367732002913854e-06
strat400,0,ENSG00000144426,block4407,0.9222019352927756,0.0125422351059428,1.665601180311782e-06
strat400,0,ENSG00000021776,block178,0.9617971320304476,0.0285275472728163,4.318499240207885e-06
strat400,0,ENSG00000117143,block2046,0.9651814725999144,0.0271482494572059,3.570676271547057e-06
strat400,0,ENSG00000101986,block2068,0.4761740910576232,0.0039033437254981,8.341637400821611e-07
strat400,0,ENSG00000107736,block1487,0.7433489658022719,0.003321300252145,3.4945936178143455e-07
strat400,0,ENSG00000104142,block1260,0.9548478286461224,0.0156038964991484,1.521636889156852e-06
strat400,0,ENSG00000248098,block6819,0.9363428276262654,0.0104342862638818,9.501852301641024e-07
strat400,0,ENSG00000180198,block5811,0.9416699302824426,0.012450613887319,1.2430903075788535e-06
strat400,0,ENSG00000105664,block5185,-0.498544442907486,0.00407945784382,8.854420581183575e-07
strat400,0,ENSG00000156467,block4190,0.5557362903713705,0.0084158177131496,3.465957184700663e-06
strat400,0,ENSG00000137478,block6401,0.9481432801531536,0.0195201654706731,2.7255019566796435e-06
strat400,0,ENSG00000179562,block5786,0.9599323482878244,0.0111319327242769,6.890159034433907e-07
strat400,0,ENSG00000172500,block5400,0.7885123152202258,0.0091982403717684,2.265896133946121e-06
strat400,0,ENSG00000040199,block252,0.9451438753777456,0.0061319289982753,2.84069187617142e-07
strat400,0,ENSG00000130560,block2689,-0.8574363574957897,0.0112227743628299,2.361438721787401e-06
strat400,0,ENSG00000158747,block4293,0.4180946618091547,0.0068185625513484,2.7164191954698325e-06
strat400,0,ENSG00000124767,block2412,0.816390500794041,0.0097960480225181,2.265998669814806e-06
strat400,0,ENSG00000164080,block4674,0.6879885763353909,0.0035560452137698,4.715498690410769e-07
strat400,0,ENSG00000131149,block2726,-0.5845239693721971,0.0054044220754736,1.3614339636758288e-06
strat400,0,ENSG00000090621,block1076,0.8776333957805182,0.0064720037294562,6.814034911872824e-07
strat400,0,ENSG00000116885,block2031,0.2803579910605162,0.0046372083884541,1.4028603266824646e-06
strat400,0,ENSG00000133935,block2887,0.660160025249932,0.0083404967556219,2.7788290708485874e-06
strat400,0,ENSG00000133313,block2864,-0.6589369997446218,0.0051887863765982,1.0785723867368091e-06
