panel,layer,condition,n_families,rho_preservation,rho_recovery
mammal_cdsmask,17,gc_match,48,0.4366621532442719,0.22505741136870475
mammal_cdsmask,17,kmer4_shuffle,48,0.4209915977355247,0.2015120181524439
mammal_cdsmask,17,kmer6_shuffle,48,0.43710631882036616,0.1974719525176861
mammal_cdsmask,17,missense_subset,48,0.5938301991767106,0.1735920052372791
mammal_cdsmask,17,natural,48,1.0,0.30354985068372486
mammal_cdsmask,17,paired_p3_missense,48,0.6629588213802398,0.2565948886690057
mammal_cdsmask,17,paired_p3_syn,48,0.7439106293466535,0.253010252975354
mammal_cdsmask,17,synonymous_recode,48,0.6553279837618565,0.19013691138358904
mammal_cdsmask,18,dinuc_shuffle,48,0.44076127101472434,0.2136110093704612
mammal_cdsmask,18,gc_match,48,0.4359596024174297,0.2205184908460495
mammal_cdsmask,18,kmer4_shuffle,48,0.4198168419514671,0.19844380273016102
mammal_cdsmask,18,kmer6_shuffle,48,0.4372866741020422,0.19428637507205726
mammal_cdsmask,18,missense_subset,48,0.601373791759796,0.17744777570403122
mammal_cdsmask,18,natural,48,1.0,0.30664435460557643
mammal_cdsmask,18,paired_p3_missense,48,0.6645099218465853,0.25803068206798124
mammal_cdsmask,18,paired_p3_syn,48,0.7493734180444388,0.25712225112694714
mammal_cdsmask,18,synonymous_recode,48,0.663313516233962,0.19422132744353157
mammal_cdsmask,19,dinuc_shuffle,48,0.43845287654237447,0.2107514576739641
mammal_cdsmask,19,gc_match,48,0.43285479022712287,0.21776623517635774
mammal_cdsmask,19,kmer4_shuffle,48,0.41713250042100086,0.19552752413119037
mammal_cdsmask,19,kmer6_shuffle,48,0.4351900457609632,0.19204388860398316
mammal_cdsmask,19,missense_subset,48,0.5982766573686119,0.17348314450467214
mammal_cdsmask,19,natural,48,1.0,0.30419180421167696
mammal_cdsmask,19,paired_p3_missense,48,0.6623890790765109,0.2555719853037986
mammal_cdsmask,19,paired_p3_syn,48,0.7465652502920932,0.25337864335367777
mammal_cdsmask,19,synonymous_recode,48,0.6595270695519942,0.19093275365864537
mammal_cdsmask,2,dinuc_shuffle,48,0.7157187694511303,0.27385825096930266
mammal_cdsmask,2,gc_match,48,0.6335469882429998,0.2191930390768773
mammal_cdsmask,2,kmer4_shuffle,48,0.7512354198943219,0.30069538433840354
mammal_cdsmask,2,kmer6_shuffle,48,0.7565597540852357,0.3058807172827174
mammal_cdsmask,2,missense_subset,48,0.8766780324076476,0.33717409624965206
mammal_cdsmask,2,natural,48,1.0,0.3924876675053027
mammal_cdsmask,2,paired_p3_missense,48,0.9041164924910258,0.3777883930986117
mammal_cdsmask,2,paired_p3_syn,48,0.9101566654302052,0.40059099736217946
mammal_cdsmask,2,synonymous_recode,48,0.7390389787573337,0.26904000481254037
mammal_cdsmask,20,dinuc_shuffle,48,0.43301807155528776,0.20508523960251304
mammal_cdsmask,20,gc_match,48,0.4261706069588158,0.20524204441526042
mammal_cdsmask,20,kmer4_shuffle,48,0.4135800819731725,0.19306494984697187
mammal_cdsmask,20,kmer6_shuffle,48,0.43183186688468567,0.18952202740747084
mammal_cdsmask,20,missense_subset,48,0.5943694999061068,0.16969880656895284
mammal_cdsmask,20,natural,48,1.0,0.3002337279999626
mammal_cdsmask,20,paired_p3_missense,48,0.6577230037612062,0.252693449986145
mammal_cdsmask,20,paired_p3_syn,48,0.7398661002897224,0.24886666612815064
mammal_cdsmask,20,synonymous_recode,48,0.6519777995573292,0.18519621519083854
mammal_cdsmask,21,dinuc_shuffle,48,0.43330770430765747,0.20355508762658392
mammal_cdsmask,21,gc_match,48,0.4283681362479861,0.2014225073276639
mammal_cdsmask,21,kmer4_shuffle,48,0.41530990181556643,0.19102768295867936
mammal_cdsmask,21,kmer6_shuffle,48,0.43585415125845567,0.18670154824821947
mammal_cdsmask,21,missense_subset,48,0.5992544827270548,0.17477297877233053
mammal_cdsmask,21,natural,48,1.0,0.3035465238927102
mammal_cdsmask,21,paired_p3_missense,48,0.658714259000522,0.2536992263963227
mammal_cdsmask,21,paired_p3_syn,48,0.7410744892838155,0.2513271290587036
mammal_cdsmask,21,synonymous_recode,48,0.6554431507916071,0.18649430945983514
mammal_cdsmask,22,dinuc_shuffle,48,0.44304004493001536,0.20412584305916978
mammal_cdsmask,22,gc_match,48,0.4354611109854854,0.19686119434665597
mammal_cdsmask,22,kmer4_shuffle,48,0.4240550963379099,0.19301583264518465
mammal_cdsmask,22,kmer6_shuffle,48,0.4472046329919155,0.18845352079580704
mammal_cdsmask,22,missense_subset,48,0.6048221975047472,0.17693770286189622
mammal_cdsmask,22,natural,48,1.0,0.30830860881489747
mammal_cdsmask,22,paired_p3_missense,48,0.6670292599589708,0.25429246583965837
mammal_cdsmask,22,paired_p3_syn,48,0.744058966701596,0.251075275270775
mammal_cdsmask,22,synonymous_recode,48,0.6524344867174968,0.18474861347936844
mammal_cdsmask,23,dinuc_shuffle,48,0.45845996101391434,0.20577778593612694
mammal_cdsmask,23,gc_match,48,0.44510438566839344,0.1931248219690113
mammal_cdsmask,23,kmer4_shuffle,48,0.44802462026874573,0.20423194096334352
mammal_cdsmask,23,kmer6_shuffle,48,0.47347741712111596,0.19492640648214768
mammal_cdsmask,23,missense_subset,48,0.6452449953461288,0.20144700895414536
mammal_cdsmask,23,natural,48,1.0,0.32176145136353257
mammal_cdsmask,23,paired_p3_missense,48,0.6882994761583271,0.26280143386639154
mammal_cdsmask,23,paired_p3_syn,48,0.7604001488813382,0.2602633931570395
mammal_cdsmask,23,synonymous_recode,48,0.6713069758004638,0.19709464671013868
mammal_cdsmask,24,dinuc_shuffle,48,0.6239726178216259,0.3848450556005723
mammal_cdsmask,24,gc_match,48,0.5885468646169277,0.35434677472591747
mammal_cdsmask,24,kmer4_shuffle,48,0.6192834722910294,0.3875176418304493
mammal_cdsmask,24,kmer6_shuffle,48,0.6401618648171703,0.3755098540809258
mammal_cdsmask,24,missense_subset,48,0.724802885644572,0.31607960116681294
mammal_cdsmask,24,natural,48,1.0,0.40771327959737064
mammal_cdsmask,24,paired_p3_missense,48,0.7557588052542382,0.36808977511634255
mammal_cdsmask,24,paired_p3_syn,48,0.8125839798475224,0.3496612761006806
mammal_cdsmask,24,synonymous_recode,48,0.7216044456763765,0.2955741767750875
mammal_cdsmask,25,dinuc_shuffle,48,0.610774852447655,0.3797833153396028
mammal_cdsmask,25,gc_match,48,0.5769597602659243,0.3497317180453181
mammal_cdsmask,25,kmer4_shuffle,48,0.6033857573190202,0.37776752612203696
mammal_cdsmask,25,kmer6_shuffle,48,0.6237282831860751,0.36468290744766724
mammal_cdsmask,25,missense_subset,48,0.7139567035693558,0.30962661883772974
mammal_cdsmask,25,natural,48,1.0,0.41059452503772115
mammal_cdsmask,25,paired_p3_missense,48,0.7452138590430418,0.3625842168973887
mammal_cdsmask,25,paired_p3_syn,48,0.8062864793428539,0.3476239669461682
mammal_cdsmask,25,synonymous_recode,48,0.7129670171995289,0.2890181826352638
mammal_cdsmask,26,dinuc_shuffle,48,0.6270361022346653,0.3931064287089357
mammal_cdsmask,26,gc_match,48,0.5891030357227883,0.360968862817046
mammal_cdsmask,26,kmer4_shuffle,48,0.6284180772818874,0.39276733910066425
mammal_cdsmask,26,kmer6_shuffle,48,0.6477410386723196,0.3813036493661368
mammal_cdsmask,26,missense_subset,48,0.726105186637397,0.32645949279978864
mammal_cdsmask,26,natural,48,1.0,0.42747354999314374
mammal_cdsmask,26,paired_p3_missense,48,0.7520839929093008,0.3719080215308055
mammal_cdsmask,26,paired_p3_syn,48,0.8087332865712943,0.3630227932674018
mammal_cdsmask,26,synonymous_recode,48,0.7073928537458481,0.2981430935357357
mammal_cdsmask,27,dinuc_shuffle,48,0.6165867819905249,0.3786625284349406
mammal_cdsmask,27,gc_match,48,0.5551859050361084,0.3291978762542482
mammal_cdsmask,27,kmer4_shuffle,48,0.6157852086241223,0.3825961571515773
mammal_cdsmask,27,kmer6_shuffle,48,0.624597823981445,0.363811244946471
mammal_cdsmask,27,missense_subset,48,0.7154646851105433,0.323993862420983
mammal_cdsmask,27,natural,48,1.0,0.4424795364495546
mammal_cdsmask,27,paired_p3_missense,48,0.7269952314608249,0.36312659899704913
mammal_cdsmask,27,paired_p3_syn,48,0.7869780428174765,0.35948558133392045
mammal_cdsmask,27,synonymous_recode,48,0.6778127091717994,0.2856665569321087
mammal_cdsmask,28,dinuc_shuffle,48,0.3890429109105198,0.297638309220002
mammal_cdsmask,28,gc_match,48,0.32016796921624346,0.23611457062363042
mammal_cdsmask,28,kmer4_shuffle,48,0.36556982642162317,0.2977721060802925
mammal_cdsmask,28,kmer6_shuffle,48,0.3647299351961742,0.27599617316334063
mammal_cdsmask,28,missense_subset,48,0.4633865397741704,0.21359512991892535
mammal_cdsmask,28,natural,48,1.0,0.3740774982992557
mammal_cdsmask,28,paired_p3_missense,48,0.4876124381386287,0.2724431181036629
mammal_cdsmask,28,paired_p3_syn,48,0.6248221650536562,0.25593111109658007
mammal_cdsmask,28,synonymous_recode,48,0.5016744324091197,0.17466310512727834
mammal_cdsmask,29,dinuc_shuffle,48,0.5363222439784606,0.3146591421721219
mammal_cdsmask,29,gc_match,48,0.4321838422426656,0.24770864662414285
mammal_cdsmask,29,kmer4_shuffle,48,0.53557449686403,0.3178123740295396
mammal_cdsmask,29,kmer6_shuffle,48,0.5292321023354462,0.31204851977265063
mammal_cdsmask,29,missense_subset,48,0.5199924196842546,0.24037378972207324
mammal_cdsmask,29,natural,48,1.0,0.3829542280238622
mammal_cdsmask,29,paired_p3_missense,48,0.5919814061297065,0.31309395042176824
mammal_cdsmask,29,paired_p3_syn,48,0.6668628891711456,0.2953225973316515
mammal_cdsmask,29,synonymous_recode,48,0.5145276790509111,0.2090692462338315
mammal_cdsmask,3,dinuc_shuffle,48,0.8169813983939477,0.41150505732835935
mammal_cdsmask,3,gc_match,48,0.7752690595075217,0.3879853915453548
mammal_cdsmask,3,kmer4_shuffle,48,0.8441943052047449,0.4230365863934811
mammal_cdsmask,3,kmer6_shuffle,48,0.8451054827567691,0.4247025629446756
mammal_cdsmask,3,missense_subset,48,0.8899295768560765,0.4230672195604835
mammal_cdsmask,3,natural,48,1.0,0.44865595882155906
mammal_cdsmask,3,paired_p3_missense,48,0.9231079813205983,0.4495116644415525
mammal_cdsmask,3,paired_p3_syn,48,0.93166221058501,0.4529854853020315
mammal_cdsmask,3,synonymous_recode,48,0.8173980152677517,0.380561210077975
mammal_cdsmask,30,dinuc_shuffle,48,0.5846576556399052,0.3095949040314834
mammal_cdsmask,30,gc_match,48,0.45534707538735963,0.2434860313376538
mammal_cdsmask,30,kmer4_shuffle,48,0.569049546994108,0.3129343553233496
mammal_cdsmask,30,kmer6_shuffle,48,0.5788909387125104,0.3126906724117204
mammal_cdsmask,30,missense_subset,48,0.6579018470544821,0.291447296255067
mammal_cdsmask,30,natural,48,1.0,0.3323346562252633
mammal_cdsmask,30,paired_p3_missense,48,0.6575452748145239,0.33056534983064717
mammal_cdsmask,30,paired_p3_syn,48,0.7057788817378928,0.30137410965698724
mammal_cdsmask,30,synonymous_recode,48,0.5379143286707396,0.22345323495931133
mammal_cdsmask,31,dinuc_shuffle,48,0.5846576556399052,0.3095949040314834
mammal_cdsmask,31,gc_match,48,0.45534707538735963,0.2434860313376538
mammal_cdsmask,31,kmer4_shuffle,48,0.569049546994108,0.3129343553233496
mammal_cdsmask,31,kmer6_shuffle,48,0.5788909387125104,0.3126906724117204
mammal_cdsmask,31,missense_subset,48,0.6579018470544821,0.291447296255067
mammal_cdsmask,31,natural,48,1.0,0.3323346562252633
mammal_cdsmask,31,paired_p3_missense,48,0.6575452748145239,0.33056534983064717
mammal_cdsmask,31,paired_p3_syn,48,0.7057788817378928,0.30137410965698724
mammal_cdsmask,31,synonymous_recode,48,0.5379143286707396,0.22345323495931133
mammal_cdsmask,4,dinuc_shuffle,48,0.7506629999427125,0.39474659065256246
mammal_cdsmask,4,gc_match,48,0.7183416841633535,0.3730182714008485
mammal_cdsmask,4,kmer4_shuffle,48,0.773010272579826,0.40484320113666133
mammal_cdsmask,4,kmer6_shuffle,48,0.7735681899996285,0.3940316154216188
mammal_cdsmask,4,missense_subset,48,0.8395528211418647,0.3940165954648309
mammal_cdsmask,4,natural,48,1.0,0.4372333208933066
mammal_cdsmask,4,paired_p3_missense,48,0.8726113359794972,0.42485488839868774
mammal_cdsmask,4,paired_p3_syn,48,0.8902895688583451,0.429934166814083
mammal_cdsmask,4,synonymous_recode,48,0.7515681704842884,0.344496845811757
mammal_cdsmask,5,dinuc_shuffle,48,0.704226010534399,0.37470295029693396
mammal_cdsmask,5,gc_match,48,0.6682649339487295,0.35059720477592765
mammal_cdsmask,5,kmer4_shuffle,48,0.7151075538926118,0.3843410982684949
mammal_cdsmask,5,kmer6_shuffle,48,0.7134636418229793,0.3605170081849394
mammal_cdsmask,5,missense_subset,48,0.7922904397523732,0.358619398993806
mammal_cdsmask,5,natural,48,1.0,0.42608691500492357
mammal_cdsmask,5,paired_p3_missense,48,0.8189244408423143,0.3863172307912716
mammal_cdsmask,5,paired_p3_syn,48,0.8370170599130122,0.3975797094325178
mammal_cdsmask,5,synonymous_recode,48,0.6987807163940136,0.310241747013283
mammal_cdsmask,6,dinuc_shuffle,48,0.6282505866051339,0.34333406315563897
mammal_cdsmask,6,gc_match,48,0.5889147335845849,0.31374216630876894
mammal_cdsmask,6,kmer4_shuffle,48,0.643783288223425,0.3511494455615695
mammal_cdsmask,6,kmer6_shuffle,48,0.647166319237536,0.32474700433240794
mammal_cdsmask,6,missense_subset,48,0.7698414007234454,0.32627953193752285
mammal_cdsmask,6,natural,48,1.0,0.40620067046697067
mammal_cdsmask,6,paired_p3_missense,48,0.7842248953175349,0.35545640319710475
mammal_cdsmask,6,paired_p3_syn,48,0.8024260294763564,0.3689109719275823
mammal_cdsmask,6,synonymous_recode,48,0.6718011989706562,0.28358226168100376
mammal_cdsmask,7,dinuc_shuffle,48,0.5411896284653058,0.30700831215887975
mammal_cdsmask,7,gc_match,48,0.5121911847962529,0.2804699780636919
mammal_cdsmask,7,kmer4_shuffle,48,0.5504657530234834,0.3038767077287298
mammal_cdsmask,7,kmer6_shuffle,48,0.5364215588777067,0.2649085383523196
mammal_cdsmask,7,missense_subset,48,0.726211040328892,0.2869699987406847
mammal_cdsmask,7,natural,48,1.0,0.38633219950475944
mammal_cdsmask,7,paired_p3_missense,48,0.7393253069064022,0.32164415455134765
mammal_cdsmask,7,paired_p3_syn,48,0.758029652977696,0.3351985415703591
mammal_cdsmask,7,synonymous_recode,48,0.6339888479658274,0.2569583612157452
mammal_cdsmask,8,dinuc_shuffle,48,0.49516664383875036,0.2722511816687951
mammal_cdsmask,8,gc_match,48,0.46959811099206344,0.23987564522995075
mammal_cdsmask,8,kmer4_shuffle,48,0.5115931612681068,0.27197698063576337
mammal_cdsmask,8,kmer6_shuffle,48,0.5063727535213449,0.2433172613047657
mammal_cdsmask,8,missense_subset,48,0.6923510574753932,0.2574065100899836
mammal_cdsmask,8,natural,48,1.0,0.3671079450130172
mammal_cdsmask,8,paired_p3_missense,48,0.6987919904502616,0.2928151938307045
mammal_cdsmask,8,paired_p3_syn,48,0.719732161776109,0.3032986723302296
mammal_cdsmask,8,synonymous_recode,48,0.6006262779472319,0.22717544698497302
mammal_cdsmask,9,dinuc_shuffle,48,0.4752968047272199,0.2228348665352974
mammal_cdsmask,9,gc_match,48,0.45109323395686124,0.1914024733278102
mammal_cdsmask,9,kmer4_shuffle,48,0.49971093713307796,0.23305069483667692
mammal_cdsmask,9,kmer6_shuffle,48,0.49274338125096734,0.19922131333429152
mammal_cdsmask,9,missense_subset,48,0.6977801664812576,0.23464727273136696
mammal_cdsmask,9,natural,48,1.0,0.33798675121730587
mammal_cdsmask,9,paired_p3_missense,48,0.6987478229336702,0.2589139045328957
mammal_cdsmask,9,paired_p3_syn,48,0.7424623697474954,0.28002662748217083
mammal_cdsmask,9,synonymous_recode,48,0.6226121851160225,0.20656817171087996
