gene,stratum,perc_id_hp,block,layer,n_layers,representation,condition,sample,gen_bp,n_samples,v_norm,q_loo,alpha_own,aa_id_to_target,nt_id_to_target,indel_bp,indel_events,n_stop_codons,premature_stop,temperature,top_k,n_voting_species,pct_diagnostic_correct,n_diagnostic_scorable,pct_autapomorphy_correct,n_autapomorphy_scorable
ENSG00000132196,0,59.2375,2781,blocks.27,1,cds_mean,add_own,0,825,5,"{""27"": 5.6227}","{""27"": 8.8659}","{""27"": 1.5768}",31.09,49.94,60,24,0,False,,,19.0,53.87096774193548,310.0,47.27272727272727,55.0
ENSG00000132196,0,59.2375,2781,blocks.27,1,cds_mean,add_own,1,825,5,"{""27"": 5.6227}","{""27"": 8.8659}","{""27"": 1.5768}",39.21,59.88,30,12,1,True,,,19.0,48.064516129032256,310.0,34.54545454545455,55.0
ENSG00000132196,0,59.2375,2781,blocks.27,1,cds_mean,add_own,2,825,5,"{""27"": 5.6227}","{""27"": 8.8659}","{""27"": 1.5768}",21.82,52.0,50,20,1,True,,,19.0,52.903225806451616,310.0,47.27272727272727,55.0
ENSG00000132196,0,59.2375,2781,blocks.27,1,cds_mean,add_own,3,825,5,"{""27"": 5.6227}","{""27"": 8.8659}","{""27"": 1.5768}",25.72,54.39,34,18,2,True,,,19.0,47.41935483870968,310.0,38.18181818181818,55.0
ENSG00000132196,0,59.2375,2781,blocks.27,1,cds_mean,add_own,4,825,5,"{""27"": 5.6227}","{""27"": 8.8659}","{""27"": 1.5768}",25.09,47.85,26,15,0,False,,,19.0,51.61290322580645,310.0,54.54545454545455,55.0
ENSG00000132196,0,59.2375,2781,blocks.27,1,cds_mean,random_a1.0,0,825,5,"{""27"": 5.6227}","{""27"": 8.8659}","{""27"": 1.5768}",58.5,61.18,14,8,0,False,,,19.0,16.451612903225808,310.0,7.2727272727272725,55.0
ENSG00000132196,0,59.2375,2781,blocks.27,1,cds_mean,random_a1.0,1,825,5,"{""27"": 5.6227}","{""27"": 8.8659}","{""27"": 1.5768}",60.2,61.94,16,9,0,False,,,19.0,16.451612903225808,310.0,3.6363636363636362,55.0
ENSG00000132196,0,59.2375,2781,blocks.27,1,cds_mean,random_a1.0,2,825,5,"{""27"": 5.6227}","{""27"": 8.8659}","{""27"": 1.5768}",60.2,62.42,16,10,0,False,,,19.0,16.774193548387096,310.0,3.6363636363636362,55.0
ENSG00000132196,0,59.2375,2781,blocks.27,1,cds_mean,random_a1.0,3,825,5,"{""27"": 5.6227}","{""27"": 8.8659}","{""27"": 1.5768}",58.84,61.9,14,8,0,False,,,19.0,16.451612903225808,310.0,1.8181818181818181,55.0
ENSG00000132196,0,59.2375,2781,blocks.27,1,cds_mean,random_a1.0,4,825,5,"{""27"": 5.6227}","{""27"": 8.8659}","{""27"": 1.5768}",60.2,62.89,10,5,0,False,,,19.0,17.419354838709676,310.0,3.6363636363636362,55.0
ENSG00000144115,1,70.6612,3606,none,0,cds_mean,unsteered,0,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",13.78,41.55,70,34,24,True,,,18.0,39.57446808510638,235.0,38.888888888888886,90.0
ENSG00000144115,1,70.6612,3606,none,0,cds_mean,unsteered,1,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",9.55,41.17,60,30,0,False,,,18.0,42.12765957446808,235.0,45.55555555555556,90.0
ENSG00000144115,1,70.6612,3606,none,0,cds_mean,unsteered,2,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",6.01,41.19,44,22,4,True,,,18.0,35.319148936170215,235.0,27.77777777777778,90.0
ENSG00000144115,1,70.6612,3606,none,0,cds_mean,unsteered,3,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",10.71,43.97,88,41,7,True,,,18.0,43.40425531914894,235.0,47.77777777777778,90.0
ENSG00000144115,1,70.6612,3606,none,0,cds_mean,unsteered,4,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",10.95,38.7,62,34,14,True,,,18.0,39.148936170212764,235.0,43.333333333333336,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,add_a1.0,0,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",10.39,41.96,64,38,18,True,,,18.0,35.319148936170215,235.0,34.44444444444444,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,add_a1.0,1,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",8.08,43.53,72,37,0,False,,,18.0,40.851063829787236,235.0,43.333333333333336,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,add_a1.0,2,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",12.98,43.23,82,38,5,True,,,18.0,45.53191489361702,235.0,43.333333333333336,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,add_a1.0,3,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",13.49,46.43,72,40,3,True,,,18.0,49.361702127659576,235.0,50.0,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,add_a1.0,4,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",8.96,42.24,74,39,17,True,,,18.0,41.702127659574465,235.0,48.888888888888886,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,add_own,0,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",12.43,43.68,74,35,5,True,,,18.0,46.38297872340426,235.0,43.333333333333336,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,add_own,1,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",11.21,42.79,66,34,3,True,,,18.0,48.08510638297872,235.0,44.44444444444444,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,add_own,2,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",14.24,41.89,48,26,2,True,,,18.0,44.680851063829785,235.0,38.888888888888886,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,add_own,3,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",11.94,43.05,58,28,0,False,,,18.0,48.08510638297872,235.0,44.44444444444444,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,add_own,4,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",11.54,36.02,60,26,34,True,,,18.0,34.8936170212766,235.0,37.77777777777778,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,random_a1.0,0,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",8.71,32.68,38,23,4,True,,,18.0,31.06382978723404,235.0,30.0,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,random_a1.0,1,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",8.06,33.89,30,17,5,True,,,18.0,38.297872340425535,235.0,37.77777777777778,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,random_a1.0,2,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",11.57,42.87,62,34,2,True,,,18.0,45.53191489361702,235.0,46.666666666666664,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,random_a1.0,3,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",14.5,45.16,64,32,1,True,,,18.0,45.1063829787234,235.0,41.111111111111114,90.0
ENSG00000144115,1,70.6612,3606,blocks.27,1,cds_mean,random_a1.0,4,1000,5,"{""27"": 5.6292}","{""27"": 6.2864}","{""27"": 1.1168}",12.87,40.83,82,35,16,True,,,18.0,39.148936170212764,235.0,45.55555555555556,90.0
ENSG00000114446,2,78.5548,1866,none,0,cds_mean,unsteered,0,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",11.34,41.89,58,31,6,True,,,22.0,46.231155778894475,199.0,45.070422535211264,71.0
ENSG00000114446,2,78.5548,1866,none,0,cds_mean,unsteered,1,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",10.68,34.09,36,16,1,True,,,22.0,43.21608040201005,199.0,42.25352112676056,71.0
ENSG00000114446,2,78.5548,1866,none,0,cds_mean,unsteered,2,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",18.31,45.78,84,36,0,False,,,22.0,38.19095477386934,199.0,28.169014084507044,71.0
ENSG00000114446,2,78.5548,1866,none,0,cds_mean,unsteered,3,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",11.31,39.67,62,27,1,True,,,22.0,45.7286432160804,199.0,46.478873239436616,71.0
ENSG00000114446,2,78.5548,1866,none,0,cds_mean,unsteered,4,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",10.29,39.73,54,28,8,True,,,22.0,42.21105527638191,199.0,42.25352112676056,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,add_a1.0,0,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",10.45,40.29,60,28,0,False,,,22.0,48.24120603015076,199.0,42.25352112676056,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,add_a1.0,1,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",11.31,38.16,60,26,4,True,,,22.0,47.23618090452261,199.0,47.88732394366197,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,add_a1.0,2,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",7.19,34.8,40,17,0,False,,,22.0,41.70854271356784,199.0,42.25352112676056,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,add_a1.0,3,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",11.04,38.62,56,26,1,True,,,22.0,49.246231155778894,199.0,53.521126760563384,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,add_a1.0,4,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",8.38,37.28,60,22,9,True,,,22.0,49.246231155778894,199.0,49.29577464788732,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,add_own,0,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",10.95,36.57,40,24,0,False,,,22.0,50.753768844221106,199.0,42.25352112676056,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,add_own,1,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",6.31,35.92,38,20,4,True,,,22.0,42.21105527638191,199.0,43.66197183098591,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,add_own,2,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",12.8,41.47,64,32,0,False,,,22.0,46.733668341708544,199.0,45.070422535211264,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,add_own,3,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",9.55,40.2,50,27,2,True,,,22.0,43.71859296482412,199.0,46.478873239436616,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,add_own,4,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",10.18,38.99,52,25,0,False,,,22.0,49.74874371859296,199.0,50.70422535211268,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,random_a1.0,0,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",9.58,41.43,66,34,0,False,,,22.0,48.743718592964825,199.0,50.70422535211268,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,random_a1.0,1,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",11.28,41.07,84,32,2,True,,,22.0,47.23618090452261,199.0,49.29577464788732,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,random_a1.0,2,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",8.96,37.84,40,26,0,False,,,22.0,44.221105527638194,199.0,50.70422535211268,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,random_a1.0,3,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",9.25,34.52,28,14,1,True,,,22.0,39.19597989949749,199.0,33.80281690140845,71.0
ENSG00000114446,2,78.5548,1866,blocks.27,1,cds_mean,random_a1.0,4,1000,5,"{""27"": 5.628}","{""27"": 6.7571}","{""27"": 1.2006}",11.87,38.74,60,28,0,False,,,22.0,46.733668341708544,199.0,45.070422535211264,71.0
ENSG00000078403,3,85.8614,636,none,0,cds_mean,unsteered,0,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",11.57,42.25,40,25,17,True,,,18.0,34.04255319148936,94.0,28.571428571428573,35.0
ENSG00000078403,3,85.8614,636,none,0,cds_mean,unsteered,1,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",18.82,46.79,86,39,10,True,,,18.0,41.48936170212766,94.0,54.285714285714285,35.0
ENSG00000078403,3,85.8614,636,none,0,cds_mean,unsteered,2,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",12.57,41.38,54,27,4,True,,,18.0,51.06382978723404,94.0,51.42857142857143,35.0
ENSG00000078403,3,85.8614,636,none,0,cds_mean,unsteered,3,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",14.96,41.23,76,38,4,True,,,18.0,44.680851063829785,94.0,48.57142857142857,35.0
ENSG00000078403,3,85.8614,636,none,0,cds_mean,unsteered,4,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",9.55,27.85,18,8,1,True,,,18.0,27.659574468085108,94.0,37.142857142857146,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,add_a1.0,0,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",15.29,41.06,70,31,0,False,,,18.0,47.87234042553192,94.0,51.42857142857143,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,add_a1.0,1,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",10.71,29.27,16,9,1,True,,,18.0,37.234042553191486,94.0,31.428571428571427,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,add_a1.0,2,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",10.98,43.19,84,34,0,False,,,18.0,43.61702127659574,94.0,45.714285714285715,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,add_a1.0,3,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",12.32,36.38,56,30,3,True,,,18.0,45.744680851063826,94.0,51.42857142857143,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,add_a1.0,4,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",9.58,43.17,80,36,0,False,,,18.0,46.808510638297875,94.0,42.857142857142854,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,add_own,0,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",15.04,42.73,78,32,0,False,,,18.0,54.255319148936174,94.0,54.285714285714285,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,add_own,1,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",13.57,41.25,56,31,5,True,,,18.0,35.1063829787234,94.0,40.0,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,add_own,2,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",14.41,40.91,68,30,3,True,,,18.0,40.42553191489362,94.0,45.714285714285715,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,add_own,3,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",19.4,39.59,46,24,0,False,,,18.0,45.744680851063826,94.0,48.57142857142857,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,add_own,4,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",16.91,43.91,86,39,3,True,,,18.0,43.61702127659574,94.0,37.142857142857146,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,random_a1.0,0,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",14.58,44.28,82,39,0,False,,,18.0,47.87234042553192,94.0,42.857142857142854,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,random_a1.0,1,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",9.55,43.88,74,37,18,True,,,18.0,40.42553191489362,94.0,51.42857142857143,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,random_a1.0,2,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",9.85,40.56,56,31,15,True,,,18.0,43.61702127659574,94.0,37.142857142857146,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,random_a1.0,3,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",12.76,42.93,78,33,5,True,,,18.0,46.808510638297875,94.0,45.714285714285715,35.0
ENSG00000078403,3,85.8614,636,blocks.27,1,cds_mean,random_a1.0,4,1000,5,"{""27"": 5.6324}","{""27"": 4.9888}","{""27"": 0.8857}",15.62,43.08,80,39,6,True,,,18.0,45.744680851063826,94.0,51.42857142857143,35.0
ENSG00000115760,4,92.7115,1951,none,0,cds_mean,unsteered,0,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",12.98,42.8,56,30,8,True,,,18.0,37.28813559322034,118.0,47.16981132075472,53.0
ENSG00000115760,4,92.7115,1951,none,0,cds_mean,unsteered,1,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",13.2,40.14,58,31,9,True,,,18.0,36.440677966101696,118.0,26.41509433962264,53.0
ENSG00000115760,4,92.7115,1951,none,0,cds_mean,unsteered,2,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",14.79,40.16,52,30,1,True,,,18.0,48.30508474576271,118.0,43.39622641509434,53.0
ENSG00000115760,4,92.7115,1951,none,0,cds_mean,unsteered,3,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",12.98,44.97,68,34,19,True,,,18.0,45.76271186440678,118.0,41.509433962264154,53.0
ENSG00000115760,4,92.7115,1951,none,0,cds_mean,unsteered,4,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",14.83,41.59,68,30,27,True,,,18.0,38.13559322033898,118.0,35.84905660377358,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,add_a1.0,0,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",15.88,41.68,44,20,1,True,,,18.0,48.30508474576271,118.0,52.83018867924528,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,add_a1.0,1,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",13.31,44.12,58,32,0,False,,,18.0,54.23728813559322,118.0,45.283018867924525,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,add_a1.0,2,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",13.39,40.08,46,30,1,True,,,18.0,43.220338983050844,118.0,45.283018867924525,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,add_a1.0,3,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",13.02,42.0,62,31,1,True,,,18.0,48.30508474576271,118.0,47.16981132075472,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,add_a1.0,4,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",15.29,41.81,52,35,3,True,,,18.0,49.152542372881356,118.0,41.509433962264154,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,add_own,0,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",13.45,42.3,66,30,0,False,,,18.0,44.067796610169495,118.0,41.509433962264154,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,add_own,1,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",15.45,44.68,68,35,1,True,,,18.0,56.779661016949156,118.0,50.943396226415096,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,add_own,2,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",11.9,42.2,52,32,5,True,,,18.0,48.30508474576271,118.0,50.943396226415096,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,add_own,3,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",10.78,39.59,46,26,0,False,,,18.0,48.30508474576271,118.0,49.056603773584904,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,add_own,4,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",8.31,41.16,26,22,4,True,,,18.0,46.610169491525426,118.0,41.509433962264154,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,random_a1.0,0,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",13.1,42.15,50,26,1,True,,,18.0,50.847457627118644,118.0,47.16981132075472,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,random_a1.0,1,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",11.04,40.98,50,27,1,True,,,18.0,49.152542372881356,118.0,43.39622641509434,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,random_a1.0,2,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",13.02,41.67,40,25,0,False,,,18.0,50.0,118.0,54.716981132075475,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,random_a1.0,3,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",13.86,41.19,54,34,2,True,,,18.0,53.389830508474574,118.0,52.83018867924528,53.0
ENSG00000115760,4,92.7115,1951,blocks.27,1,cds_mean,random_a1.0,4,1000,5,"{""27"": 5.6345}","{""27"": 4.1662}","{""27"": 0.7394}",11.31,40.7,54,28,0,False,,,18.0,44.91525423728814,118.0,35.84905660377358,53.0
ENSG00000164935,0,58.2979,4775,none,0,cds_mean,unsteered,0,1000,5,"{""27"": 5.633}","{""27"": 4.7675}","{""27"": 0.8464}",9.55,44.54,88,44,13,True,,,20.0,50.955414012738856,314.0,51.32743362831859,113.0
ENSG00000164935,0,58.2979,4775,none,0,cds_mean,unsteered,1,1000,5,"{""27"": 5.633}","{""27"": 4.7675}","{""27"": 0.8464}",9.52,41.38,88,41,15,True,,,20.0,43.63057324840764,314.0,47.78761061946903,113.0
ENSG00000164935,0,58.2979,4775,none,0,cds_mean,unsteered,2,1000,5,"{""27"": 5.633}","{""27"": 4.7675}","{""27"": 0.8464}",6.87,42.11,66,32,0,False,,,20.0,40.445859872611464,314.0,33.6283185840708,113.0
ENSG00000164935,0,58.2979,4775,none,0,cds_mean,unsteered,3,1000,5,"{""27"": 5.633}","{""27"": 4.7675}","{""27"": 0.8464}",7.78,40.95,56,31,17,True,,,20.0,43.94904458598726,314.0,46.017699115044245,113.0
ENSG00000164935,0,58.2979,4775,none,0,cds_mean,unsteered,4,1000,5,"{""27"": 5.633}","{""27"": 4.7675}","{""27"": 0.8464}",10.39,41.92,66,35,8,True,,,20.0,41.0828025477707,314.0,38.93805309734513,113.0
ENSG00000164935,0,58.2979,4775,blocks.27,1,cds_mean,add_a1.0,0,1000,5,"{""27"": 5.633}","{""27"": 4.7675}","{""27"": 0.8464}",13.65,39.08,42,22,0,False,,,20.0,41.71974522292994,314.0,36.283185840707965,113.0
ENSG00000164935,0,58.2979,4775,blocks.27,1,cds_mean,add_a1.0,1,1000,5,"{""27"": 5.633}","{""27"": 4.7675}","{""27"": 0.8464}",11.83,40.14,58,31,34,True,,,20.0,38.53503184713376,314.0,38.05309734513274,113.0
