condition,family,pos_identity,edit_identity,aa_identity,n_seqs
gc_match,arachidonate_lipoxygenase,0.2591848572071984,0.4816387558891531,0.0564385481716927,103
gc_match,arf_gtpase,0.2572661729165948,0.4730929122897547,0.0554119091723474,419
gc_match,carbonic_anhydrase,0.2536872313576428,0.4726921802654172,0.0579609261117013,107
gc_match,cxc_chemokine_receptor,0.2535589795361306,0.4777605142445612,0.0535932738776923,61
gc_match,cytochrome_p450,0.2581661055300052,0.4784170271544304,0.0587398597832044,647
gc_match,dopamine_receptor,0.2638371426704164,0.4834632435079927,0.0618187046828013,89
gc_match,ectonucleotide_pyrophosphatase,0.2559999586974733,0.4777886707818247,0.054006589270106,120
gc_match,ferritin,0.2583922333719406,0.4747652189520977,0.0608811690159655,39
gc_match,flavin_monooxygenase,0.2496953722435331,0.4728599071046945,0.0532707618352107,90
gc_match,globins,0.265985128826307,0.4828630005039337,0.0598509806015512,98
gc_match,glutamate_metabotropic,0.2574107796151961,0.4818891694562096,0.0576332891377508,117
gc_match,glutaredoxin,0.2591483789801771,0.4702005104923647,0.0606403443329334,67
gc_match,glutathione_peroxidase,0.2569280519542916,0.4707677416889844,0.0564652323636122,105
gc_match,glutathione_s_transferase,0.2504970490048626,0.4696882042578936,0.0534661914784513,148
gc_match,guanylate_binding_protein,0.2557178643398046,0.472411615108015,0.053426018052295,50
gc_match,heme_oxygenase,0.2609062336085478,0.4764724092985991,0.0523583137636377,20
gc_match,histamine_receptor,0.2593654224550648,0.4801138767045737,0.0607373881028606,70
gc_match,histone_deacetylase_classI,0.2511766277906994,0.4767951024267899,0.0495655006972379,66
gc_match,histone_h4,0.267965770681869,0.4772270735990006,0.0674389844889447,65
gc_match,hox,0.2667913343444628,0.479613576150112,0.0641440248368756,720
gc_match,m14_carboxypeptidase,0.2546713582262208,0.4763110697001443,0.0565862774705755,418
gc_match,matrix_metalloproteinase,0.2601318802811239,0.4791681781970393,0.0581659678715009,363
gc_match,metallothionein,0.2623314380472694,0.4618305211886245,0.0476972880764636,45
gc_match,muscarinic_receptor,0.2592863547811192,0.4789878704803062,0.0581948866688817,64
gc_match,nadph_oxidase,0.2544526453985406,0.4782687785488722,0.0548687390805233,96
gc_match,nitric_oxide_synthase,0.2824115928324686,0.4956144620735018,0.068900675789653,54
gc_match,olfactory_receptors,0.2520671336911166,0.4704227093571297,0.057894472120237,2578
gc_match,opsins,0.254828067975103,0.4767456457995339,0.0549284590019427,94
gc_match,p2y_receptor,0.2565969227575181,0.475646671098562,0.0589913830351108,106
gc_match,peroxidase,0.2601829955175085,0.4841579750368489,0.0598807824727081,79
gc_match,peroxiredoxin,0.2553860444747273,0.4679740010641708,0.0574102370852702,76
gc_match,phosphodiesterase,0.2525385944760887,0.4744470094477856,0.0551067837649589,320
gc_match,rab_gtpase,0.255816125816969,0.4721772740261551,0.0559870387941231,888
gc_match,ras_gtpases,0.2596040637785854,0.4759521716884812,0.0576946655634875,489
gc_match,rho_gtpase,0.25767213986019,0.4751455810018411,0.0565998492757677,302
gc_match,serine_protease,0.259498005733737,0.4800632100494584,0.0591097061095005,422
gc_match,serotonin_receptor,0.2583266592977317,0.4786653378144667,0.0598147845025598,156
gc_match,steap_metalloreductase,0.2571572004351807,0.4778290538984956,0.0583755562776797,49
gc_match,sulfotransferase,0.2606060007850201,0.4748774847563235,0.0528441496950231,116
gc_match,taste2_receptor,0.2597059815005587,0.4734343884555932,0.0600262327441843,208
gc_match,udp_glucuronosyltransferase,0.2565785166577581,0.4733563592931537,0.0567210046374857,69
kmer4_shuffle,adam_metallopeptidase,0.2612362959749236,0.4903270206734751,0.0601976165285006,238
kmer4_shuffle,adamts_metallopeptidase,0.2638478768923244,0.493888510626265,0.0625577898223964,272
kmer4_shuffle,adrenoceptor,0.2843031243930598,0.5087072976987174,0.0744225709762355,133
kmer4_shuffle,alcohol_dehydrogenase,0.2568505822530599,0.4819456326703099,0.0634223278532992,26
kmer4_shuffle,aldehyde_dehydrogenase,0.258830921077533,0.4869448182326452,0.0601687171886955,289
kmer4_shuffle,aldo_keto_reductase,0.2603511046889715,0.4861591626908368,0.0619224382096426,107
kmer4_shuffle,alkaline_phosphatase,0.2673270952415874,0.4977079864810277,0.0628482256159403,30
kmer4_shuffle,arachidonate_lipoxygenase,0.2611048561270656,0.4923597786416959,0.060687552007572,103
kmer4_shuffle,arf_gtpase,0.2676263794426048,0.4932057231168799,0.0680834029098106,419
kmer4_shuffle,carbonic_anhydrase,0.2599875619694781,0.4847841006359289,0.0639484321246674,107
kmer4_shuffle,cxc_chemokine_receptor,0.265606328377893,0.5010561978492879,0.0678479083425762,61
kmer4_shuffle,cytochrome_p450,0.2618667436116662,0.4877892854475678,0.0642839923945703,647
kmer4_shuffle,dopamine_receptor,0.2710959234837816,0.4982272954263433,0.0694436911577539,89
kmer4_shuffle,ectonucleotide_pyrophosphatase,0.2590857266756842,0.4845472077435699,0.058451836593297,120
kmer4_shuffle,ferritin,0.2688564599490083,0.4929400732223118,0.0706855962732835,39
kmer4_shuffle,flavin_monooxygenase,0.2563904024361813,0.4790272105853003,0.0586074275082717,90
kmer4_shuffle,globins,0.275962616651863,0.5101970209880583,0.0732789474870515,98
kmer4_shuffle,glutamate_metabotropic,0.2589042396056227,0.4899809001213815,0.0596466112717414,117
kmer4_shuffle,glutaredoxin,0.2757830932301264,0.4898653246830545,0.0741132414340765,67
kmer4_shuffle,glutathione_peroxidase,0.2634910443161406,0.4881713979708855,0.0680250729191651,105
kmer4_shuffle,glutathione_s_transferase,0.2598771212492589,0.4863672372950679,0.0639555752422893,148
kmer4_shuffle,guanylate_binding_protein,0.2556225502621717,0.4884574776544845,0.0594217675680569,50
kmer4_shuffle,heme_oxygenase,0.267934282013105,0.4928368275515575,0.0665410549763275,20
kmer4_shuffle,histamine_receptor,0.2665106730730169,0.4941507695067022,0.0681538185521936,70
kmer4_shuffle,histone_deacetylase_classI,0.2573099714441547,0.4892576764384642,0.0563240297292143,66
kmer4_shuffle,histone_h4,0.2860099911249792,0.5088496599004133,0.0872458957907014,65
kmer4_shuffle,hox,0.2779351480741608,0.4921992646624792,0.0764455927712158,720
kmer4_shuffle,m14_carboxypeptidase,0.2583726256629595,0.4857372219958905,0.060864656600135,418
kmer4_shuffle,matrix_metalloproteinase,0.2635556295456362,0.4873758380264278,0.0629961691348573,363
kmer4_shuffle,metallothionein,0.2937450222064704,0.5243691359586863,0.1143955081740135,45
kmer4_shuffle,muscarinic_receptor,0.2618894025003392,0.4933640096172505,0.0632574842830427,64
kmer4_shuffle,nadph_oxidase,0.2559111979576624,0.4871372975257768,0.0600388498165816,96
kmer4_shuffle,nitric_oxide_synthase,0.2917689192406874,0.5099470722825027,0.0807943112121821,54
kmer4_shuffle,olfactory_receptors,0.2652458273151578,0.4927247349340082,0.0702274141660911,2578
kmer4_shuffle,opsins,0.2646951249062646,0.4920219649878055,0.0646074096258196,94
kmer4_shuffle,p2y_receptor,0.2669969813620106,0.4932919774410768,0.0697979357074454,106
kmer4_shuffle,peroxidase,0.2642058089858298,0.4937466461960095,0.0633765730793777,79
kmer4_shuffle,peroxiredoxin,0.2629751850811207,0.4807390575485318,0.0677460087678647,76
kmer4_shuffle,phosphodiesterase,0.2612790341525591,0.4879458833772953,0.0632834642097236,320
kmer4_shuffle,rab_gtpase,0.2658816379601744,0.489414903895265,0.0658057203553374,888
kmer4_shuffle,ras_gtpases,0.2707011962885601,0.4957363455661613,0.0696964682221219,489
kmer4_shuffle,rho_gtpase,0.2671165244697738,0.4891706300766854,0.0666948473697248,302
kmer4_shuffle,serine_protease,0.2643569610968908,0.4918207061704253,0.0658018589084577,422
kmer4_shuffle,serotonin_receptor,0.2645056230414961,0.4903959730691798,0.0649137433754061,156
kmer4_shuffle,steap_metalloreductase,0.2598542108685491,0.4838342245103085,0.0655321253918444,49
kmer4_shuffle,sulfotransferase,0.2687976935839448,0.4907946285167341,0.0616201872463974,116
kmer4_shuffle,taste2_receptor,0.2654411268799207,0.4883767872782178,0.0707768311643214,208
kmer4_shuffle,udp_glucuronosyltransferase,0.2583861338030319,0.48035122308496,0.0609901633480646,69
kmer6_shuffle,adam_metallopeptidase,0.263348107809705,0.4940954145755368,0.0625574891180567,238
kmer6_shuffle,adamts_metallopeptidase,0.2646860745724955,0.4966247175586003,0.0640659686001641,272
kmer6_shuffle,adrenoceptor,0.2864518187423759,0.5160722339187448,0.0791210613678668,133
kmer6_shuffle,alcohol_dehydrogenase,0.2592505444180389,0.4871045072942668,0.0651968817756751,26
kmer6_shuffle,aldehyde_dehydrogenase,0.2638516587449914,0.4927405498577655,0.0656054755719241,289
kmer6_shuffle,aldo_keto_reductase,0.267066374518932,0.4990170755045575,0.0696528640570045,107
kmer6_shuffle,alkaline_phosphatase,0.2718317066149302,0.5029351871429006,0.0704510669577973,30
kmer6_shuffle,arachidonate_lipoxygenase,0.2629169881814185,0.4962020802832131,0.0637451235222418,103
kmer6_shuffle,arf_gtpase,0.2826416803480555,0.5147997653425651,0.0854446590794949,419
kmer6_shuffle,carbonic_anhydrase,0.268136731458626,0.4977414922167114,0.0739496382367186,107
kmer6_shuffle,cxc_chemokine_receptor,0.2700120693334918,0.5110607292053457,0.0721097380401393,61
kmer6_shuffle,cytochrome_p450,0.2656881106314492,0.4943748098280595,0.0679775872064863,647
kmer6_shuffle,dopamine_receptor,0.2737158030641884,0.5061642154438566,0.0700430973342729,89
kmer6_shuffle,ectonucleotide_pyrophosphatase,0.2606418466425098,0.4904652448123459,0.0604591784697507,120
kmer6_shuffle,ferritin,0.2835938699657339,0.5150354543452604,0.0903124299279376,39
kmer6_shuffle,flavin_monooxygenase,0.2605002825307588,0.4847880915349999,0.0633239894176328,90
kmer6_shuffle,globins,0.2907453848776343,0.5319238339136788,0.0900252880144063,98
kmer6_shuffle,glutamate_metabotropic,0.2594228188510146,0.4928116828722006,0.061739003562573,117
kmer6_shuffle,glutaredoxin,0.2904269300949603,0.5158456128977232,0.0954512571995956,67
kmer6_shuffle,glutathione_peroxidase,0.2812486407133175,0.5111253987659881,0.0913982406795039,105
kmer6_shuffle,glutathione_s_transferase,0.2722396803105794,0.5033489510030337,0.0792241276440391,148
kmer6_shuffle,guanylate_binding_protein,0.260023798489158,0.4950327767845301,0.0633078229902923,50
kmer6_shuffle,heme_oxygenase,0.2702045283996664,0.5037951617745359,0.0745777046739416,20
kmer6_shuffle,histamine_receptor,0.2681893800321404,0.5013564155114446,0.0726163850638712,70
kmer6_shuffle,histone_deacetylase_classI,0.2610344154657225,0.4972401294583522,0.0614629993620649,66
kmer6_shuffle,histone_h4,0.3191433900196787,0.5559021866317663,0.1343791110642815,65
kmer6_shuffle,hox,0.2852965817467048,0.5040385984217192,0.0859979827562066,720
kmer6_shuffle,m14_carboxypeptidase,0.2609874200390615,0.4910204030539476,0.063236406436028,418
kmer6_shuffle,matrix_metalloproteinase,0.2656228143830574,0.4938616174399027,0.0664825133930246,363
kmer6_shuffle,metallothionein,0.368379498176521,0.6042486978406163,0.20894071520145,45
kmer6_shuffle,muscarinic_receptor,0.2650815241414988,0.4982089140540781,0.0646033324068682,64
kmer6_shuffle,nadph_oxidase,0.2617182898870112,0.4911408520183276,0.0627627752179247,96
kmer6_shuffle,nitric_oxide_synthase,0.3033044866243603,0.5277274690441517,0.0954825874856743,54
kmer6_shuffle,olfactory_receptors,0.2720165914532592,0.5045559438974105,0.0779431266312576,2578
kmer6_shuffle,opsins,0.2688544237801356,0.5012533097438745,0.0723938837849868,94
kmer6_shuffle,p2y_receptor,0.2696521768589228,0.5013701828347704,0.0758986565183418,106
kmer6_shuffle,peroxidase,0.2645630698073626,0.4972817243118967,0.0646821826227881,79
kmer6_shuffle,peroxiredoxin,0.2683153235519988,0.4962274621544137,0.078862785304513,76
kmer6_shuffle,phosphodiesterase,0.2670641854505218,0.4979470799992536,0.071808708761163,320
kmer6_shuffle,rab_gtpase,0.2769703667062285,0.5079251228205972,0.080479174444881,888
kmer6_shuffle,ras_gtpases,0.2837335135165035,0.5152884091482821,0.0838305523089407,489
kmer6_shuffle,rho_gtpase,0.2763230670098561,0.5048921718638028,0.0781519486256277,302
kmer6_shuffle,serine_protease,0.2681732789145116,0.498376016430706,0.0704206240023838,422
kmer6_shuffle,serotonin_receptor,0.2703530523639361,0.4993262049116845,0.0723647290312216,156
kmer6_shuffle,steap_metalloreductase,0.2621731209758424,0.4929239280516126,0.0665771296877628,49
kmer6_shuffle,sulfotransferase,0.2702519268014804,0.4995871499071405,0.0643746786652219,116
kmer6_shuffle,taste2_receptor,0.2724241182038304,0.4986434217863507,0.0795851589710625,208
kmer6_shuffle,udp_glucuronosyltransferase,0.2601530645801078,0.4870446682987511,0.062674059858097,69
missense_subset,adam_metallopeptidase,0.8617653137653617,0.8650290211107093,0.6840849694124287,238
missense_subset,adamts_metallopeptidase,0.8780830273992395,0.8810059888310622,0.7313794479520039,272
missense_subset,adrenoceptor,0.9234274501336306,0.9259297910109944,0.8472692276051068,133
missense_subset,alcohol_dehydrogenase,0.8838993325678943,0.8864093336181913,0.7351928515979013,26
missense_subset,aldehyde_dehydrogenase,0.8852897590946824,0.8874200971248745,0.7345413880950193,289
missense_subset,aldo_keto_reductase,0.8751566379584798,0.877063385117499,0.7078645953192473,107
missense_subset,alkaline_phosphatase,0.9191276412903772,0.9205888692710674,0.8219348190402848,30
missense_subset,arachidonate_lipoxygenase,0.9035936358929486,0.9051522890382284,0.7777786112330511,103
missense_subset,arf_gtpase,0.8677841615669921,0.8703973120544775,0.6955476609222396,419
missense_subset,carbonic_anhydrase,0.8654775592202437,0.8687832157131395,0.7043033357833157,107
missense_subset,cxc_chemokine_receptor,0.8978228332403385,0.9004519543696655,0.7755119493475069,61
missense_subset,cytochrome_p450,0.8752687957046213,0.8776419603336537,0.7176286367777921,647
missense_subset,dopamine_receptor,0.8996646312243202,0.9016951277249742,0.785021048465477,89
missense_subset,ectonucleotide_pyrophosphatase,0.8610298826081217,0.8639175415714454,0.6832708191775275,120
missense_subset,ferritin,0.8922139518874195,0.8940424602998382,0.7482229615897155,39
missense_subset,flavin_monooxygenase,0.8636206057581199,0.8666424266668022,0.6849385344399774,90
missense_subset,globins,0.9113855308631308,0.913666428067703,0.8133498793923857,98
missense_subset,glutamate_metabotropic,0.8848790728545061,0.8876635426275288,0.7469371583389046,117
missense_subset,glutaredoxin,0.8716475362598549,0.8747191893557779,0.7085728414086998,67
missense_subset,glutathione_peroxidase,0.8862890796639831,0.8882119192092451,0.736044564687441,105
missense_subset,glutathione_s_transferase,0.8669150202091295,0.8691518897868393,0.6907171999546935,148
missense_subset,guanylate_binding_protein,0.8637042610659783,0.8663799551457161,0.673993748723531,50
missense_subset,heme_oxygenase,0.90279098534263,0.904526930264154,0.7755372728787444,20
missense_subset,histamine_receptor,0.8762968603421524,0.8793993456866387,0.7348732121810221,70
missense_subset,histone_deacetylase_classI,0.8729388741199643,0.8752188666725695,0.6978279290139636,66
missense_subset,histone_h4,0.9514081932400728,0.9514599932918728,0.8742718467540037,65
missense_subset,hox,0.8872358668084193,0.8910238507682814,0.7702282993601415,720
missense_subset,m14_carboxypeptidase,0.8686609369949182,0.8717482066623136,0.7037036170693498,418
missense_subset,matrix_metalloproteinase,0.8820237423601509,0.8842556413130637,0.7291889310511941,363
missense_subset,metallothionein,0.8823274920371654,0.8845321612465229,0.7150558231119531,45
missense_subset,muscarinic_receptor,0.8904208339614864,0.8929406156965028,0.7600194270700377,64
missense_subset,nadph_oxidase,0.8817169650113255,0.8842183653291044,0.7320695542280177,96
missense_subset,nitric_oxide_synthase,0.918288553374377,0.92044740921447,0.8311031306305291,54
missense_subset,olfactory_receptors,0.8732834297072788,0.8756066527175689,0.7156160889862057,2578
missense_subset,opsins,0.8782258031357615,0.8813208023607623,0.7317555109045353,94
missense_subset,p2y_receptor,0.8779108029187255,0.880728103275164,0.7336815691231713,106
missense_subset,peroxidase,0.8914933614681769,0.893555999347343,0.7606812207915467,79
missense_subset,peroxiredoxin,0.876668708413799,0.8794237172881174,0.7174195395807484,76
missense_subset,phosphodiesterase,0.8618303991895235,0.8648744049672951,0.6848357656050001,320
missense_subset,rab_gtpase,0.867145448101672,0.8701346949783565,0.6979161249350719,888
missense_subset,ras_gtpases,0.8750242275658056,0.8777570841868028,0.7175771978014659,489
missense_subset,rho_gtpase,0.8786692861361254,0.8814629679004923,0.7290338319848403,302
missense_subset,serine_protease,0.8809494934238047,0.8835150573860037,0.7360091356099727,422
missense_subset,serotonin_receptor,0.8796931044174463,0.882222258504377,0.7324171082459306,156
missense_subset,steap_metalloreductase,0.8563987617245583,0.8601577936348641,0.68845245631131,49
missense_subset,sulfotransferase,0.8698980067560546,0.8720252091640588,0.6863491170331554,116
missense_subset,taste2_receptor,0.843745509122328,0.8476264637011293,0.6558252179989675,208
missense_subset,udp_glucuronosyltransferase,0.8641140578436678,0.8666483823405882,0.6872928919050517,69
synonymous_recode,adam_metallopeptidase,0.7605845508079827,0.7628233215505678,1.0,238
synonymous_recode,adamts_metallopeptidase,0.769452347778045,0.7713249567620052,1.0,272
synonymous_recode,adrenoceptor,0.8110554516565093,0.8126105027398014,1.0,133
synonymous_recode,alcohol_dehydrogenase,0.7669636772660973,0.768323461022583,1.0,26
synonymous_recode,aldehyde_dehydrogenase,0.7748390938300945,0.776475214672549,1.0,289
synonymous_recode,aldo_keto_reductase,0.7782940112850955,0.7798200969957607,1.0,107
synonymous_recode,alkaline_phosphatase,0.8146998241878748,0.8155318483083396,1.0,30
synonymous_recode,arachidonate_lipoxygenase,0.8024328108656859,0.8034358295836581,1.0,103
synonymous_recode,arf_gtpase,0.7669177383367223,0.7689868223694777,1.0,419
synonymous_recode,carbonic_anhydrase,0.7608600076876824,0.7634159572050163,1.0,107
synonymous_recode,cxc_chemokine_receptor,0.7991869063376886,0.800482450740525,1.0,61
synonymous_recode,cytochrome_p450,0.7723759144348914,0.7741332645670239,1.0,647
synonymous_recode,dopamine_receptor,0.7955427534667474,0.7967207495290477,1.0,89
synonymous_recode,ectonucleotide_pyrophosphatase,0.7630353665547712,0.7655180353798638,1.0,120
synonymous_recode,ferritin,0.8046380827522409,0.8055657209932425,1.0,39
synonymous_recode,flavin_monooxygenase,0.7665516310186485,0.7686451474156587,1.0,90
synonymous_recode,globins,0.8133334968296091,0.8144316365456661,1.0,98
synonymous_recode,glutamate_metabotropic,0.7782528158750623,0.7802090539771667,1.0,117
synonymous_recode,glutaredoxin,0.762770746976275,0.7649260929458832,1.0,67
synonymous_recode,glutathione_peroxidase,0.7776654694507472,0.7794264295106018,1.0,105
synonymous_recode,glutathione_s_transferase,0.7756698295197176,0.7775334822432708,1.0,148
synonymous_recode,guanylate_binding_protein,0.7775583814776144,0.7794120183562643,1.0,50
synonymous_recode,heme_oxygenase,0.808553817618321,0.8095931723370084,1.0,20
synonymous_recode,histamine_receptor,0.7685637417908685,0.7707018434835601,1.0,70
synonymous_recode,histone_deacetylase_classI,0.7737147488381685,0.7752441234476178,1.0,66
synonymous_recode,histone_h4,0.8260484170277984,0.8263442750159642,1.0,65
synonymous_recode,hox,0.7764457628278201,0.7792010007412173,1.0,720
synonymous_recode,m14_carboxypeptidase,0.7644997298231717,0.7666440903436343,1.0,418
synonymous_recode,matrix_metalloproteinase,0.7733454611519042,0.7749437853789473,1.0,363
synonymous_recode,metallothionein,0.8065961610514685,0.8079200669400813,1.0,45
synonymous_recode,muscarinic_receptor,0.788467676015675,0.7898568982260952,1.0,64
synonymous_recode,nadph_oxidase,0.7820139909138608,0.7833967457692709,1.0,96
synonymous_recode,nitric_oxide_synthase,0.8087803629146307,0.8103603810414577,1.0,54
synonymous_recode,olfactory_receptors,0.7648958362978117,0.7668924851653044,1.0,2578
synonymous_recode,opsins,0.7693364788751424,0.7714609936018211,1.0,94
synonymous_recode,p2y_receptor,0.7735607808071042,0.7752098418983012,1.0,106
synonymous_recode,peroxidase,0.7877675740869369,0.7891933743779268,1.0,79
synonymous_recode,peroxiredoxin,0.7616203109479317,0.7637377098852108,1.0,76
synonymous_recode,phosphodiesterase,0.767155076184562,0.7692378709211392,1.0,320
synonymous_recode,rab_gtpase,0.7681403900774602,0.7702122304577529,1.0,888
synonymous_recode,ras_gtpases,0.7750217192001764,0.7768995289078628,1.0,489
synonymous_recode,rho_gtpase,0.7739383839660314,0.7758614361926609,1.0,302
synonymous_recode,serine_protease,0.7716388958467799,0.773562945882032,1.0,422
synonymous_recode,serotonin_receptor,0.7713231756319859,0.7732223543279504,1.0,156
synonymous_recode,steap_metalloreductase,0.7486817345946482,0.7513226747815044,1.0,49
synonymous_recode,sulfotransferase,0.7807464750397696,0.7828679935051653,1.0,116
synonymous_recode,taste2_receptor,0.7511485506866393,0.7544339462503858,1.0,208
synonymous_recode,udp_glucuronosyltransferase,0.7669183008383523,0.7692126832957247,1.0,69
