layer,gene,family,loo_cos,delta_norm,influence
0,RAB3C,rab_gtpase,0.8865130372943053,0.017882743732588052,0.0001944807396689896
0,RAB3D,rab_gtpase,-0.7784225730974241,0.009484064745929568,0.00010067731724672235
0,RAB4A,rab_gtpase,0.8144941832982829,0.008267204727921976,6.534388648282707e-05
0,RAB5A,rab_gtpase,0.15158969961621485,0.004260762262701983,5.037899783366662e-05
0,RAB5B,rab_gtpase,0.9095497256949819,0.020254814475632918,0.0002012803523768758
0,RAB6A,rab_gtpase,0.8112506074708989,0.02615849559300248,0.0006646519143465035
0,RAB6B,rab_gtpase,-0.5588273100483031,0.00699194551400862,9.549567630351419e-05
0,RAB7B,rab_gtpase,0.6860308124954818,0.008305769771631527,0.00010372778719036635
0,RAB8A,rab_gtpase,-0.7836256603867815,0.00990953705457137,0.00010764648409233857
0,RAB9A,rab_gtpase,0.5995539939162616,0.006524933477964368,7.745904584355312e-05
0,RAB9B,rab_gtpase,0.8628803354770405,0.01088301511340671,8.593342079910027e-05
0,RASEF,rab_gtpase,0.5729684421121918,0.0036789339882610703,2.5821998587471917e-05
0,DIRAS1,ras_gtpases,0.07585997361304675,0.0036079704103504622,3.676103436422995e-05
0,NRAS,ras_gtpases,0.6897912005660125,0.010425728978846235,0.0001618435661704387
0,RALA,ras_gtpases,0.840434176889567,0.007960979128302013,5.286459280207101e-05
0,RALB,ras_gtpases,-0.14529491685840448,0.004172655601635739,4.8409376445901486e-05
0,RAP1A,ras_gtpases,-0.17672017032978748,0.0036265451363099556,3.618886650891273e-05
0,RAP1B,ras_gtpases,0.778882286009446,0.006940073446852725,5.381097230783283e-05
0,RAP2A,ras_gtpases,0.4450257413257758,0.0038713425160594086,3.4138096790758965e-05
0,RAP2B,ras_gtpases,0.27930270525377254,0.007429105441046136,0.0001445409541825926
0,RAP2C,ras_gtpases,0.7039004067106197,0.005963151406616081,5.095713828440207e-05
0,RASD2,ras_gtpases,0.5215945188965324,0.00586894077629788,7.121808241783434e-05
0,RASL10A,ras_gtpases,-0.5523625879867989,0.011813220537643774,0.0002754712401390469
0,RASL10B,ras_gtpases,0.7212632294654155,0.0056734893452789975,4.386436455794396e-05
0,RERGL,ras_gtpases,0.9197509840624372,0.02818580195276811,0.00034768118233607925
0,RHEB,ras_gtpases,0.5649794683818967,0.007617024965523742,0.00011219507557092001
0,CYP20A1,cytochrome_p450,0.7781856041102034,0.007677787718623115,6.604099909024441e-05
0,CYP26B1,cytochrome_p450,0.6318069754254195,0.0046870845512135655,3.749024973354054e-05
0,CYP8B1,cytochrome_p450,0.9095254102368359,0.01814035158363754,0.00016148746134647674
0,PTGIS,cytochrome_p450,0.34780513243881744,0.005446515162999803,7.406589497849225e-05
0,ARF1,arf_gtpase,0.7262692966267456,0.007287346413389628,7.127654529914818e-05
0,ARF3,arf_gtpase,0.8719101088800384,0.009174147749863536,5.731971577682682e-05
0,ARF5,arf_gtpase,0.88146773168754,0.01345288921739277,0.00011464356207258053
0,ARF6,arf_gtpase,0.8855976711415384,0.01002426825431898,6.1569113889548e-05
0,ARL1,arf_gtpase,0.4956798213395491,0.005501662783555523,6.484959551378289e-05
0,ARL13B,arf_gtpase,0.24695609283822756,0.003852805525860624,3.9590821084622974e-05
0,ARL3,arf_gtpase,0.7630048692990129,0.006207673784494177,4.573207567093451e-05
0,ARL4A,arf_gtpase,0.9319659342224081,0.030480747294929653,0.0003469067272876547
0,ARL5A,arf_gtpase,0.8425907450473292,0.010656728196990786,9.355941948607782e-05
0,ARL5B,arf_gtpase,0.8351244288378661,0.01249226460474199,0.00013412001039903032
0,ARL5C,arf_gtpase,0.8288409063704584,0.009097083156652096,7.357944151697993e-05
0,ARL6,arf_gtpase,0.2884467332356497,0.005259135961839054,7.202422562790911e-05
0,ARL8A,arf_gtpase,-0.12958339045553466,0.003822706807541143,4.080905931014289e-05
0,ARL8B,arf_gtpase,0.4292178217469634,0.004495525227964401,4.68274112322975e-05
0,SAR1A,arf_gtpase,0.6647038194755198,0.006528574425955222,6.757363001719252e-05
0,TRIM23,arf_gtpase,0.912933158264401,0.027031551905956686,0.000345724295238492
0,CDC42,rho_gtpase,0.8403290478833357,0.008462217616346768,5.976721626721471e-05
0,RHOA,rho_gtpase,-0.498809803269126,0.007103944354356987,0.00010767920789800378
0,RHOB,rho_gtpase,0.849170961902313,0.008796900953396932,6.13048759321444e-05
0,RHOBTB1,rho_gtpase,-0.4957506943586154,0.004279240135407713,3.922894527863541e-05
0,RHOG,rho_gtpase,0.7562764395902559,0.009066390324347752,9.994042474492648e-05
0,RHOQ,rho_gtpase,0.8619258252031385,0.015705094219226123,0.00018011725222033537
0,RND1,rho_gtpase,0.8656746930352337,0.015203743325000539,0.00016454732546655748
0,RND3,rho_gtpase,0.8891088407720665,0.01184144815403479,8.343378236519428e-05
1,HOXA1,hox,0.08347559372070101,0.018200607047593315,0.00012401447889598405
1,HOXA10,hox,-0.031610181450623415,0.02853461812915864,0.00030668117104304393
1,HOXA13,hox,0.39071896943177536,0.033421621047505075,0.000356861834576061
1,HOXA3,hox,-0.24936604393664152,0.024578077866102322,0.0002135849595245043
1,HOXA4,hox,0.022807839736751812,0.04675875385373361,0.0008241180375052615
1,HOXA5,hox,-0.7118356142576678,0.03696047236975261,0.000254063987685349
1,HOXA6,hox,-0.7117284364705642,0.04665980167574461,0.00040506149543773073
1,HOXA7,hox,-0.5489685391373231,0.03478258633285608,0.0003186786224099736
1,HOXB2,hox,0.6103808460388315,0.025258972555410587,0.0001509188818553664
1,HOXB4,hox,-0.5171906030218715,0.030134678196511607,0.00025079217702095313
1,HOXB5,hox,-0.5222131750749746,0.029714810044124455,0.00024211332332735314
1,HOXB7,hox,0.39910479509377045,0.021521527016805327,0.00014680389432586427
1,HOXB8,hox,-0.21692142401795647,0.02144198165095417,0.00016517493204060152
1,HOXB9,hox,-0.21178034053675973,0.023040294020131566,0.00019116098492488742
1,HOXC11,hox,0.10139174139447683,0.02261895556320222,0.00019090149100375875
1,HOXC12,hox,-0.09034224444018794,0.021594793846382226,0.0001743762789139236
1,HOXC4,hox,0.3651497878691578,0.021392186911974972,0.0001495219534004555
1,HOXC5,hox,0.1307757909406572,0.02094819021112498,0.00016260997880479522
1,HOXC6,hox,0.42043131661802313,0.021011721316161816,0.0001370214997904462
1,HOXC8,hox,0.142205273556712,0.01971482327520507,0.00014356713528806964
1,HOXC9,hox,0.09801931860380673,0.021149059776079948,0.00016700757188603532
1,HOXD10,hox,-0.5971707274130451,0.02392058924611794,0.00013878955992729924
1,HOXD11,hox,0.4704300422982104,0.039146566580088776,0.00044994903707940015
1,HOXD12,hox,0.5032297574902664,0.030463953639197492,0.00026128877889119995
1,HOXD13,hox,0.06966068201562162,0.024500163966318402,0.0002252085345274546
1,HOXD4,hox,-0.5980966893234941,0.03142225594394472,0.00023909022930423962
1,RAB10,rab_gtpase,0.06446900570884813,0.022924562683660023,0.00019730891847058452
1,RAB11A,rab_gtpase,0.8358542373602815,0.05991374632593301,0.0004078682974206771
1,RAB14,rab_gtpase,0.2592511696751717,0.01845473652542822,0.00011976656454393275
1,RAB15,rab_gtpase,0.28691925814404395,0.020841880688014413,0.00015028201223965532
1,RAB18,rab_gtpase,0.051279673780520604,0.021367190575840102,0.00017167187410993545
1,RAB1A,rab_gtpase,0.2515799678367415,0.015120585991687262,8.073639100714125e-05
1,RAB1B,rab_gtpase,0.686617436458823,0.027327603979482185,0.00014881180670500704
1,RAB20,rab_gtpase,0.7126579469055995,0.03760787556193223,0.00026241881064648087
1,RAB22A,rab_gtpase,-0.15457269299569792,0.022628218636029294,0.00018842987200728967
1,RAB23,rab_gtpase,-0.0467653889211635,0.02519313234849509,0.0002387678742942212
1,RAB24,rab_gtpase,0.7848392904541651,0.03369437154256421,0.00016437018691706218
1,RAB25,rab_gtpase,0.744058093751272,0.05206346671655111,0.00045622401328582196
1,RAB27A,rab_gtpase,0.7945951455090373,0.045632333517606295,0.0002893982784282212
1,RAB27B,rab_gtpase,0.298952885101352,0.020445732327739937,0.00014351181589000728
1,RAB29,rab_gtpase,0.38823312931332565,0.0468106639064089,0.0007017799002323466
1,RAB2B,rab_gtpase,0.8662411590679423,0.048882648541358084,0.00022488428188871534
1,RAB30,rab_gtpase,0.7472794312485114,0.05216006123492622,0.0004529894265868917
1,RAB34,rab_gtpase,0.6470755380142418,0.026854911414028126,0.00015804748753578401
1,RAB35,rab_gtpase,0.31750153339194886,0.01607835837185133,8.763262004518602e-05
1,RAB36,rab_gtpase,-0.6521124920044649,0.04702121167965337,0.00047916014874527235
1,RAB38,rab_gtpase,0.6297620071021308,0.02613348272204586,0.00015536172681240856
1,RAB39B,rab_gtpase,0.6596420626252212,0.04042069610971594,0.000347971767891031
1,RAB3A,rab_gtpase,-0.2206953150408601,0.019400688222928494,0.00013498599097760966
1,RAB3C,rab_gtpase,0.8110024604001664,0.05439212965442232,0.0003818042706836833
1,RAB3D,rab_gtpase,-0.5386235130998691,0.028816331226544808,0.0002222409106976686
1,RAB4A,rab_gtpase,0.5709050213907713,0.027398630391046366,0.00019077130202838077
1,RAB5A,rab_gtpase,0.1280131543062196,0.016681342894374257,0.00010318559494426616
1,RAB5B,rab_gtpase,0.8531602707862675,0.06471295664595388,0.0004296777874780444
1,RAB6A,rab_gtpase,0.39838723056212677,0.060059847468207604,0.001144648443588081
1,RAB6B,rab_gtpase,-0.4057499123226902,0.0255637130617055,0.00020581661507701465
1,RAB7B,rab_gtpase,0.3871842524247263,0.02538599810170027,0.0002065417984193907
1,RAB8A,rab_gtpase,-0.6040314684334215,0.03337779161044724,0.00026678243888800246
1,RAB9A,rab_gtpase,0.20779485232436262,0.024498319663369832,0.00021650154136099165
1,RAB9B,rab_gtpase,0.7184630729312451,0.03808248236407638,0.0002645416551716462
1,RASEF,rab_gtpase,0.5217437078705012,0.0179300003091874,8.820485772276232e-05
1,DIRAS1,ras_gtpases,0.12628987066197003,0.01433794136600565,7.626376793357093e-05
1,NRAS,ras_gtpases,0.4272842000871693,0.027835858614136375,0.00023879282391936485
1,RALA,ras_gtpases,0.34335101695105463,0.030681822582468224,0.0003130859889406423
1,RALB,ras_gtpases,-0.09601437584683603,0.021514539338518456,0.00017289800109554498
1,RAP1A,ras_gtpases,-0.1424068185496906,0.015890204378684488,9.325924006520214e-05
1,RAP1B,ras_gtpases,0.2097477534154497,0.024129446700020495,0.00020985117724858782
1,RAP2A,ras_gtpases,0.3446053430096024,0.01476285259831878,7.240433473520991e-05
1,RAP2B,ras_gtpases,0.23895278585601007,0.021665338873404327,0.000166856877621524
1,RAP2C,ras_gtpases,0.5901820099001718,0.020845820824706637,0.0001067602514485122
1,RASD2,ras_gtpases,0.4803784518761382,0.021673323328441484,0.00013622319355588441
1,RASL10A,ras_gtpases,-0.10069319947739763,0.03029462165361149,0.0003425233317467802
1,RASL10B,ras_gtpases,0.5658177565722653,0.024159051762531275,0.00014959465433062036
1,RERGL,ras_gtpases,0.8030450495515046,0.06639591712473,0.0005903301757761437
1,RHEB,ras_gtpases,0.2314579474860777,0.024747303973838924,0.00021852494055629723
1,CYP20A1,cytochrome_p450,0.40323175024133434,0.022758113925619747,0.00016351353309718153
1,CYP26B1,cytochrome_p450,0.36825089894204427,0.016770478315823328,9.164984275999988e-05
1,CYP8B1,cytochrome_p450,0.818494096012409,0.05145375519733959,0.0003294722957142282
1,PTGIS,cytochrome_p450,0.5448235140508106,0.02278238358357048,0.0001375933476236435
1,ARF1,arf_gtpase,0.641211051831792,0.03134073940243093,0.000218061938793368
1,ARF3,arf_gtpase,0.7597797131960881,0.03453546216978598,0.0001900860997849918
1,ARF5,arf_gtpase,0.7279231168358032,0.03651924772354693,0.00023638590990582298
1,ARF6,arf_gtpase,0.7029575172398835,0.04347918231927819,0.00036055702850545934
1,ARL1,arf_gtpase,0.11064281138593142,0.020740503488973192,0.00016018968760744823
1,ARL13B,arf_gtpase,0.14739814005901086,0.01735668103913559,0.0001111036834804402
1,ARL3,arf_gtpase,0.42440547531877687,0.021441747461469214,0.00014210588032692595
1,ARL4A,arf_gtpase,0.8651934821297529,0.09072732452615845,0.0007805326244627597
1,ARL5A,arf_gtpase,0.5805419528279022,0.03278069148395168,0.00026859607181972667
1,ARL5B,arf_gtpase,0.6845168591331688,0.04015471304858386,0.00032307643401008335
1,ARL5C,arf_gtpase,0.6248891425604617,0.02973521065110497,0.00020317959078386405
1,ARL6,arf_gtpase,0.19860960500469554,0.02140638030370361,0.00016594147418003136
1,ARL8A,arf_gtpase,-0.20803061786368313,0.018553401762317435,0.00012415692319434068
1,ARL8B,arf_gtpase,0.1186017204103076,0.016907109686538854,0.0001062478235523967
1,SAR1A,arf_gtpase,0.1256326547922033,0.023088685584808775,0.0001978074009901798
1,TRIM23,arf_gtpase,0.7406763557799035,0.06597043649406649,0.0007408500480378111
1,CDC42,rho_gtpase,0.5322099822607463,0.027247381150871827,0.00020061938100668364
1,RHOA,rho_gtpase,-0.011117083213738966,0.030597771821839603,0.0003529499487412435
1,RHOB,rho_gtpase,0.4789575199383536,0.022930729868224295,0.00015275952874038712
1,RHOBTB1,rho_gtpase,-0.3237173690780378,0.015744812635225147,8.366180122187927e-05
1,RHOG,rho_gtpase,0.6907712704005967,0.04655271467658649,0.00042722636743919296
1,RHOQ,rho_gtpase,0.7160780991836989,0.035693058568817035,0.0002340263944764498
1,RND1,rho_gtpase,0.7634209791420935,0.05475823188478289,0.00047167629471911443
1,RND3,rho_gtpase,0.765613121672047,0.035703033271344616,0.00019888077749974364
2,HOXA1,hox,-0.42744941755861654,0.028303648823581985,2.0109899804943154e-05
2,HOXA10,hox,-0.26338733145559884,0.03484461343738175,3.470568628161086e-05
2,HOXA13,hox,0.8753986051401037,0.08263326422807085,4.900981353039846e-05
2,HOXA3,hox,-0.7772224312319067,0.06731092430420244,5.5098835035738425e-05
2,HOXA4,hox,0.9369240123724448,0.26582415892342265,0.0002651973788488915
2,HOXA5,hox,-0.3417114034853386,0.04202420776381284,4.7910534244688385e-05
2,HOXA6,hox,-0.25961905247027445,0.057052170844226084,9.324061900684022e-05
2,HOXA7,hox,-0.8636949039731773,0.0703737423959519,3.864227554328803e-05
2,HOXB2,hox,-0.5256500547674069,0.04029908234806886,3.60992379156988e-05
2,HOXB4,hox,-0.860431048354928,0.08415410847168028,5.648217399290001e-05
2,HOXB5,hox,-0.7089199982791435,0.04202353759042921,2.6981822141891598e-05
2,HOXB7,hox,0.8137310407064852,0.04118725298744822,1.7603091572504503e-05
2,HOXB8,hox,0.47276535020794624,0.03310360474079761,2.6136043877467152e-05
2,HOXB9,hox,-0.044527680752379395,0.03468412941779713,3.687684555364612e-05
2,HOXC11,hox,-0.23247467629365515,0.030974981126677188,2.787693160544169e-05
2,HOXC12,hox,0.665059357890311,0.03583151165942389,2.19927077382831e-05
2,HOXC4,hox,0.6151216439971959,0.03673078277018757,2.5759699010308168e-05
2,HOXC5,hox,-0.8779376423168107,0.08145892622088745,4.6719321375787715e-05
2,HOXC6,hox,0.10262951381970842,0.02861745978140774,2.4889436198272108e-05
2,HOXC8,hox,-0.4424661218646657,0.03168200943448749,2.4794411420558937e-05
2,HOXC9,hox,0.03530312639047495,0.028626471766928136,2.5138861256102096e-05
2,HOXD10,hox,0.11133420005132719,0.02702906641142223,2.2161346619808953e-05
2,HOXD11,hox,-0.4990386226909306,0.052887167999871455,6.45175397737674e-05
2,HOXD12,hox,0.14324888444826964,0.03749138611960638,4.228766832048425e-05
2,HOXD13,hox,-0.891257157467427,0.08731911726980095,4.816443779742663e-05
2,HOXD4,hox,-0.9586001456738588,0.1394694199406911,4.844614247245804e-05
2,RAB10,rab_gtpase,0.9431096793264355,0.19035918270746088,0.00012304279174968347
2,RAB11A,rab_gtpase,0.19098808934632905,0.06039949215968362,0.00010796884386576888
2,RAB14,rab_gtpase,0.1286110309267438,0.02219533939922099,1.4880902047487155e-05
2,RAB15,rab_gtpase,0.0646659346829346,0.02730517097317637,2.2804521289554458e-05
2,RAB18,rab_gtpase,0.033953269628190605,0.023611980106455786,1.7104629624009604e-05
2,RAB1A,rab_gtpase,0.05300104678170547,0.017493806032969583,9.373354626585062e-06
2,RAB1B,rab_gtpase,0.1626635053471717,0.026022548320605205,2.024902899322445e-05
2,RAB20,rab_gtpase,-0.9199379275036337,0.21416127396938026,0.00021656537696790323
2,RAB22A,rab_gtpase,0.9430611442427947,0.5102049865942485,0.0008849585029906404
2,RAB23,rab_gtpase,-0.09034704764357067,0.03285090858974481,3.287672078167159e-05
2,RAB24,rab_gtpase,0.2006340943809805,0.03650820718936114,3.929089621146353e-05
2,RAB25,rab_gtpase,-0.4484837987998147,0.060764094585924966,9.060074111721939e-05
2,RAB27A,rab_gtpase,0.10444998632358016,0.05430171177379592,8.958359566213492e-05
2,RAB27B,rab_gtpase,0.1949408417095299,0.026395655054823563,2.0586838428093834e-05
2,RAB29,rab_gtpase,0.9152862895200992,1.3672462649734891,0.009359749099027037
2,RAB2B,rab_gtpase,-0.0922947496317566,0.05090788502849375,7.892562667266567e-05
2,RAB30,rab_gtpase,-0.9629338996179237,0.9045895761984886,0.0018303302657379783
2,RAB34,rab_gtpase,0.16245008113007714,0.026295182067190715,2.0677020799997337e-05
2,RAB35,rab_gtpase,0.19494852365676674,0.02004132868553679,1.1867918178420922e-05
2,RAB36,rab_gtpase,-0.2899790524104649,0.052374419779424176,7.717117704164611e-05
2,RAB38,rab_gtpase,-0.09583475643943962,0.029090089172938212,2.5753405966999487e-05
2,RAB39B,rab_gtpase,0.960024492269765,0.1488796280478404,5.3343771490910186e-05
2,RAB3A,rab_gtpase,0.18078779223953215,0.024498088152481855,1.7831284335856346e-05
2,RAB3C,rab_gtpase,0.9000732180995292,0.09572270117837936,5.3436724528288515e-05
2,RAB3D,rab_gtpase,-0.437821731901732,0.03327508534829645,2.7489669559233043e-05
2,RAB4A,rab_gtpase,0.13357956092548934,0.03013045034407655,2.7386969972398312e-05
2,RAB5A,rab_gtpase,0.873538272262749,0.04432688669989084,1.429898931670781e-05
2,RAB5B,rab_gtpase,0.12766015586188495,0.061186023638695936,0.00011311991413665012
2,RAB6A,rab_gtpase,0.9493931998326551,0.2541002771284818,0.0001956623156311732
2,RAB6B,rab_gtpase,-0.09960188789437457,0.03069662421009826,2.8655210778771867e-05
2,RAB7B,rab_gtpase,0.9499891669551607,0.11072826900578271,3.672547156963191e-05
2,RAB8A,rab_gtpase,-0.1178126174004006,0.03506047345989769,3.723227594842893e-05
2,RAB9A,rab_gtpase,0.13654504907466947,0.028873316817075636,2.5128770784199617e-05
2,RAB9B,rab_gtpase,0.2973545359399036,0.04997797780195231,6.993805746235982e-05
2,RASEF,rab_gtpase,0.725741718416384,0.02494121206164128,9.043128858521321e-06
2,DIRAS1,ras_gtpases,0.032855055302806815,0.018960627075146858,1.1030236667375348e-05
2,NRAS,ras_gtpases,0.962467255551279,0.1714185356857814,6.64796671028256e-05
2,RALA,ras_gtpases,0.20248116392020812,0.032432322899551204,3.098333530582309e-05
2,RALB,ras_gtpases,0.5267002335512302,0.03264200819742224,2.3648033588230533e-05
2,RAP1A,ras_gtpases,-0.04586533804023407,0.01819353556969695,1.0145371435954509e-05
2,RAP1B,ras_gtpases,0.06368468958815711,0.029269308489549745,2.620666427011198e-05
2,RAP2A,ras_gtpases,-0.05035015770449503,0.017347925234005402,9.220209482463382e-06
2,RAP2B,ras_gtpases,0.6087372624091711,0.028929850963642718,1.6180636965401618e-05
2,RAP2C,ras_gtpases,0.15246211070529603,0.023511257657414106,1.6583920178225853e-05
2,RASD2,ras_gtpases,0.0924158221799911,0.023174956614658754,1.6355446550764263e-05
2,RASL10A,ras_gtpases,-0.2753720377504114,0.03861164696577861,4.2319830542925096e-05
2,RASL10B,ras_gtpases,0.5820948672231648,0.02995474250709748,1.8221807834173376e-05
2,RERGL,ras_gtpases,0.026276422323547537,0.0797305323079663,0.00019513619727640208
2,RHEB,ras_gtpases,0.047326735825651715,0.029225121534446195,2.6175235662173613e-05
2,CYP20A1,cytochrome_p450,0.20771824560356653,0.026896224917478114,2.126075347419487e-05
2,CYP26B1,cytochrome_p450,-0.13520092739810705,0.026251603093032462,2.0780223814131915e-05
2,CYP8B1,cytochrome_p450,0.17442274649199885,0.05179885253589894,7.990719769990218e-05
2,PTGIS,cytochrome_p450,0.15726435604724076,0.026124262953595188,2.0443844527817667e-05
2,ARF1,arf_gtpase,0.11362076993318432,0.031754061675128176,3.057089805669211e-05
2,ARF3,arf_gtpase,0.37794768240217796,0.034372164256128185,3.1104716671226385e-05
2,ARF5,arf_gtpase,0.9615015992680276,0.5152885833370517,0.0006160447862605389
2,ARF6,arf_gtpase,0.18146226968477136,0.04132443047873856,5.072586085363984e-05
2,ARL1,arf_gtpase,0.052535153101897464,0.023800839567145977,1.735138451408602e-05
2,ARL13B,arf_gtpase,0.5168278829889541,0.023495536243173333,1.242675356760703e-05
2,ARL3,arf_gtpase,0.059347783612273504,0.02477961331155184,1.8793465600186465e-05
2,ARL4A,arf_gtpase,0.12809724827926025,0.090455497053247,0.00024722039771662985
2,ARL5A,arf_gtpase,0.29789332870259605,0.0380544984894283,4.0533023865862994e-05
2,ARL5B,arf_gtpase,0.9550129432055923,0.7248195063527773,0.0014202067221614767
2,ARL5C,arf_gtpase,0.4325349504523685,0.032600222912985886,2.653611518543819e-05
2,ARL6,arf_gtpase,0.9027712838952711,0.06663468652767857,2.5230940159270965e-05
2,ARL8A,arf_gtpase,0.0023725301564353598,0.021775410510890467,1.4563961336366837e-05
2,ARL8B,arf_gtpase,0.04785524265753151,0.019497035524053873,1.164903804939943e-05
2,SAR1A,arf_gtpase,0.9549073099348913,0.30182034783769096,0.00024667720070525867
2,TRIM23,arf_gtpase,0.9489259779815779,0.21789984485347647,0.00014517333984698233
2,CDC42,rho_gtpase,0.14311840546068608,0.03294984597370597,3.266419801550846e-05
2,RHOA,rho_gtpase,-0.010587999369575529,0.04575899446981471,6.430789841804785e-05
2,RHOB,rho_gtpase,-0.396282622053244,0.033933416156192886,2.98136224783363e-05
2,RHOBTB1,rho_gtpase,-0.670534443403373,0.02284133035639357,8.819749608646177e-06
2,RHOG,rho_gtpase,0.19241047611946827,0.04403828500096623,5.7363522065201344e-05
2,RHOQ,rho_gtpase,0.9612347683414643,0.5489796105348794,0.0007040174055843451
2,RND1,rho_gtpase,0.3058548063426546,0.05707669398768074,9.070445669701055e-05
2,RND3,rho_gtpase,0.14278469035929928,0.042698147025064456,5.4856790959956214e-05
3,HOXA1,hox,-0.18164838817028964,0.05722396170586116,9.286223861970644e-05
3,HOXA10,hox,-0.03593027613466471,0.06269505286244657,0.000115123887765467
3,HOXA13,hox,0.7252216560043888,0.10950311587877654,0.00016670609946256576
3,HOXA3,hox,-0.5298652116211708,0.08290745291644086,0.00014498701885001797
3,HOXA4,hox,0.9084292977360939,0.27125545159575704,0.00037714330765092896
3,HOXA5,hox,-0.19434220359605375,0.05945096734712104,9.973643349003858e-05
3,HOXA6,hox,-0.10444823911396438,0.07344099380935801,0.00015645233740546605
3,HOXA7,hox,-0.7186408103511394,0.08157800962498261,9.43730214973959e-05
3,HOXB2,hox,-0.27732427962891837,0.05890616601387889,9.393370993682204e-05
3,HOXB4,hox,-0.6664484164862596,0.09898589542557841,0.0001597243505013779
3,HOXB5,hox,-0.4368844843337797,0.055666009161391215,7.352760514967027e-05
3,HOXB7,hox,0.5835048505510712,0.052156092892211,5.261212010032601e-05
3,HOXB8,hox,0.2798591877063599,0.05830879218786728,9.18972664651907e-05
3,HOXB9,hox,0.06702562084923008,0.07439773744119535,0.0001615972794754006
