layer,layer_name,v_norm,v_norm_over_mean_delta_norm,delta_norm_median,delta_norm_cv,loo_mean,loo_median,loo_std,loo_min,loo_max,loo_frac_pos,loo_frac_gt25,coherence,coherence_isotropic_floor,split_median,split_p2.5,split_p97.5,null_signflip_loo_median,null_signflip_coherence_median,null_mismatch_loo_median,null_mismatch_coherence_median,null_mismatchpool_loo_median,null_mismatchpool_coherence_median,p_signflip_loo,p_signflip_coherence,p_mismatch_loo,p_mismatch_coherence,p_mismatchpool_loo,p_mismatchpool_coherence
10,blocks.10,0.40359282013648207,0.3880151019555427,0.2806113140770385,2.285668748301267,-0.023471497516218354,-0.047608436188594505,0.6579682173021649,-0.9871642801382091,0.9901107766859986,0.44660194174757284,0.3300970873786408,0.1679172208556122,0.09853292781642932,0.9696042373308964,-0.8799829583308502,0.995226017559727,0.0029874270848107053,0.08537746914007113,0.05267928167559195,0.0761493352768292,0.045907676032374854,0.06253842297812039,0.6296851574212894,0.02498750624687656,0.9615192403798101,0.006496751624187906,0.9265367316341829,0.01699150424787606
11,blocks.11,0.3992505304935554,0.38082727571114994,0.299795623404819,2.266366035479393,-0.022907204189809786,-0.05646645038588873,0.6461935762802896,-0.9847038677181618,0.9890411517751434,0.44660194174757284,0.32038834951456313,0.16692746337788278,0.09853292781642932,0.9650128581388147,-0.8042492396009489,0.9945011498847387,0.008009377625935087,0.08821711840367025,0.0522859540734357,0.07724625926025519,0.04478259594169974,0.06323853590193686,0.6441779110444777,0.02848575712143928,0.9620189905047476,0.005497251374312844,0.9220389805097451,0.012993503248375811
12,blocks.12,0.3956731983313205,0.3733919180893406,0.31977338050212145,2.241342793123486,-0.02294927674809486,-0.08260350691738359,0.6365970261299586,-0.9828005172067386,0.987713363197655,0.46601941747572817,0.3106796116504854,0.16954709563110698,0.09853292781642932,0.9644309810675493,-0.8289596543711039,0.9934441003976121,0.007674872488385108,0.08853735022348477,0.04862139909856387,0.07532305586447557,0.04172241093957302,0.06279809418715808,0.6401799100449775,0.017491254372813594,0.9525237381309345,0.0069965017491254375,0.9055472263868066,0.012993503248375811
13,blocks.13,0.39009819154472913,0.3634442986954551,0.3285127143605485,2.213581222414283,-0.014583221295624149,-0.05823838090968398,0.6199462416862347,-0.9772553983022599,0.9850954884814769,0.46601941747572817,0.2912621359223301,0.16582608294685355,0.09853292781642932,0.9526190771873758,-0.7873084965721963,0.9912227400847909,0.005591088377541947,0.08793367231872448,0.0494116492967589,0.07825400688765496,0.03880076117646496,0.06446846034910192,0.6061969015492253,0.02048975512243878,0.9435282358820589,0.004997501249375313,0.8615692153923038,0.014492753623188406
14,blocks.14,0.3910902707424184,0.36315618928185994,0.33666185066217125,2.2065997145384815,-0.012699098635577508,-0.05245654195840395,0.6166734125141882,-0.9767545655394102,0.9846012748146622,0.46601941747572817,0.30097087378640774,0.16387409911277107,0.09853292781642932,0.9468836235170204,-0.8062766622362474,0.99058530857932,0.006828934863008708,0.08851929844181826,0.04661796705872176,0.07654733173245412,0.03830109276143081,0.06354392437088327,0.6041979010494752,0.026486756621689155,0.9345327336331835,0.006496751624187906,0.8480759620189905,0.008995502248875561
15,blocks.15,0.3932046295003685,0.36264560945964935,0.34680453734565997,2.1928750044046623,-0.01140946605475148,-0.046030770562118954,0.6126187655900729,-0.9767318222629309,0.9835170966698252,0.44660194174757284,0.30097087378640774,0.161804968382134,0.09853292781642932,0.9261020316219315,-0.7992408939291752,0.9900826362975939,0.0060617428055293535,0.08911964205505175,0.051277991007060354,0.07815535966680698,0.03828578192883726,0.06286276140468033,0.5982008995502249,0.02498750624687656,0.9320339830084957,0.006496751624187906,0.8495752123938031,0.010994502748625687
16,blocks.16,0.4103781207785053,0.3708240492478389,0.34295865453169316,2.191705795123193,-0.007709684524513213,-0.07942261736189203,0.6128387700430515,-0.9794836933439128,0.9833226428698674,0.44660194174757284,0.2912621359223301,0.16194732574617238,0.09853292781642932,0.9483006050800507,-0.8131717569528429,0.9900512143411145,0.007987436896446548,0.0901589173774862,0.05294042053550966,0.07860545366165975,0.03978794299381819,0.06259779693868166,0.5782108945527237,0.031484257871064465,0.9390304847576212,0.009995002498750625,0.8455772113943029,0.015492253873063468
17,blocks.17,0.3995649871399293,0.35288621108009816,0.39474757175721265,2.1210030328447584,0.008656559494350442,-0.012984029706358183,0.5743408921993556,-0.9658462305787111,0.97209076011399,0.4563106796116505,0.30097087378640774,0.17706039966234682,0.09853292781642932,0.9225132906247331,-0.7431836370584104,0.985859596761107,0.0014908490888471048,0.08945651914779873,0.04787278599017979,0.08171478255165046,0.03044326426778282,0.06331736423981682,0.4592703648175912,0.00849575212393803,0.8490754622688655,0.0024987506246876563,0.7011494252873564,0.005497251374312844
18,blocks.18,0.3982797217443929,0.3522343385260508,0.39329553298591646,2.111606309797105,0.010931222325285176,-0.0265020310418169,0.5706776516692209,-0.9639657211005289,0.9713967139706696,0.47572815533980584,0.30097087378640774,0.17757822744003843,0.09853292781642932,0.9159165129014624,-0.712546796387259,0.9844698144582187,0.00428957047157571,0.0910619503211736,0.048614764196551474,0.08262352520721172,0.029725699903622185,0.06348419824000714,0.46276861569215394,0.009995002498750625,0.8505747126436781,0.004497751124437781,0.6611694152923538,0.004497751124437781
19,blocks.19,0.39794634662491174,0.34795112920673343,0.4155616409193048,2.0888060577643524,0.013347662584069175,-0.008987810258791156,0.5637275187900865,-0.9621860923520238,0.9690176177998971,0.49514563106796117,0.2912621359223301,0.17603252055736274,0.09853292781642932,0.9220305462972831,-0.7324749234410916,0.9837102069420873,0.005235708144132795,0.09151143788486185,0.04741220212808416,0.0818369812898754,0.02945236116710799,0.06429985520172452,0.4657671164417791,0.009995002498750625,0.8235882058970515,0.0009995002498750624,0.6326836581709145,0.0024987506246876563
20,blocks.20,0.38889694627528715,0.33147083320179743,0.453881691892285,2.0344365244490477,0.01645668726214229,-0.013317834159620836,0.5353435655810052,-0.9445174703052738,0.9609341436032338,0.47572815533980584,0.2815533980582524,0.19281077876922634,0.09853292781642932,0.8713931971312074,-0.651174179586462,0.9797154793983169,0.004706654727300551,0.09153116002807488,0.03873215815083858,0.08362070977859376,0.015601590920308588,0.06374751609541271,0.4287856071964018,0.0029985007496251873,0.7436281859070465,0.0004997501249375312,0.49025487256371814,0.0024987506246876563
21,blocks.21,0.40129216469545465,0.33656302266574223,0.47733219344946265,2.0054928727659913,0.031729967226384784,0.012603044532409709,0.5207896724038527,-0.9319154019234289,0.9554005210418038,0.5145631067961165,0.30097087378640774,0.201104567058518,0.09853292781642932,0.8762746165111929,-0.6579309903675246,0.9763428745412078,0.0067691235857291684,0.0920612023820048,0.040348890968822826,0.08817161637684959,0.013111182396878227,0.06586325750760191,0.3493253373313343,0.0009995002498750624,0.6051974012993503,0.0004997501249375312,0.3363318340829585,0.0004997501249375312
22,blocks.22,0.4385235766230587,0.35008966558066923,0.5709404190098322,1.897491060967158,0.11688889512468678,0.07049906802231294,0.46864011439606285,-0.8866838660413975,0.9151769089966667,0.6116504854368932,0.3883495145631068,0.2775029802611395,0.09853292781642932,0.8647804684138738,-0.39403922473198494,0.9747619217751863,0.004184940164899126,0.09235225925596817,0.053607989644813406,0.11283931649353415,0.010952675515180494,0.07702271657834758,0.01999000499750125,0.0004997501249375312,0.01899050474762619,0.0004997501249375312,0.004497751124437781,0.0004997501249375312
23,blocks.23,0.5145764365780072,0.37630127835440347,0.6669637392054464,1.7555041726103828,0.19752604862509857,0.22013367893106978,0.4198515883434139,-0.8293927659438015,0.8673084911544878,0.6990291262135923,0.4563106796116505,0.3386253558505508,0.09853292781642932,0.8623010588870076,-0.1472526303111131,0.9733741286233994,0.0018422277877582383,0.09239525263250742,0.07611195115544761,0.1369700073527678,0.02278246106930521,0.0916409269311651,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
24,blocks.24,0.7633237085565513,0.44725531585208794,1.4145294081881583,0.6831138357110873,0.44043090926914635,0.4916848039645257,0.21548495584279787,-0.1800792749549085,0.7855648542848779,0.9514563106796117,0.8349514563106796,0.4691542306069783,0.09853292781642932,0.9093221869756829,0.709204194874495,0.9581008105126848,-0.0011063152900657623,0.0929102428970296,0.17574299995404558,0.22606990423616524,0.10531913812252904,0.1718809329024245,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
25,blocks.25,1.082387108812321,0.49921747069954037,1.903438679855414,0.5685133580009969,0.4937216265799585,0.5526628943455284,0.2126567022581292,-0.19557573303268325,0.8095370504007814,0.9611650485436893,0.8543689320388349,0.5144362279625829,0.09853292781642932,0.9339850648044543,0.8395897915285939,0.9655269844771858,-0.00293749823353787,0.09172375636972699,0.22176964710551192,0.2619351863145236,0.1533663443995132,0.2051306018515841,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
26,blocks.26,2.0791428816719857,0.6287742140962073,3.1178208976747235,0.40427959853877643,0.6237850980828911,0.6810701359483586,0.19178480793525104,-0.062208612859668944,0.8621395073861883,0.9805825242718447,0.941747572815534,0.6349965011133979,0.09853292781642932,0.9687871967763884,0.9365291386128207,0.9827991329665101,-0.00856027213764194,0.08824304720696804,0.36621273727524606,0.3896745514164247,0.2921040532046709,0.3219169889542429,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
27,blocks.27,4.490400392628697,0.7126052423940794,6.134929331398005,0.32264003371372735,0.694043732902053,0.7299255858159941,0.16529980253010604,0.04785444564421184,0.8976941024036394,1.0,0.970873786407767,0.7019094026453911,0.09853292781642932,0.9811998783212823,0.964480637019603,0.9894033989834904,-0.007984651645528685,0.08517415403304499,0.5139061950255097,0.5278625751668238,0.44702104735126125,0.46410104510883265,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
28,blocks.28,756.4110324432158,0.7670112347982754,794.0663861233709,0.754272355889864,0.699099166031893,0.7987762723334882,0.2906584894416458,-0.409472121106133,0.9537245557852029,0.9514563106796117,0.9320388349514563,0.7199732464476131,0.09853292781642932,0.9862746731233353,0.9578427027102101,0.9953785746659785,-0.004658372995917577,0.08295067040087695,0.513345098065171,0.5308964197468302,0.43934639096371103,0.4584032870509588,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
29,blocks.29,581664.692243433,0.7347424692031849,728901.1104391324,0.6585977518768407,0.6351950529979548,0.7723261605488974,0.3836455548040605,-0.6696550389446757,0.9806921780170621,0.9223300970873787,0.8737864077669902,0.6424858311913186,0.09853292781642932,0.9870771051095454,0.9465996842740183,0.9982337899092384,0.008085648473850177,0.08742007701331599,0.42610674533293247,0.4383496198631425,0.359198282165392,0.37310486777289464,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
30,blocks.30,488258108875.79504,0.9218611960838252,304980547264.4456,1.096948802127922,0.8012569102660257,0.9764308587425284,0.42550845324518904,-0.9911425766027548,0.999861887879484,0.941747572815534,0.8932038834951457,0.8064350856807301,0.09853292781642932,0.9993195188099919,0.9943959595407703,0.9999385602057155,0.025039096273309615,0.0739694950524232,0.508651781536281,0.5134559260294498,0.44843107720704445,0.4513714188174638,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
31,blocks.31,488258108875.79504,0.9218611960838252,304980547264.4456,1.096948802127922,0.8012569102660257,0.9764308587425284,0.42550845324518904,-0.9911425766027548,0.999861887879484,0.941747572815534,0.8932038834951457,0.8064350856807301,0.09853292781642932,0.9993191130064891,0.9948208573125773,0.9999424814817569,0.02767296748081034,0.07642007563427103,0.5074854477696553,0.5121235373371911,0.4494728734368566,0.4528042644334509,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
