gene,gc_human,gc3_human,gc_platypus,gc3_platypus
ENSG00000115942,38.2,32.432432432432435,49.7,57.65765765765766
ENSG00000113734,47.23618090452261,55.27638190954774,52.93132328308208,71.85929648241206
ENSG00000120837,37.85310734463277,27.11864406779661,39.92467043314501,31.638418079096045
ENSG00000134247,62.8,76.57657657657657,67.6,82.28228228228228
ENSG00000110756,43.7,35.13513513513514,65.6,85.88588588588588
ENSG00000146828,61.6,76.87687687687688,67.5,91.89189189189189
ENSG00000117118,47.09219858156028,56.170212765957444,50.354609929078016,64.68085106382979
ENSG00000119699,54.6,70.57057057057057,53.4,66.96696696696696
ENSG00000172244,38.4,30.93093093093093,41.2,39.63963963963964
ENSG00000213024,61.7,62.16216216216216,62.6,64.56456456456456
ENSG00000146090,60.3,84.68468468468468,50.2,61.86186186186186
ENSG00000178741,43.666666666666664,40.0,44.666666666666664,42.0
ENSG00000130811,60.13745704467354,80.75601374570446,58.21917808219178,76.36986301369863
ENSG00000168038,41.7,34.83483483483484,38.9,35.43543543543544
ENSG00000114491,45.9,45.04504504504504,71.2,93.69369369369369
ENSG00000181827,44.3,37.23723723723724,53.4,60.06006006006006
ENSG00000012232,56.3,72.07207207207207,75.3,99.09909909909909
ENSG00000155792,52.2,63.36336336336336,53.7,68.76876876876877
ENSG00000072201,54.8,64.26426426426427,70.6,88.28828828828829
ENSG00000122203,54.86381322957198,59.143968871595334,64.61538461538461,85.0
ENSG00000022567,64.8,87.08708708708708,58.1,74.77477477477477
ENSG00000159079,46.61558109833972,50.191570881226056,53.51213282247765,69.73180076628353
ENSG00000119616,41.814595660749504,42.603550295857985,51.676528599605525,69.8224852071006
ENSG00000138075,55.2,69.66966966966967,64.7,85.28528528528528
ENSG00000076242,43.9,45.945945945945944,57.2,80.18018018018019
ENSG00000107833,56.94444444444444,65.83333333333333,57.5,71.66666666666667
ENSG00000020922,38.8,33.633633633633636,42.8,44.14414414414414
ENSG00000122966,46.6,54.354354354354356,49.5,60.36036036036036
ENSG00000181544,35.2,29.72972972972973,44.4,47.147147147147145
ENSG00000148225,48.6,51.051051051051054,52.9,57.05705705705706
ENSG00000142751,59.83213429256595,80.93525179856115,67.49226006191951,89.47368421052632
ENSG00000159335,53.42465753424658,47.945205479452056,60.08771929824562,67.10526315789474
ENSG00000062598,50.4,63.96396396396396,63.7,95.7957957957958
ENSG00000007908,49.4,54.65465465465466,53.4,60.06006006006006
ENSG00000163235,59.033078880407125,69.46564885496183,66.45161290322581,83.2258064516129
ENSG00000140740,45.6,37.83783783783784,48.2,44.74474474474474
ENSG00000188026,61.5,85.58558558558559,57.8,76.87687687687688
ENSG00000136068,56.1,71.77177177177177,49.7,54.65465465465466
ENSG00000105321,66.7,75.07507507507508,70.5,82.28228228228228
ENSG00000135272,46.19047619047619,45.23809523809524,58.64779874213836,73.11320754716981
ENSG00000168143,39.0,32.732732732732735,44.2,47.147147147147145
ENSG00000125703,37.9,27.32732732732733,53.2,61.56156156156156
ENSG00000144233,50.88967971530249,54.09252669039146,52.313167259786475,59.786476868327405
ENSG00000173627,43.8,42.34234234234234,52.1,58.55855855855856
ENSG00000235118,46.97986577181208,55.033557046979865,56.375838926174495,75.83892617449665
ENSG00000012171,62.1,78.37837837837837,60.9,80.48048048048048
ENSG00000114541,45.0,49.849849849849846,44.5,48.648648648648646
ENSG00000083799,41.7,33.633633633633636,45.0,45.34534534534534
ENSG00000171357,61.904761904761905,71.9047619047619,71.99453551912568,88.93442622950819
ENSG00000087303,56.2,62.16216216216216,64.6,80.18018018018019
ENSG00000146425,47.31182795698925,56.45161290322581,49.46236559139785,66.12903225806451
ENSG00000122042,41.28787878787879,31.818181818181817,54.09836065573771,54.09836065573771
ENSG00000124214,49.0,50.450450450450454,47.0,44.14414414414414
ENSG00000163462,63.2,77.17717717717717,71.6,89.1891891891892
ENSG00000116096,61.08663729809104,77.09251101321586,69.43231441048034,90.82969432314411
ENSG00000100207,54.8,51.951951951951955,71.5,92.7927927927928
ENSG00000128590,39.26701570680628,32.460732984293195,42.931937172774866,44.50261780104712
ENSG00000101557,40.7,36.03603603603604,43.9,39.93993993993994
ENSG00000135409,60.5,65.46546546546547,75.0,89.48948948948949
ENSG00000153975,37.3,28.22822822822823,43.9,42.64264264264264
ENSG00000119471,40.9,31.83183183183183,44.8,39.93993993993994
ENSG00000140563,48.2,50.450450450450454,42.5,40.24024024024024
ENSG00000130517,57.22222222222222,75.0,53.148148148148145,63.333333333333336
ENSG00000117362,55.22598870056497,63.559322033898304,69.06666666666666,79.2
ENSG00000005175,38.3,29.12912912912913,42.3,40.54054054054054
ENSG00000164975,45.9,48.348348348348345,44.2,45.945945945945944
ENSG00000177731,59.9,84.08408408408408,59.7,86.78678678678679
ENSG00000152382,47.712418300653596,44.11764705882353,63.507625272331154,86.60130718954248
ENSG00000161618,67.8,78.07807807807808,69.5,84.08408408408408
ENSG00000215906,66.7,83.18318318318319,66.3,84.08408408408408
ENSG00000155189,43.2,43.84384384384384,43.3,44.14414414414414
ENSG00000175224,49.7,47.747747747747745,55.1,63.06306306306306
ENSG00000100522,37.634408602150536,30.322580645161292,47.956989247311824,52.25806451612903
ENSG00000168016,47.4,51.351351351351354,56.2,77.17717717717717
ENSG00000178460,35.4,25.525525525525527,36.3,26.726726726726728
ENSG00000103194,53.1,48.648648648648646,46.6,36.63663663663664
ENSG00000103460,51.4,51.651651651651655,52.4,54.95495495495496
ENSG00000155099,46.198830409356724,37.719298245614034,49.12280701754386,46.05263157894737
ENSG00000170955,70.19969278033794,77.88018433179724,80.95238095238095,95.63492063492063
ENSG00000183751,64.3,78.97897897897897,69.2,90.69069069069069
ENSG00000166192,45.3551912568306,53.55191256830601,53.005464480874316,66.12021857923497
ENSG00000144426,39.7,36.33633633633634,49.1,59.15915915915916
ENSG00000157064,55.15587529976019,72.3021582733813,53.47721822541966,67.98561151079137
ENSG00000133048,55.0,67.86786786786787,55.9,68.16816816816817
ENSG00000107719,61.7,80.48048048048048,61.1,78.97897897897897
ENSG00000108010,41.2751677852349,34.899328859060404,58.082497212932,74.91638795986623
ENSG00000021776,38.5,38.73873873873874,57.6,85.88588588588588
ENSG00000101161,52.3,54.354354354354356,48.6,45.34534534534534
ENSG00000178057,60.43010752688172,70.3225806451613,56.1965811965812,68.58974358974359
ENSG00000131944,49.72375690607735,54.69613259668508,42.5414364640884,38.12154696132597
ENSG00000115486,54.0,68.46846846846847,63.8,87.98798798798799
ENSG00000117143,43.9,41.74174174174174,63.5,86.18618618618619
ENSG00000180875,63.069544364508396,94.96402877697842,64.82758620689656,92.41379310344827
ENSG00000186871,40.1,39.03903903903904,53.0,72.07207207207207
ENSG00000118363,43.27485380116959,51.461988304093566,53.021442495126706,73.09941520467837
ENSG00000141873,65.95995288574794,91.51943462897526,60.46783625730994,88.0701754385965
ENSG00000101986,66.6,86.78678678678679,68.8,93.69369369369369
ENSG00000198894,53.1,54.354354354354356,58.2,64.26426426426427
ENSG00000160111,58.8,76.87687687687688,46.1,52.552552552552555
ENSG00000165124,56.9,61.56156156156156,56.1,66.06606606606607
ENSG00000107736,57.4,77.47747747747748,56.7,76.87687687687688
ENSG00000174417,43.4,54.95495495495496,44.5,55.55555555555556
ENSG00000135541,37.6,31.23123123123123,38.0,33.633633633633636
ENSG00000143819,54.7,76.27627627627628,52.2,68.76876876876877
ENSG00000170385,54.0,60.06006006006006,55.9,66.96696696696696
ENSG00000104142,59.8,69.36936936936937,71.1,95.7957957957958
ENSG00000119820,38.028169014084504,30.046948356807512,43.66197183098591,46.009389671361504
ENSG00000169679,42.1,39.03903903903904,45.5,44.74474474474474
ENSG00000134917,65.9,83.78378378378379,70.0,90.69069069069069
ENSG00000076053,40.896358543417364,31.51260504201681,52.049180327868854,56.14754098360656
ENSG00000248098,59.7,79.87987987987988,65.1,93.09309309309309
ENSG00000138083,69.3069306930693,87.7887788778878,68.86792452830188,82.38993710691824
ENSG00000105852,42.97435897435897,43.38461538461539,64.61538461538461,88.3076923076923
ENSG00000125734,57.2,81.98198198198199,54.1,76.87687687687688
ENSG00000115109,40.3,33.033033033033036,48.6,54.95495495495496
ENSG00000180198,58.6,67.86786786786787,67.1,85.88588588588588
ENSG00000197217,45.2,43.54354354354354,47.9,51.051051051051054
ENSG00000113621,48.30601092896175,48.19672131147541,47.322404371584696,47.21311475409836
ENSG00000166780,52.38095238095238,71.42857142857143,62.51993620414673,70.8133971291866
ENSG00000112320,48.4,48.648648648648646,53.3,58.85885885885886
ENSG00000105664,67.7,87.98798798798799,63.6,80.18018018018019
ENSG00000166342,44.7,45.945945945945944,45.6,47.747747747747745
ENSG00000132780,47.1,36.33633633633634,53.6,48.648648648648646
ENSG00000105982,48.248248248248245,50.150150150150154,42.3,37.23723723723724
ENSG00000198948,51.9,66.06606606606607,61.9,86.48648648648648
ENSG00000156467,39.43089430894309,43.90243902439025,41.46341463414634,47.5609756097561
ENSG00000136297,56.83563748079877,81.10599078341014,49.92319508448541,62.21198156682028
ENSG00000107771,38.5,26.726726726726728,43.1,35.43543543543544
ENSG00000101447,57.9,70.57057057057057,57.8,72.07207207207207
ENSG00000054148,59.29824561403509,77.89473684210526,65.6140350877193,90.52631578947368
ENSG00000137478,42.3,39.63963963963964,53.2,68.46846846846847
ENSG00000141030,42.2,45.04504504504504,41.6,43.24324324324324
ENSG00000120915,53.3,63.66366366366366,61.1,72.67267267267268
ENSG00000130731,64.38095238095238,86.28571428571429,64.57142857142857,91.42857142857143
ENSG00000119630,63.04347826086956,81.15942028985508,67.56272401433692,82.25806451612904
ENSG00000179562,55.7,60.66066066066066,66.9,86.18618618618619
ENSG00000124641,55.19125683060109,67.21311475409836,62.11293260473588,86.33879781420765
ENSG00000056972,56.7,54.65465465465466,67.7,72.37237237237237
ENSG00000074047,64.7,78.07807807807808,59.6,67.26726726726727
ENSG00000183495,66.6,75.67567567567568,58.8,57.05705705705706
ENSG00000172500,56.31808278867102,76.79738562091504,59.694989106753816,87.25490196078431
ENSG00000087502,37.4,25.525525525525527,43.8,42.94294294294294
ENSG00000148384,70.6,85.88588588588588,56.7,65.46546546546547
ENSG00000198363,41.9,28.52852852852853,41.7,29.72972972972973
ENSG00000163728,41.1,34.83483483483484,46.1,45.645645645645644
ENSG00000040199,47.0,47.147147147147145,50.4,54.95495495495496
ENSG00000090686,42.3,44.44444444444444,45.2,51.351351351351354
ENSG00000136933,50.67079463364293,49.53560371517028,51.909184726522184,54.17956656346749
ENSG00000197448,54.91329479768786,67.05202312138728,64.54720616570327,86.1271676300578
ENSG00000163933,47.1,52.852852852852855,43.4,49.849849849849846
ENSG00000130560,56.3,67.56756756756756,46.6,44.14414414414414
ENSG00000118939,39.80099502487562,30.845771144278608,43.64779874213836,36.60377358490566
ENSG00000177548,64.2,83.18318318318319,67.5,88.28828828828829
ENSG00000149573,49.616858237547895,55.747126436781606,56.13026819923372,76.4367816091954
ENSG00000116984,45.2,40.54054054054054,66.9,87.08708708708708
ENSG00000158747,66.66666666666667,84.61538461538461,65.12820512820512,85.38461538461539
ENSG00000134748,49.46996466431096,53.35689045936396,63.13309776207303,87.27915194346289
ENSG00000187550,71.23745819397993,90.3010033444816,71.33333333333333,90.33333333333333
ENSG00000140931,52.97157622739018,69.76744186046511,51.16279069767442,70.54263565891473
ENSG00000042286,58.1,75.67567567567568,53.8,66.66666666666667
ENSG00000124767,39.04109589041096,36.3013698630137,42.694063926940636,45.89041095890411
ENSG00000161654,45.381526104417674,45.78313253012048,55.82990397805212,65.4320987654321
ENSG00000102098,43.5,35.43543543543544,48.3,47.447447447447445
ENSG00000069849,40.8,35.6,44.223107569721115,49.00398406374502
ENSG00000164080,53.4,56.45645645645646,52.1,58.25825825825826
ENSG00000115761,40.8,39.93993993993994,42.4,44.44444444444444
ENSG00000164342,37.9,43.24324324324324,60.4,83.18318318318319
ENSG00000147679,43.03030303030303,41.36363636363637,52.252252252252255,64.41441441441441
ENSG00000153391,51.92307692307692,59.61538461538461,52.99145299145299,62.82051282051282
ENSG00000131149,69.0,83.78378378378379,63.4,71.17117117117117
ENSG00000165724,57.57575757575758,69.6969696969697,60.94276094276094,81.31313131313131
ENSG00000133131,42.2,44.74474474474474,51.0,67.26726726726727
ENSG00000101190,61.0,63.36336336336336,46.2,45.645645645645644
ENSG00000125652,66.66666666666667,82.58426966292134,64.07407407407408,78.33333333333333
ENSG00000090621,46.4,53.753753753753756,51.2,66.36636636636636
ENSG00000107968,46.0,46.846846846846844,48.2,53.753753753753756
ENSG00000114248,43.2,45.04504504504504,49.5,55.85585585585586
ENSG00000146233,37.4,36.03603603603604,41.6,43.54354354354354
ENSG00000123684,41.2,39.93993993993994,44.0,43.84384384384384
ENSG00000116885,49.1,58.25825825825826,49.0,58.55855855855856
ENSG00000143155,39.368998628257884,35.390946502057616,52.38095238095238,68.16326530612245
ENSG00000143502,52.53164556962025,60.44303797468354,54.957805907173,59.177215189873415
ENSG00000128272,52.0703933747412,59.62732919254658,60.2,77.47747747747748
ENSG00000146411,47.6,49.549549549549546,51.6,60.36036036036036
ENSG00000133935,51.351351351351354,61.26126126126126,55.136268343815516,58.490566037735846
ENSG00000111669,56.21212121212121,63.18181818181818,65.75757575757575,91.36363636363636
ENSG00000173818,63.768115942028984,79.8913043478261,68.29710144927536,86.41304347826087
ENSG00000187535,56.5,68.76876876876877,62.6,79.27927927927928
ENSG00000131263,44.3,28.52852852852853,65.7,75.07507507507508
ENSG00000133313,56.6,73.87387387387388,53.1,65.46546546546547
ENSG00000083937,38.04347826086956,32.608695652173914,39.27927927927928,34.5945945945946
ENSG00000109943,44.2,48.048048048048045,45.8,51.951951951951955
ENSG00000198570,65.46184738955823,86.74698795180723,54.76190476190476,75.0
ENSG00000111832,36.60436137071651,30.373831775700936,45.51282051282051,49.61538461538461
ENSG00000122694,55.733333333333334,72.8,54.4,66.4
ENSG00000008952,40.5,37.83783783783784,49.6,60.36036036036036
ENSG00000183208,60.53169734151329,66.87116564417178,75.4601226993865,96.0122699386503
ENSG00000092036,50.6,63.36336336336336,62.2,85.28528528528528
ENSG00000165929,40.5,31.53153153153153,41.6,33.633633633633636
ENSG00000118257,53.5,69.36936936936937,53.5,68.76876876876877
ENSG00000067842,60.3,78.07807807807808,52.0,59.15915915915916
ENSG00000136114,50.4,55.85585585585586,57.7,66.66666666666667
ENSG00000105639,65.5,82.28228228228228,59.4,78.67867867867868
ENSG00000105538,74.7,84.08408408408408,78.0,90.09009009009009
ENSG00000163870,59.38818565400844,80.0632911392405,58.9662447257384,83.22784810126582
ENSG00000177954,47.878787878787875,50.90909090909091,59.39393939393939,76.36363636363636
ENSG00000119431,61.52647975077882,69.62616822429906,65.57632398753894,78.50467289719626
ENSG00000014138,48.7,48.348348348348345,58.0,72.37237237237237
ENSG00000140968,59.5,74.77477477477477,48.4,57.35735735735736
ENSG00000127837,58.8,67.86786786786787,69.9,93.69369369369369
ENSG00000217930,57.638888888888886,67.70833333333333,53.47222222222222,59.375
ENSG00000124688,54.97835497835498,59.74025974025974,70.27417027417027,90.47619047619048
ENSG00000147813,68.6,83.48348348348348,66.2,81.38138138138139
ENSG00000183032,42.71604938271605,42.592592592592595,46.91358024691358,51.851851851851855
ENSG00000113595,43.3,32.132132132132135,60.1,76.87687687687688
ENSG00000169744,49.5,60.96096096096096,47.1,53.153153153153156
ENSG00000205177,74.3801652892562,90.9090909090909,70.52341597796143,83.47107438016529
ENSG00000064309,46.6,39.63963963963964,62.3,71.77177177177177
ENSG00000204859,57.5,64.26426426426427,63.2,77.47747747747748
ENSG00000023318,37.7,32.132132132132135,42.0,40.84084084084084
ENSG00000123395,56.4373897707231,78.3068783068783,64.19753086419753,98.41269841269842
ENSG00000144488,69.1,79.87987987987988,64.7,75.67567567567568
ENSG00000010292,49.4,50.150150150150154,66.8,87.68768768768768
ENSG00000186132,37.11340206185567,34.02061855670103,55.32646048109966,71.1340206185567
ENSG00000164880,63.4,83.78378378378379,64.7,86.18618618618619
ENSG00000168280,44.4,51.351351351351354,53.7,77.77777777777777
ENSG00000163946,43.0,39.63963963963964,44.4,38.13813813813814
ENSG00000179958,60.78431372549019,64.70588235294117,68.51851851851852,82.53968253968254
ENSG00000179241,59.492273730684325,73.50993377483444,58.17204301075269,67.09677419354838
ENSG00000175595,41.0,39.03903903903904,42.9,45.34534534534534
ENSG00000103266,60.83009079118028,85.21400778210116,61.77944862155388,89.84962406015038
ENSG00000181004,38.3,27.92792792792793,55.8,54.354354354354356
ENSG00000119698,41.0,33.633633633633636,55.1,62.46246246246246
ENSG00000146476,35.5,30.93093093093093,41.5,46.546546546546544
ENSG00000158715,65.0,79.27927927927928,71.6,93.993993993994
ENSG00000153879,48.760330578512395,52.06611570247934,49.035812672176306,53.71900826446281
ENSG00000177943,66.4,75.67567567567568,71.5,87.68768768768768
ENSG00000100060,60.68376068376068,75.82417582417582,62.75946275946276,80.58608058608058
ENSG00000256061,37.3,32.432432432432435,45.1,49.549549549549546
ENSG00000163930,57.4,69.06906906906907,54.7,61.86186186186186
ENSG00000167693,62.6,81.08108108108108,63.4,83.18318318318319
ENSG00000121940,38.6,35.43543543543544,39.6,38.73873873873874
ENSG00000122367,64.6,72.67267267267268,57.9,62.76276276276276
ENSG00000155052,51.3,60.96096096096096,47.8,55.55555555555556
ENSG00000143479,43.4,45.645645645645644,59.2,85.28528528528528
ENSG00000162670,43.9,45.04504504504504,45.9,52.852852852852855
ENSG00000128408,51.5,62.46246246246246,56.3,63.36336336336336
ENSG00000076650,45.9,34.53453453453454,43.1,30.63063063063063
ENSG00000101189,53.374233128834355,68.09815950920246,42.479674796747965,40.853658536585364
ENSG00000149823,67.1,85.88588588588588,72.6,97.29729729729729
ENSG00000148935,45.65727699530517,47.183098591549296,46.08187134502924,44.91228070175438
ENSG00000248487,60.2803738317757,70.09345794392523,58.41121495327103,63.08411214953271
ENSG00000140368,60.7,82.28228228228228,51.8,65.46546546546547
ENSG00000070061,49.0,47.147147147147145,50.3,55.55555555555556
ENSG00000117758,45.258620689655174,51.293103448275865,53.87931034482759,75.86206896551724
ENSG00000173653,61.111111111111114,76.0,68.96929824561404,94.40789473684211
ENSG00000185187,64.5,84.38438438438439,66.3,91.29129129129129
ENSG00000122512,44.4,43.84384384384384,39.9,32.732732732732735
ENSG00000182747,66.4,90.09009009009009,63.9,83.48348348348348
ENSG00000131023,45.6,31.53153153153153,54.3,47.447447447447445
ENSG00000187231,42.9,40.54054054054054,45.0,47.147147147147145
ENSG00000204767,52.1,51.651651651651655,55.9,60.06006006006006
ENSG00000177694,41.8,37.53753753753754,42.0,37.83783783783784
ENSG00000177791,55.46448087431694,59.42622950819672,56.557377049180324,67.62295081967213
ENSG00000114988,51.877133105802045,65.18771331058021,58.745874587458744,80.52805280528052
ENSG00000145860,42.5,43.54354354354354,43.2,44.44444444444444
ENSG00000120451,55.3,54.354354354354356,84.2,96.09609609609609
ENSG00000198746,58.6,63.66366366366366,72.6,93.69369369369369
ENSG00000077420,42.3,38.73873873873874,46.1,49.849849849849846
ENSG00000166889,53.0,40.84084084084084,62.6,67.56756756756756
ENSG00000161980,51.89873417721519,55.69620253164557,60.75949367088607,83.54430379746836
ENSG00000186532,49.7,50.750750750750754,55.9,64.86486486486487
ENSG00000109576,40.1,34.83483483483484,53.3,61.56156156156156
ENSG00000107104,53.4,61.26126126126126,58.0,71.17117117117117
ENSG00000105058,55.0,80.0,42.77777777777778,50.0
ENSG00000113569,42.6,35.13513513513514,49.8,54.354354354354356
ENSG00000099814,64.3,82.28228228228228,65.1,87.38738738738739
ENSG00000119725,48.5,46.546546546546544,67.3,90.3903903903904
ENSG00000162191,59.550561797752806,59.550561797752806,68.53932584269663,80.52434456928839
ENSG00000115137,42.48927038626609,38.62660944206009,61.37339055793991,87.98283261802575
ENSG00000111481,48.842592592592595,60.416666666666664,56.01851851851852,78.47222222222223
ENSG00000155363,57.0,69.06906906906907,54.3,66.36636636636636
ENSG00000128805,60.8,77.47747747747748,54.5,65.46546546546547
ENSG00000175600,43.3,35.73573573573574,50.1,49.249249249249246
ENSG00000185633,56.32183908045977,75.86206896551724,61.49425287356322,87.93103448275862
ENSG00000173744,45.0,34.234234234234236,44.4,31.83183183183183
ENSG00000183479,69.08212560386474,84.05797101449275,62.55924170616114,77.72511848341232
ENSG00000293543,63.96396396396396,83.10810810810811,57.88288288288288,69.5945945945946
ENSG00000100350,58.2,77.47747747747748,65.0,90.69069069069069
ENSG00000177000,58.2,73.87387387387388,63.3,88.88888888888889
ENSG00000136021,37.0,27.027027027027028,38.8,31.83183183183183
ENSG00000135587,56.4,67.26726726726727,63.0,80.18018018018019
ENSG00000066827,52.3,65.16516516516516,66.5,87.68768768768768
ENSG00000262919,56.132075471698116,75.0,48.113207547169814,52.83018867924528
ENSG00000132549,38.3,31.23123123123123,42.7,42.94294294294294
ENSG00000134440,45.7,47.747747747747745,44.8,45.34534534534534
ENSG00000179943,74.9,87.68768768768768,75.0,93.993993993994
ENSG00000123388,62.40875912408759,80.2919708029197,64.35523114355232,82.11678832116789
ENSG00000107186,45.6,35.73573573573574,46.9,41.44144144144144
ENSG00000135374,47.41100323624595,57.76699029126213,45.14563106796116,51.94174757281554
ENSG00000110851,50.1,44.44444444444444,60.8,72.07207207207207
ENSG00000161031,60.1,63.36336336336336,66.0,73.57357357357357
ENSG00000132561,53.4,68.16816816816817,55.6,76.57657657657657
ENSG00000105976,44.4,49.549549549549546,51.9,68.76876876876877
ENSG00000163719,51.8,66.06606606606607,49.5,61.26126126126126
ENSG00000086475,52.2,59.75975975975976,52.8,61.86186186186186
ENSG00000160888,70.96219931271477,82.98969072164948,64.797507788162,73.83177570093459
ENSG00000174796,39.329805996472665,38.095238095238095,64.19753086419753,84.65608465608466
ENSG00000188716,64.04040404040404,90.3030303030303,51.111111111111114,61.81818181818182
ENSG00000162384,50.63613231552163,61.83206106870229,56.74300254452926,79.38931297709924
ENSG00000083307,50.9,60.06006006006006,51.7,63.06306306306306
ENSG00000023516,38.1,29.72972972972973,45.7,42.04204204204204
ENSG00000189306,60.390516039051604,75.73221757322176,60.995850622406635,84.23236514522821
ENSG00000143653,44.0,39.93993993993994,46.3,41.44144144144144
ENSG00000204311,39.834881320949435,34.6749226006192,44.169246646026835,45.5108359133127
ENSG00000167085,56.104252400548695,64.19753086419753,63.648834019204386,85.59670781893004
ENSG00000130055,55.9,65.16516516516516,70.9,94.5945945945946
ENSG00000147912,55.6,66.06606606606607,57.9,73.27327327327328
ENSG00000115286,65.02057613168725,88.88888888888889,57.028112449799195,69.27710843373494
ENSG00000112874,40.8,30.93093093093093,44.3,38.73873873873874
ENSG00000113558,42.78606965174129,42.53731343283582,46.517412935323385,53.73134328358209
ENSG00000143321,56.14886731391586,65.04854368932038,64.72491909385113,81.55339805825243
ENSG00000160049,54.094579008073815,61.937716262975776,58.016147635524796,73.70242214532873
ENSG00000003393,49.3,43.54354354354354,74.5,89.1891891891892
ENSG00000071794,38.5,26.726726726726728,42.3,37.53753753753754
ENSG00000036257,37.5,35.13513513513514,39.1,39.03903903903904
ENSG00000196639,53.6,67.56756756756756,60.6,83.78378378378379
ENSG00000205730,68.3,79.27927927927928,79.1,97.89789789789789
ENSG00000118689,65.7,78.07807807807808,72.7,92.7927927927928
ENSG00000108599,43.1,38.73873873873874,45.4,45.34534534534534
ENSG00000020426,40.23809523809524,36.07142857142857,53.92857142857143,70.35714285714286
ENSG00000108375,57.7,64.56456456456456,63.7,77.77777777777777
ENSG00000178409,61.7,85.58558558558559,67.6,89.48948948948949
ENSG00000177706,67.5,87.08708708708708,53.1,60.66066066066066
ENSG00000185015,46.49499284692418,42.918454935622314,46.01139601139601,45.72649572649573
ENSG00000085382,41.7,35.13513513513514,45.8,47.447447447447445
ENSG00000165282,56.9,63.06306306306306,71.2,94.29429429429429
ENSG00000147642,52.2,55.25525525525526,55.8,62.16216216216216
ENSG00000078808,59.61145194274029,86.1963190184049,52.65848670756646,74.5398773006135
ENSG00000170502,45.45454545454545,41.75084175084175,48.9337822671156,48.148148148148145
ENSG00000100554,40.97859327217125,38.99082568807339,51.223241590214066,67.43119266055047
ENSG00000172671,41.2,35.73573573573574,50.4,51.951951951951955
ENSG00000138439,62.1,61.56156156156156,67.4,73.87387387387388
ENSG00000105135,63.8,74.17417417417417,64.3,74.17417417417417
