gene,condition,gc,gc3,jsd_plat,jsd_hum
ENSG00000008952,add_a2.0,57.46,63.78378378378378,0.22316018785817868,0.25828449497141603
ENSG00000008952,add_a3.0,74.82000000000001,86.96696696696696,0.2965137229648934,0.4205954635149789
ENSG00000008952,add_a4.0,82.74,90.09009009009009,0.3945278449984507,0.5141330954920418
ENSG00000008952,add_gc_removed_a1.0,33.980000000000004,30.69069069069069,0.21598701419927263,0.12260676557981261
ENSG00000008952,add_own,63.92,74.95495495495496,0.20322110498933577,0.28138797923959347
ENSG00000008952,add_own_L24,54.760000000000005,60.42042042042042,0.2590052294171453,0.25160300609082886
ENSG00000008952,random_a1.0,35.94,36.21621621621622,0.2268029625793157,0.14889865443950803
ENSG00000008952,random_a1.0_L24,30.360000000000003,29.849849849849853,0.29137843690903664,0.20372746363034766
ENSG00000008952,unsteered,48.38,56.27627627627628,0.19642853335518104,0.18206443703357927
ENSG00000010292,add_a0.5,45.160000000000004,53.273273273273276,0.33533257126297755,0.1958312888760101
ENSG00000010292,add_a1.0,46.54,40.18018018018018,0.3744806335560805,0.18593158875417481
ENSG00000010292,add_a1.0_L24,46.959999999999994,47.687687687687685,0.2744041850700886,0.10905527718732762
ENSG00000010292,add_a2.0,71.16,80.78078078078079,0.19999229923492817,0.2818913532632846
ENSG00000010292,add_a3.0,74.53999999999999,87.8078078078078,0.16011335807719462,0.3204598099876788
ENSG00000010292,add_a4.0,80.3,93.33333333333334,0.17537386690317314,0.3991494351919459
ENSG00000010292,add_gc_removed_a1.0,41.38,38.4984984984985,0.35208147443933296,0.11416802371468371
ENSG00000010292,add_own,48.18624624624624,56.15615615615616,0.25018293080692355,0.15548397833974406
ENSG00000010292,add_own_L24,47.32000000000001,50.030030030030034,0.3012504347116313,0.14757656731697616
ENSG00000010292,random_a1.0,41.38,40.66066066066066,0.35894749638682333,0.13717812152153752
ENSG00000010292,random_a1.0_L24,40.9,37.05705705705706,0.3799834254004275,0.13481281145377383
ENSG00000010292,unsteered,40.6,39.21921921921922,0.37005397419850905,0.15278666874731323
ENSG00000012171,add_a0.5,71.3,84.32432432432432,0.14102462641126529,0.14573258983161233
ENSG00000012171,add_a1.0,70.00674674674676,78.97897897897897,0.2236652405543193,0.2257448632990525
ENSG00000012171,add_a1.0_L24,73.82000000000001,81.86186186186185,0.17461370425401843,0.16771582841459062
ENSG00000012171,add_a2.0,83.0,91.05105105105105,0.2733031710965844,0.2590144573132804
ENSG00000012171,add_a3.0,85.78,90.93093093093094,0.3099027539777544,0.29576343383055026
ENSG00000012171,add_a4.0,85.8,92.25225225225225,0.2738526160575719,0.2605498743551007
ENSG00000012171,add_gc_removed_a1.0,61.42,72.01201201201201,0.15752176558465075,0.17245358720451084
ENSG00000012171,add_own,74.97999999999999,81.98198198198199,0.19403514919785342,0.18395391949849196
ENSG00000012171,add_own_L24,74.32000000000001,85.22522522522522,0.20592915085631058,0.20517709657364183
ENSG00000012171,random_a1.0,75.64,93.27327327327328,0.15304368537218077,0.15162747056499237
ENSG00000012171,random_a1.0_L24,72.03999999999999,75.25525525525526,0.17646202261599592,0.1829609156872416
ENSG00000012171,unsteered,70.52000000000001,82.46246246246247,0.1312265632207508,0.13274012684253758
ENSG00000012232,add_a0.5,75.26,93.81381381381382,0.10150822488803331,0.22717178754541917
ENSG00000012232,add_a1.0,71.34,97.77777777777777,0.11290295275168938,0.22778534071822087
ENSG00000012232,add_a1.0_L24,73.66,88.94894894894895,0.1840225448387075,0.24939573788004338
ENSG00000012232,add_a2.0,72.35365365365365,95.37537537537537,0.06867010527486446,0.20027469371037912
ENSG00000012232,add_a3.0,78.66,90.75075075075074,0.15965941651486365,0.2715297747556377
ENSG00000012232,add_a4.0,82.84,91.17117117117117,0.19244353209280118,0.3370537114900246
ENSG00000012232,add_gc_removed_a1.0,60.98,87.02702702702702,0.15618132024908907,0.12980590279477297
ENSG00000012232,add_own,71.58,98.43843843843844,0.06498384284972744,0.20013442494065034
ENSG00000012232,add_own_L24,75.17999999999999,92.85285285285286,0.08805314096042419,0.2168832484106586
ENSG00000012232,random_a1.0,65.35173173173173,80.36036036036036,0.16783936546800454,0.16824473402392234
ENSG00000012232,random_a1.0_L24,69.64,85.82582582582583,0.1367319487023136,0.18324627253321463
ENSG00000012232,unsteered,72.26,92.85285285285286,0.10628061997113383,0.19577555771797675
ENSG00000014138,add_a0.5,46.14,41.14114114114115,0.25369781572338046,0.15026048202254297
ENSG00000014138,add_a1.0,48.32,50.69069069069069,0.24202405161287138,0.19339248747902035
ENSG00000014138,add_a1.0_L24,44.2,40.96096096096096,0.22097071562357287,0.12963787978048474
ENSG00000014138,add_a2.0,69.38,88.34834834834835,0.1973129988600869,0.30393506546939864
ENSG00000014138,add_a3.0,74.53999999999999,85.82582582582583,0.22935910034112933,0.3293733346286784
ENSG00000014138,add_a4.0,86.16,93.3933933933934,0.3655154086469635,0.4985899210198945
ENSG00000014138,add_gc_removed_a1.0,42.5,44.08408408408408,0.33292020493927943,0.23746226336818702
ENSG00000014138,add_own,62.56,65.04504504504504,0.22768587674682106,0.2616910191105928
ENSG00000014138,add_own_L24,41.4,44.38438438438438,0.23619352865928162,0.15203248405716194
ENSG00000014138,random_a1.0,44.96,41.44144144144144,0.32094640744712655,0.24395515956003316
ENSG00000014138,random_a1.0_L24,39.739999999999995,32.972972972972975,0.3341425815895724,0.21150504431002756
ENSG00000014138,unsteered,44.22,42.52252252252252,0.25997547740394233,0.16389380103550394
ENSG00000020426,add_a0.5,47.07142857142857,54.0,0.13953860403741908,0.10529466188655416
ENSG00000020426,add_a1.0,57.97619047619048,80.42857142857142,0.11317121649499282,0.2692983443120201
ENSG00000020426,add_a1.0_L24,53.57142857142858,65.71428571428571,0.13297880939056705,0.18473155124087756
ENSG00000020426,add_a2.0,72.30952380952381,95.85714285714286,0.2189278291213379,0.48477587006902345
ENSG00000020426,add_a3.0,77.38095238095238,92.85714285714286,0.28106348454283847,0.5285584133620457
ENSG00000020426,add_a4.0,80.54761904761905,94.42857142857142,0.2910170792104677,0.5402346695250952
ENSG00000020426,add_gc_removed_a1.0,43.095238095238095,48.5,0.1459835346164568,0.08966872471694252
ENSG00000020426,add_own,66.02380952380953,89.71428571428571,0.1446751642147819,0.3643069301317465
ENSG00000020426,add_own_L24,58.42857142857143,79.64285714285714,0.15171465762071507,0.3148684731373281
ENSG00000020426,random_a1.0,42.61904761904762,42.92857142857143,0.15094033794233847,0.029992355287136292
ENSG00000020426,random_a1.0_L24,41.61904761904762,39.214285714285715,0.15798368525859077,0.018646483912436024
ENSG00000020426,unsteered,45.595238095238095,49.642857142857146,0.15562827029975781,0.08555899094333157
ENSG00000020922,add_a0.5,31.8,18.61861861861862,0.17886295201965366,0.1481284990456926
ENSG00000020922,add_a1.0,34.54,22.64264264264264,0.2056067743217463,0.1751359282074531
ENSG00000020922,add_a1.0_L24,26.8,12.732732732732734,0.21034684534050116,0.15864806334128095
ENSG00000020922,add_a2.0,50.62,56.996996996997,0.19652841320824138,0.21714982452029274
ENSG00000020922,add_a3.0,60.06,66.30630630630631,0.21820115908798848,0.24739342786207522
ENSG00000020922,add_a4.0,71.48,86.66666666666667,0.3143849583552565,0.37910599662479116
ENSG00000020922,add_gc_removed_a1.0,24.78,7.267267267267267,0.2507460239509371,0.19043641093743552
ENSG00000020922,add_own,29.080000000000002,13.333333333333334,0.2094705520282017,0.16398320618191492
ENSG00000020922,add_own_L24,25.28,8.108108108108109,0.24471231876139257,0.17985443409730262
ENSG00000020922,random_a1.0,29.26,10.63063063063063,0.2257989127109486,0.1723649797138986
ENSG00000020922,random_a1.0_L24,27.22,7.627627627627628,0.2298237262633819,0.172624850798518
ENSG00000020922,unsteered,28.119999999999997,12.252252252252251,0.22794164645483014,0.18270414279807848
ENSG00000021776,add_a0.5,54.760000000000005,67.98798798798799,0.2006041703447282,0.2565828476465253
ENSG00000021776,add_a1.0,62.33345345345346,82.22222222222223,0.14754383416861344,0.321781500718915
ENSG00000021776,add_a1.0_L24,46.839999999999996,48.528528528528525,0.24219340150624707,0.1474645718962389
ENSG00000021776,add_a2.0,67.96000000000001,91.95195195195194,0.12132694983639303,0.39723532271277884
ENSG00000021776,add_a3.0,72.42,86.24624624624624,0.19239009861444578,0.3864733147871853
ENSG00000021776,add_a4.0,79.38,89.36936936936937,0.26916687657930505,0.4855053933594632
ENSG00000021776,add_gc_removed_a1.0,44.0,50.45045045045045,0.2030917214052596,0.08115856818213026
ENSG00000021776,add_own,60.339999999999996,77.83783783783784,0.11420551123744047,0.24784079366369643
ENSG00000021776,add_own_L24,42.56862862862863,50.270270270270274,0.2118192451126885,0.10657584605528647
ENSG00000021776,random_a1.0,39.06,36.996996996997,0.2872904183443033,0.05941145584846734
ENSG00000021776,random_a1.0_L24,52.86,49.729729729729726,0.30297171945886925,0.22434563766434462
ENSG00000021776,unsteered,41.63121121121121,45.34534534534534,0.266712543387131,0.10918138483564492
ENSG00000022567,add_a0.5,68.94,79.63963963963964,0.25265965470239504,0.267544050527906
ENSG00000022567,add_a1.0,69.4,73.15315315315316,0.26284358297153243,0.27041134824905144
ENSG00000022567,add_a1.0_L24,66.85999999999999,72.9129129129129,0.1806882226252315,0.20856573477559218
ENSG00000022567,add_a2.0,76.94,83.84384384384384,0.24463832551813916,0.23125618048938618
ENSG00000022567,add_a3.0,80.4,90.2102102102102,0.2935854442801705,0.26782779165071113
ENSG00000022567,add_a4.0,86.52000000000001,93.03303303303304,0.37069030043391465,0.33792327682989026
ENSG00000022567,add_gc_removed_a1.0,60.6,73.81381381381382,0.23702168548945748,0.2745398716232232
ENSG00000022567,add_own,62.42,80.3003003003003,0.16754762885129895,0.17765445705867303
ENSG00000022567,add_own_L24,70.76,88.94894894894895,0.26036357442814817,0.25727005961232063
ENSG00000022567,random_a1.0,63.57265265265265,75.73573573573574,0.20087330921176755,0.22247046299746748
ENSG00000022567,random_a1.0_L24,64.08,73.63363363363364,0.272023540982854,0.2981891492908451
ENSG00000022567,unsteered,65.47999999999999,80.06006006006007,0.20016847358285633,0.21009555856420117
ENSG00000023318,add_a0.5,49.660000000000004,47.567567567567565,0.17516124342226122,0.1984870608330865
ENSG00000023318,add_a1.0,56.1,53.753753753753756,0.2046024055884962,0.23452987651243368
ENSG00000023318,add_a1.0_L24,51.660000000000004,53.51351351351351,0.2829827729096345,0.3008273553371307
ENSG00000023318,add_a2.0,78.72,79.87987987987988,0.4390655377899243,0.5085098474930254
ENSG00000023318,add_a3.0,70.86,70.99099099099098,0.2905315663460933,0.34575352740137594
ENSG00000023318,add_a4.0,82.97999999999999,83.12312312312312,0.45282634293130586,0.515383262810883
ENSG00000023318,add_gc_removed_a1.0,47.8,47.267267267267265,0.14378684379692813,0.16617012930228908
ENSG00000023318,add_own,64.47999999999999,65.22522522522522,0.26964594333071934,0.3173042814877602
ENSG00000023318,add_own_L24,42.68,42.58258258258259,0.13577413000807675,0.14867187132744547
ENSG00000023318,random_a1.0,52.3,56.816816816816825,0.2223086391314122,0.25478556267302366
ENSG00000023318,random_a1.0_L24,46.32,47.38738738738739,0.15989719996074164,0.17482492486819415
ENSG00000023318,unsteered,41.260000000000005,41.68168168168168,0.1496145223311181,0.16635168608230547
ENSG00000023516,add_a0.5,48.68,50.93093093093093,0.1250734938096959,0.15556303949320716
ENSG00000023516,add_a1.0,55.660000000000004,62.222222222222214,0.1736126343062201,0.23693092190678716
ENSG00000023516,add_a1.0_L24,44.4,41.62162162162162,0.11215569448970615,0.13696706453643298
ENSG00000023516,add_a2.0,65.34,68.76876876876877,0.23857888425462095,0.3423795180487943
ENSG00000023516,add_a3.0,75.76,80.18018018018019,0.37595019485211206,0.4956719375667299
ENSG00000023516,add_a4.0,87.88,91.65165165165165,0.5091874323738156,0.6576301049521384
ENSG00000023516,add_gc_removed_a1.0,38.839999999999996,37.11711711711712,0.11736070179255909,0.09721460693569473
ENSG00000023516,add_own,55.839999999999996,55.25525525525526,0.1298294639887554,0.19507768187854088
ENSG00000023516,add_own_L24,43.08,42.16216216216216,0.1358310126883162,0.14757210698275683
ENSG00000023516,random_a1.0,44.18,46.306306306306304,0.14166789622038767,0.15962632651326414
ENSG00000023516,random_a1.0_L24,39.08,41.44144144144144,0.2222435378038606,0.2041248082633274
ENSG00000023516,unsteered,43.8,42.4024024024024,0.12485376036683124,0.12870828590421873
ENSG00000034677,add_a0.5,31.6,27.86786786786787,0.25919073266687054,0.20425061792885796
ENSG00000034677,add_a1.0,49.28,50.69069069069069,0.15351825832829583,0.16643590601822425
ENSG00000034677,add_a1.0_L24,40.82,39.0990990990991,0.1420950563574792,0.11892116176890269
ENSG00000034677,add_a2.0,67.5,78.1981981981982,0.23479227961473156,0.34760017266815557
ENSG00000034677,add_a3.0,85.86,90.87087087087086,0.4368296713142037,0.557352916643383
ENSG00000034677,add_a4.0,81.42,92.01201201201202,0.3851024331356091,0.5260461409549253
ENSG00000034677,add_gc_removed_a1.0,36.58,26.186186186186184,0.2203739941130741,0.1381768867156163
ENSG00000034677,add_own,54.04,59.51951951951952,0.14757237874126342,0.18753914221949414
ENSG00000034677,add_own_L24,40.32,38.67867867867868,0.15005306913879246,0.11728669952527941
ENSG00000034677,random_a1.0,40.4,36.51651651651652,0.14648625898506853,0.09617732433128641
ENSG00000034677,random_a1.0_L24,39.12800800800801,36.93693693693694,0.1707063567843468,0.11867725879098798
ENSG00000034677,unsteered,38.46,34.53453453453453,0.17049327002786696,0.11415156097894619
ENSG00000036257,add_a0.5,68.91666666666667,81.23123123123123,0.3814882181502115,0.4202347046626929
ENSG00000036257,add_a1.0,64.10000000000001,81.28128128128128,0.33537888293763074,0.3774594496304137
ENSG00000036257,add_a1.0_L24,60.1,73.67367367367368,0.3219373915830442,0.35015943631626284
ENSG00000036257,add_a2.0,71.18333333333332,89.23923923923924,0.408150037647982,0.45512554304202446
ENSG00000036257,add_a3.0,76.35000000000001,89.13913913913915,0.45236159728082975,0.4953378270654822
ENSG00000036257,add_a4.0,78.01666666666667,93.74374374374374,0.48888649283153623,0.5343799478794297
ENSG00000036257,add_gc_removed_a1.0,53.21666666666667,65.76576576576576,0.2154240966391716,0.2425248769846399
ENSG00000036257,add_own,57.9,69.56956956956957,0.24697686440696162,0.28275685987491705
ENSG00000036257,add_own_L24,59.26666666666667,60.11011011011011,0.27560498169499076,0.296815211891953
ENSG00000036257,random_a1.0,58.63333333333333,75.32532532532532,0.2887395512903601,0.32703673688535856
ENSG00000036257,random_a1.0_L24,61.85,78.52852852852853,0.36480074838969273,0.39727778607754183
ENSG00000036257,unsteered,61.18333333333334,70.22022022022021,0.29831369654648093,0.3343716466093603
ENSG00000040199,add_a0.5,50.56,52.432432432432435,0.17635179712444432,0.17848237837210754
ENSG00000040199,add_a1.0,56.86,59.87987987987988,0.1475851866062738,0.15637597972767223
ENSG00000040199,add_a1.0_L24,41.260000000000005,38.61861861861862,0.17594428451203115,0.14767642530285277
ENSG00000040199,add_a2.0,68.25403403403404,79.15915915915916,0.2667724530199783,0.31800470181922436
ENSG00000040199,add_a3.0,76.28,87.44744744744744,0.31593483200701067,0.3860258901046832
ENSG00000040199,add_a4.0,86.64,90.15015015015015,0.460432914133251,0.5210762696254114
ENSG00000040199,add_gc_removed_a1.0,40.68,35.01501501501502,0.16262040037663922,0.12867495809552326
ENSG00000040199,add_own,60.46,68.46846846846847,0.19141803015530554,0.21888916118674584
ENSG00000040199,add_own_L24,45.4,43.24324324324324,0.11959835428395285,0.10483593753628336
ENSG00000040199,random_a1.0,39.64,36.6966966966967,0.15543291618030616,0.13461215017702072
ENSG00000040199,random_a1.0_L24,37.3,36.15615615615616,0.18356919620208859,0.15369864560231744
ENSG00000040199,unsteered,42.86,37.17717717717718,0.18052896438329968,0.15212603521874865
ENSG00000042286,add_a0.5,67.82000000000001,79.15915915915916,0.16614898863829927,0.14477707242880355
ENSG00000042286,add_a1.0,70.97999999999999,77.77777777777779,0.2791768493942291,0.244458389148565
ENSG00000042286,add_a1.0_L24,64.56,68.1081081081081,0.1680952326898911,0.1553948465666813
ENSG00000042286,add_a2.0,74.7,88.4084084084084,0.2202091682654581,0.18444244573255011
ENSG00000042286,add_a3.0,84.58,83.3033033033033,0.40084071170715874,0.37225893423750167
ENSG00000042286,add_a4.0,78.76,91.11111111111111,0.26170806594490015,0.23361165850888455
ENSG00000042286,add_gc_removed_a1.0,56.5,65.28528528528528,0.14396722841883655,0.15026743147375987
ENSG00000042286,add_own,73.2,68.82882882882883,0.2709234808491189,0.26255376557013727
ENSG00000042286,add_own_L24,65.46000000000001,69.30930930930931,0.2008846362628506,0.19789844951735167
ENSG00000042286,random_a1.0,61.42,69.00900900900902,0.15456309736341647,0.1475286685540192
ENSG00000042286,random_a1.0_L24,66.2,74.35435435435436,0.18033755393479817,0.1589895517437242
ENSG00000042286,unsteered,64.8,67.2072072072072,0.1866579020933372,0.1821744473058678
ENSG00000054148,add_a0.5,67.16791979949875,90.22556390977444,0.22527909391962392,0.26296206855085436
ENSG00000054148,add_a1.0,68.62155388471179,83.7593984962406,0.2712165435154737,0.2949861531749103
ENSG00000054148,add_a1.0_L24,65.0125313283208,88.7218045112782,0.2798318216164241,0.31953360780692647
ENSG00000054148,add_a2.0,70.57644110275689,90.52631578947368,0.2692041952328784,0.3110817587395082
ENSG00000054148,add_a3.0,74.73684210526315,90.82706766917293,0.2739048796942449,0.3377619904342217
ENSG00000054148,add_a4.0,78.89724310776943,89.77443609022556,0.33499489010048517,0.3937051016138327
ENSG00000054148,add_gc_removed_a1.0,57.4937343358396,72.4812030075188,0.3314461030787728,0.3153619343164889
ENSG00000054148,add_own,67.36842105263158,90.82706766917293,0.2927070041613396,0.3426672757658712
ENSG00000054148,add_own_L24,58.696741854636585,81.05263157894737,0.30041823986647104,0.28986462083752423
ENSG00000054148,random_a1.0,64.66165413533835,85.41353383458647,0.25727294364806413,0.26637192199364607
ENSG00000054148,random_a1.0_L24,62.35588972431078,81.203007518797,0.30226081822569195,0.30355134393787747
ENSG00000054148,unsteered,53.68421052631579,72.03007518796993,0.33529648185448935,0.29637768135208553
ENSG00000056972,add_a0.5,46.86,50.030030030030034,0.25390043804135287,0.15061708228351867
ENSG00000056972,add_a1.0,67.38,76.33633633633633,0.19662842036991562,0.2523957341666104
ENSG00000056972,add_a1.0_L24,37.1,37.47747747747748,0.3252020893975741,0.22478517303811857
ENSG00000056972,add_a2.0,75.08,87.98798798798799,0.16602098404786111,0.2949304978724228
ENSG00000056972,add_a3.0,79.26,93.57357357357357,0.2246322138881447,0.3558482553221861
ENSG00000056972,add_a4.0,84.12,88.94894894894895,0.2207381268419574,0.372108031360492
ENSG00000056972,add_gc_removed_a1.0,40.8,36.15615615615616,0.31100725973014476,0.18755089955853518
ENSG00000056972,add_own,54.86,58.318318318318326,0.2537626866504485,0.21781820033078453
ENSG00000056972,add_own_L24,45.839999999999996,46.726726726726724,0.2826490927015019,0.1946681180172218
ENSG00000056972,random_a1.0,40.98,38.1981981981982,0.29564745482514077,0.18652348034407046
ENSG00000056972,random_a1.0_L24,41.52876876876877,36.996996996997,0.28275746267302987,0.18234395263842815
ENSG00000056972,unsteered,45.2,43.84384384384384,0.2721325533982564,0.1761788591675469
ENSG00000061938,add_a0.5,69.88,76.81681681681683,0.16464013904683797,0.16195534460933464
ENSG00000061938,add_a1.0,72.08,81.02102102102103,0.14398654074280812,0.1541686119804258
ENSG00000061938,add_a1.0_L24,67.66,76.81681681681683,0.17926182908360289,0.18583843001712674
ENSG00000061938,add_a2.0,77.22,97.5975975975976,0.14350056105467185,0.17998434731465676
ENSG00000061938,add_a3.0,80.4,95.07507507507508,0.20755624820393553,0.23188837628905032
ENSG00000061938,add_a4.0,80.14,95.85585585585586,0.16838810591660572,0.20251051523682925
ENSG00000061938,add_gc_removed_a1.0,61.08,72.55255255255256,0.11927850647337819,0.1098765888883892
ENSG00000061938,add_own,74.34,80.36036036036036,0.21176983520523648,0.22062528024461053
ENSG00000061938,add_own_L24,67.03999999999999,72.13213213213213,0.13222715097525148,0.12447008228096905
ENSG00000061938,random_a1.0,65.92,68.16816816816817,0.15635164961680495,0.14064188188962537
ENSG00000061938,random_a1.0_L24,65.9,65.58558558558559,0.20631089778075595,0.18098385676211132
ENSG00000061938,unsteered,64.4,68.64864864864865,0.3122934791701616,0.29006686139209414
ENSG00000062598,add_a0.5,66.6,88.16816816816817,0.15419317382738695,0.2201204762687446
ENSG00000062598,add_a1.0,65.08,87.74774774774775,0.1416227074317889,0.2132075191632045
ENSG00000062598,add_a1.0_L24,50.6,56.996996996997,0.31599454707063435,0.13847993480919993
ENSG00000062598,add_a2.0,75.72,90.27027027027027,0.22136145444837094,0.31712142821431366
ENSG00000062598,add_a3.0,74.46000000000001,94.11411411411412,0.15276898494678828,0.3129732260445724
ENSG00000062598,add_a4.0,82.94,93.15315315315316,0.28165637154612216,0.4155978171757094
ENSG00000062598,add_gc_removed_a1.0,49.72,61.20120120120121,0.3147040961723298,0.19591378248626082
ENSG00000062598,add_own,70.98,81.68168168168168,0.2231237082983554,0.27996253082708866
ENSG00000062598,add_own_L24,55.64,67.86786786786787,0.23927216124870299,0.1475194587452175
ENSG00000062598,random_a1.0,49.4,53.51351351351351,0.3046910136862846,0.11945015781637616
ENSG00000062598,random_a1.0_L24,47.559999999999995,55.7957957957958,0.29384173230357963,0.11374729627682698
ENSG00000062598,unsteered,49.56,57.41741741741741,0.32510223085515966,0.12603402765771982
ENSG00000064309,add_a0.5,38.160000000000004,38.73873873873874,0.27372703935550485,0.1690092757348442
ENSG00000064309,add_a1.0,49.980000000000004,50.810810810810814,0.2682385772680417,0.2200590536552475
ENSG00000064309,add_a1.0_L24,36.56,41.26126126126126,0.306818598321923,0.20263482863718255
ENSG00000064309,add_a2.0,58.379999999999995,66.006006006006,0.21929183185633966,0.26451755593807996
ENSG00000064309,add_a3.0,76.76,74.65465465465465,0.19440266257508604,0.33031453000839306
ENSG00000064309,add_a4.0,81.8,84.8048048048048,0.20787953027121775,0.39260915246201733
ENSG00000064309,add_gc_removed_a1.0,34.160000000000004,34.53453453453453,0.2836004746331434,0.15499868287334548
ENSG00000064309,add_own,39.760000000000005,35.13513513513514,0.42538989616024914,0.32151989821585547
ENSG00000064309,add_own_L24,46.5,42.4024024024024,0.28649989043127866,0.21331671156836635
ENSG00000064309,random_a1.0,33.48,33.213213213213216,0.37875814228601973,0.2773979979872741
